,MGH258,UKF243,UKF255,UKF259,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.009074941750554797,-0.059089540183460014,-0.08776989078241136,-0.059380993143345676,-0.033029739895654074,0.02811589022319651,0.014452366164110523,0.06859484557868378,0.06392250797440809,0.008910476959335554,0.06470687593088241,0.04054294938409023,-0.005699211987660928,0.017410421101340653
HALLMARK_ALLOGRAFT_REJECTION,0.02664730507618714,0.05884019796954397,-0.09621562894352914,-0.015504071347461677,-0.035281348439729535,0.038121232107834906,-0.03186799053261116,0.08216786731426594,-0.009850886283004888,0.011241481174324306,0.07864481788546789,0.001496858735296612,-0.019385742954554783,0.0006519238054189462
HALLMARK_ANDROGEN_RESPONSE,-0.03663193489490442,-0.053650139962932275,0.05842782829745412,0.07444131504115348,-0.09720283555358823,-0.016510813800128723,0.006163807990450044,0.08089128145053139,0.015247018472438895,0.06596592546258286,0.047441236684602414,-0.03848753424542194,0.05079387597287879,0.07062884185540404
HALLMARK_ANGIOGENESIS,0.1012915790863727,-0.048896444434591776,-0.09033362164054298,-1.4049456122865955e-05,-0.07063096653292544,0.00027673047546169745,-0.155127048423753,-0.09845028266063824,-0.05447554214879318,-0.08927627394879571,0.031046225870891276,-0.05553078661215382,-0.022947827964227407,0.031279404212336756
HALLMARK_APICAL_JUNCTION,-0.02045356571421133,-0.06963180529780852,-0.0967989118942206,-0.04830284068512673,-0.0812174873372668,0.03897495057893717,0.04710034254811778,0.12330118605895292,0.05392309228940442,0.011975789768603883,0.09268814713970999,0.006924857885063447,-0.03528283275234644,0.005808819417663879
HALLMARK_APICAL_SURFACE,-0.0037514320108321115,-0.04046801373302575,-0.06473698140629507,-0.09029170100410708,-0.04112107798084378,-0.029446555454536293,0.007159475716903291,0.055703417103116236,0.058908877644322954,-0.030856954857836412,0.09054899285366175,0.015378841916999933,-0.03447264797823602,-0.0625395825886323
HALLMARK_APOPTOSIS,0.04897554893588955,-0.06955188147867211,0.09599177167384694,0.055499266922842475,-0.06419082735882176,-0.001410145631688148,0.04088002903022129,0.08098397243325878,0.04367911530271554,-0.012538031605369059,-0.007573441551783771,0.005563882285237476,0.019867203237590544,-0.010682746940538355
HALLMARK_BILE_ACID_METABOLISM,-0.03282821451261426,-0.08376892017730905,-0.1510703471008343,-0.04073961284887371,-0.08739329947312814,0.006300047718454236,-0.022656225359611242,0.0006567754581528484,0.007453396109557796,0.03139869101226948,0.02605626324444477,0.04502883866386937,-0.015211979227463358,0.0392269685425985
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02502012522226415,-0.09382836783372654,-0.08908649526927152,-0.01172521882365992,-0.05811537908136343,0.008487277197986011,-0.025136003449174358,0.06252217775246527,0.06667387167772548,0.04536812387005676,0.046171818956178286,0.014062208221746308,-0.005720385967041365,0.028580084459831623
HALLMARK_COAGULATION,0.09830041845897035,-0.11276446488473077,-0.11027019183509072,-0.10293500725949699,-0.07516863070636191,0.014639110651932113,-0.03938231621683739,0.11572008800463567,-0.004306936251700703,-0.0066622432485001735,0.02456220490275787,0.015687820683781814,-0.02389775176940887,-0.00680921150132961
