,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.003544447646732744,0.01736951182370612,-0.01612146027089147,0.22413290830861857,0.009757328471616483,0.18895049389904175,0.05301813262005866,0.09744497563953815,0.10140614385242398,0.08339128826437052,0.018025071909255765,-0.0773076275468806,0.042254825224720814,-0.11342585466947716,0.08923675670664287,0.07589325619459997,-0.0737131343079286,0.018156774575944758,0.06981005375345402,0.07542359170529202
HALLMARK_ALLOGRAFT_REJECTION,-0.006057070453733506,-0.036640990628762325,-0.01838300374214287,0.19661070951247456,0.005972389264448623,0.034285906416884546,-0.0724327672504076,0.1666565485595102,0.04487075997708802,0.017166737797371667,-0.08060400125867939,-0.08033594313490705,-0.06819087254106566,-0.05975671610234596,-0.02969764531252861,0.025268379420343857,-0.07800725272266565,0.014470650877930554,0.017065778271497863,-0.035648476342096815
HALLMARK_ANDROGEN_RESPONSE,0.008255128027828493,0.00038240829243863395,0.002678075534064473,0.16430093742309265,0.05121900638957021,-0.033042991090700996,-0.04868899641134614,0.19612158238140495,-0.017905572192486965,0.08711850172832314,-0.0634194743787423,-0.08673517699313983,-0.07101890586971743,-0.10953014041947823,0.014521667652141723,-0.027656621092824143,-0.03781065950450058,0.015779226337769237,0.03734951378899404,0.09437348695016318
HALLMARK_ANGIOGENESIS,0.07536842180091939,0.05093101832572372,-0.0039045270945899293,0.14662402013570616,-0.02962131782352571,-0.04468345670681086,-0.10070081101528043,0.1620494341099707,-0.17117987713577326,0.17064379573143448,-0.07504355536368452,0.04803791731796527,-0.08656703498408046,-0.19483619625429613,0.06507114295684188,-0.08409048288695875,-0.16467926881251208,0.041783121950546634,-0.0629826626327332,-0.0625047507113937
HALLMARK_APICAL_JUNCTION,-0.03892211666450806,0.023675700184137723,0.006739754222144742,0.21301905584294903,0.08163135251391322,0.19307227706676527,-0.09177116162440066,0.1468518529901455,-0.07052223635239387,0.02313573709635512,-0.0104302948028947,-0.0760448354164643,-0.08515512216902349,-0.1559344452022646,0.0505238557337416,0.08037699871665858,-0.08733591935624416,-0.023886835145279763,0.043341238015924766,0.11637749345089766
HALLMARK_APICAL_SURFACE,-0.03836124197993204,0.03720916810558568,0.03139738817691562,0.04904668957935918,0.04160729633685602,0.20414432029875829,0.1020155113518496,-0.1372926189482364,0.02175041573699926,-0.06182971242749874,0.09507851405289226,0.003021299999809108,0.025080147614351983,-0.10675987269761777,0.02867268954873356,0.05451052974558936,-0.09304881813595242,-0.03922573848359772,0.10376790825040125,0.057493059091506156
HALLMARK_APOPTOSIS,-0.02231473125943694,-0.054501174462548166,-0.0036048823312302422,-0.1138864188909472,0.03645382775577661,-0.15924059771818885,0.04380873017260585,0.017275183743804465,-0.1704612948694395,-0.008098594355556795,-0.08166337432681242,-0.03374311575114819,0.08470838885819386,0.010139117121148655,0.045218622553590986,0.01389309231420167,0.0019235606650065747,0.03511581077436118,0.0548496797527266,0.020774329907367335
HALLMARK_BILE_ACID_METABOLISM,-0.08147783965374329,0.07458953920139277,0.03171222001411253,0.2503970410324635,0.01808441672227087,0.22868443198269867,-0.07701359266972566,0.1740879166825716,-0.11664028480305245,0.07527901661099333,0.009443349248907334,-0.11939200396425449,-0.026384497955298625,-0.07931811175649763,0.04120669883636202,0.03678006712994768,-0.07591288842688695,-0.011290822996040568,0.001695723096318717,0.046391129392063954
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.010249288808318434,0.07899388017897013,-0.02515579143539983,0.1902179488175187,0.016118303442001197,0.20615700447586544,-0.14271737384969127,0.1664929307634201,-0.1664948576313272,0.06630067105998175,-0.11967257655899738,-0.07838787689661553,-0.10605953311935387,-0.14419854892268302,0.04684581116036499,0.015561177492492853,0.01429806041639557,0.002556128642660972,-0.08794162188017006,0.09629894969776875
HALLMARK_COAGULATION,0.058153846119232876,-0.03570358438808451,-0.046910096646921584,0.08654789666217111,0.019229047015930183,-0.018833991245400004,-0.1005627040014469,0.1920717220269283,-0.05814764487839773,0.11416061303028655,-0.14084688302869178,0.012880939936834776,-0.08116755671921691,-0.07221110842837583,0.06397954438385557,0.06613846959333568,-0.06850836828030495,0.02934834612762119,-0.004504617318823802,0.033750097719435455
HALLMARK_COMPLEMENT,0.05854051577914604,0.03888591306666348,0.007914101374464114,0.19017505881335142,-0.04840816180680549,-0.020146129998261635,0.028850100899419848,0.13736742393611295,-0.1269577295581823,0.041264336826766175,-0.005547103448846756,-0.0898229282245831,0.03726251714055139,-0.2109676557821389,0.029964296361041136,0.049479508518925255,-0.01505261255518835,0.043028767112876294,0.04088290533554411,0.09669165159667896
HALLMARK_DNA_REPAIR,-0.02727153690008791,0.057520781489521194,0.008968071354004537,0.26610509769499635,0.025999304414264943,0.16547753526208087,-0.043153736711911125,0.1858430941979365,-0.0013830573786322495,0.05947154322843232,0.038305229487036435,-0.05386165671277402,-0.0738746444469044,-0.1719185445592595,0.007368499873494804,0.05759452001960127,-0.06656873701256716,0.06166564089926274,0.010546740369427982,0.10923192387591377
HALLMARK_E2F_TARGETS,-0.0015842635254398106,0.03935090863363131,-0.06034725312836622,0.20811695226843993,0.048172663096523814,0.20268619392556475,-0.09673613314890428,0.1957517066511132,-0.06475925235390657,0.059245727505191324,0.023644732269404885,0.0027532477852598484,-0.07377675674382743,-0.11404854962603318,-0.03391428616218338,0.022479273422991258,-0.05978459340946741,0.0018554038194008415,-0.0352592916311067,-0.014721010069552114
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.015818591397361925,-0.0760034822638871,-0.014137535484228799,-0.10305209502457657,-0.014704268916743904,0.002560502212022742,-0.08201401943991522,0.1415242351140206,-0.1728548379605998,0.13871939118114313,-0.1499728908394054,0.1062731652184901,-0.10610396641591327,-0.112901046774726,0.06005034554294604,0.07786927323729394,-0.12681239424723795,0.0930398750557069,-0.053555274899076466,0.05304182256504117
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04979931057635703,0.021036945540869705,-0.06251021571434884,0.01940988526116143,0.030436931038750007,0.028148752040626324,0.04389088591079564,0.06413423344507027,0.07921510332173361,0.08183026247035449,0.04436955081808457,0.07332219349414366,0.09712307912015,0.04173757327105179,0.1440778692997643,0.055925423570819435,-0.016484680495778316,0.0709485731408567,-0.004514140097010632,0.055614886085866684
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07455350741243513,0.05241100119538867,0.016750110083654488,0.22897726940945345,0.042949426421731676,0.14930441246899592,0.059554614931188375,-0.09331976556574616,0.04959067494709994,-0.04516884548987756,-0.0009406431803926077,-0.07490025088548752,-0.030155760301293928,-0.18926234185611104,0.029842862787167503,0.037510951884994106,-0.01564189432332758,0.0125098074395949,0.04442616777687343,-0.0449684784084692
