,MGH258,UKF248,UKF260,UKF269,ZH1019T1
HALLMARK_ADIPOGENESIS,0.040937482110686894,0.07089716945703006,0.0055783399612167935,0.04554382687504937,0.03448619237557754
HALLMARK_ALLOGRAFT_REJECTION,-0.06256766835623093,0.03752633049600821,-0.08020963046039414,0.08975835580620344,0.08478646336856241
HALLMARK_ANDROGEN_RESPONSE,0.08043578245477472,0.07556136775222128,-0.04379207618079963,0.0840657619480186,0.05874629391141734
HALLMARK_ANGIOGENESIS,-0.017920121232651832,-0.04297355266939535,-0.06507817348681677,0.05502434456979518,-0.039377569946575
HALLMARK_APICAL_JUNCTION,0.08090841738663009,0.08044125862953,0.0025316398279640238,0.07734674041241785,0.014256070723200308
HALLMARK_APICAL_SURFACE,0.13045814768624728,0.06417643092441176,0.024900122513059005,-0.08907680509997062,0.08210792965472785
HALLMARK_APOPTOSIS,0.0012493710899435097,0.04115785839808055,-0.018333309572035418,0.008309538781370626,0.0059305191459997
HALLMARK_BILE_ACID_METABOLISM,0.04160880452444168,0.049956495993579084,0.05044685598167533,0.07269872350403313,0.022438143169862174
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01956567190054399,0.05116786202303468,0.040422767414111646,0.07263843371644929,0.1518181323766104
HALLMARK_COAGULATION,-0.016766004228690328,0.07410081409857924,0.01972238581303452,0.08605237458003392,-0.004161316014089356
HALLMARK_COMPLEMENT,0.014743889075993206,0.003724572229460085,-0.022042916430740377,0.061582426347358374,0.059333864045913516
HALLMARK_DNA_REPAIR,0.06730660174608918,0.10303207033256276,0.003403696520158025,0.08785453107527323,0.08316869913268335
HALLMARK_E2F_TARGETS,0.019044095674087484,0.0811103302822248,0.006190740620559243,0.09800488289868318,0.07645407046007169
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05413170930307313,0.03873640048264609,-0.04019950310324576,0.07372747165126835,-0.029451829528104743
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02678412710117865,-0.012911415461276915,-0.03720068757404881,0.05831957816041715,-0.02485856550996992
HALLMARK_ESTROGEN_RESPONSE_LATE,0.020753210367806113,0.07174987604288306,0.05792541688763109,-0.051306547224102717,-0.024506418512522943
HALLMARK_FATTY_ACID_METABOLISM,0.013716664634914914,0.050369378205512995,-0.03055192833517145,0.06426104485447594,-0.015745941281776924
HALLMARK_G2M_CHECKPOINT,0.057252890913618695,0.07649564440619938,-0.03444028658853457,0.09129279666317532,0.0841185257478068
HALLMARK_GLYCOLYSIS,0.05502745924263427,0.003576921895273416,0.010883084117229297,0.0731356833102611,0.007186404554358803
HALLMARK_HEDGEHOG_SIGNALING,0.03375443096451899,0.028522408477917698,-0.02248743964121462,-0.027876133570100964,0.023554006426126373
HALLMARK_HEME_METABOLISM,0.04748436146679554,0.056224980285408094,-0.011722527628504892,0.06942303603682586,-0.0018376890704090434
HALLMARK_HYPOXIA,0.021040674873144767,-0.09596527144539257,-0.05142762327693069,-0.04290466777770729,-0.03769437004729473
HALLMARK_IL2_STAT5_SIGNALING,0.048419399904148924,0.06318672604292243,0.03178540341823066,0.07053194646212278,-0.04872593686444645
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.014450591177415732,0.021344526178918213,0.0174242725191557,0.05840212944538145,0.022971578183937424
HALLMARK_INFLAMMATORY_RESPONSE,0.021676815264701405,0.03011113200649682,-0.042620366321730586,0.05424232176315809,0.022549347484845432
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.035025572430536785,0.08373012057490639,0.04356420808049288,0.05271203719073599,0.03650384767673927
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02275001608463238,0.022946240993836957,-0.036846728158868094,0.05644939534636098,0.09244690972331222
HALLMARK_KRAS_SIGNALING_DN,0.05747500392123109,0.03553633140622846,-0.0020176817774959664,-0.019397518699807343,0.04605444783357518
HALLMARK_KRAS_SIGNALING_UP,0.03847190572057907,0.018322006009708243,-0.025360010924894937,-0.016311463550998336,0.0062455544630937235
HALLMARK_MITOTIC_SPINDLE,0.10782852691720367,0.06619451094190901,-0.008713685043020272,0.08210161316096291,-0.004687837071276931
HALLMARK_MTORC1_SIGNALING,0.08120358349611412,-0.012646614602377652,-0.015941146818403928,0.0357450637614771,-7.043230451329811e-05
HALLMARK_MYC_TARGETS_V1,0.059280056739739045,0.08959409019391502,-0.02617481240431535,0.08784957682325395,0.06601543354651604
HALLMARK_MYC_TARGETS_V2,0.035888887716879994,0.061725986244881834,0.06517598706021757,0.03190459482774188,0.05426311577406337
HALLMARK_MYOGENESIS,0.025220317949386183,0.08188450384038043,0.008217671816452374,0.013075003772951668,0.031733624127590725
HALLMARK_NOTCH_SIGNALING,0.026592181326344177,0.07986070112690843,-0.013772916365143537,0.07793485549212882,-0.02297072120188622
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06609327837991637,0.07327533635699367,0.014802096307994473,-0.03289454282666929,0.1244438016420565
HALLMARK_P53_PATHWAY,0.02823413910843526,0.032767507139178434,0.01568370827987096,0.08106469930980657,-0.06343917119916492
HALLMARK_PANCREAS_BETA_CELLS,0.04550137557662733,0.0798438227075402,-0.015822351449378422,-0.05015282660102924,0.1689053377192375
HALLMARK_PEROXISOME,-0.04049374950050345,0.03673710611803378,0.031495158371363095,-0.00012134653776617869,0.11001634903373506
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04656773825123529,0.06660981203559953,-0.0020770635918476894,0.03859305861521579,-0.023564740489445683
HALLMARK_PROTEIN_SECRETION,0.0777547876663655,0.04763620905189482,-0.003345403975949784,0.0700704634347664,0.03602735113115074
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.008645324268701965,0.0491464871501406,0.005556209743030222,-0.003060112230955713,0.022595464739295777
HALLMARK_SPERMATOGENESIS,0.09416652707536949,0.06331054790324518,0.04422420912373451,0.02952606104421936,0.005351431681298488
HALLMARK_TGF_BETA_SIGNALING,0.02486000218969282,0.09087858509096243,-0.007097225462996817,0.11299089800529659,0.0999382982120628
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.003222764737557915,0.004039844101406473,0.010096639730087198,-0.07648673382786583,-0.005303920015375
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.054300850793996686,0.0674940228143391,-0.054718265098130645,0.08692733040791553,0.012497543554131227
HALLMARK_UV_RESPONSE_DN,0.02335367921071752,0.05503220181934379,0.0198273034476095,-0.006727738799858669,-0.029865127278696908
HALLMARK_UV_RESPONSE_UP,0.05816519459231696,0.013857213159473442,0.0003539637434064504,-0.03603378764760234,0.007045089666627338
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04665238188607817,0.07642753148312259,0.04851044241333455,0.1324376018533626,0.12204801390464096
HALLMARK_XENOBIOTIC_METABOLISM,0.08670053953649239,0.03763587398599493,-0.025239139450258213,0.07281580931978932,0.012859044728543882
