,UKF259,UKF296,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.04301081945569106,0.009341812364345378,0.09951085476228633,0.06688236333837305,0.05384674070631352,0.0386430994325374,0.016080829189142203
HALLMARK_ALLOGRAFT_REJECTION,0.012933157849580393,0.029032954544296607,-0.027154073437247694,0.05043232704844024,0.014544370176307539,0.012776001862227227,-0.022890133267730546
HALLMARK_ANDROGEN_RESPONSE,0.028676989141860426,0.017171942881192826,0.06945495806743449,0.05953956211218457,0.03999678331880014,0.0026786636524285053,0.006535012538615994
HALLMARK_ANGIOGENESIS,-0.014338991981795269,0.09433640295332403,-0.010256000187249521,0.09668416807967588,-0.05472074086182907,0.02655969874822277,0.09206503033690286
HALLMARK_APICAL_JUNCTION,0.03007358965330583,0.04951151673865717,0.013456174763555252,0.09693066753678599,0.05030105761226673,0.04187949739395732,0.07874473828548086
HALLMARK_APICAL_SURFACE,-0.02741145739575224,-0.036961224836641896,0.13940133935010657,0.05728812737062276,0.06850000482506714,0.05989683325298643,0.06468147709654848
HALLMARK_APOPTOSIS,0.03251310192479051,0.02092034073675565,0.001602738738721098,0.03977297318276666,-0.0325260425813202,0.007206524561744134,0.03467403120102926
HALLMARK_BILE_ACID_METABOLISM,0.03490037469496346,-0.04159006084554108,0.06856827932820399,0.07454740882338173,0.0961309670790573,0.05654875649060055,0.05591542789268903
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03890857871743963,-0.0161859610122292,0.11355682997446398,0.04262942416822452,0.09848665531941671,0.08851630705889584,0.00034540166625428856
HALLMARK_COAGULATION,0.06891892212260702,0.06353477441248184,0.1262250188810507,0.12051286050246647,0.06451505061977869,0.03231207792372972,0.004382791908825235
HALLMARK_COMPLEMENT,-0.00494345673622449,0.015184623625748895,0.00568416289357,0.052140577707911105,0.07131262529896217,0.078629142164857,-0.0012023620585668163
HALLMARK_DNA_REPAIR,0.034997100057913476,0.0005861914987486892,0.11028302503674359,0.0461167334806038,0.08084361083756096,0.06634967217288981,0.05209392986923808
HALLMARK_E2F_TARGETS,0.06923221656757832,0.01189209549605935,0.01909780923174114,0.07784160762728863,0.0071175168087193996,0.043191264046251995,0.028257394298528946
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.035946729794524464,0.022553526530306216,0.039404048624841946,0.07126459877415346,-0.04621633956780369,0.047111908643397336,0.05268552793164119
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.023398578201204525,-0.0060533553902597905,0.12798368816509403,0.03808381810576399,0.040664842332161236,0.09713560396568283,0.040899141733411803
HALLMARK_ESTROGEN_RESPONSE_LATE,0.046907316536560655,-0.024462226605330106,0.02259256838348089,0.036858773443735664,0.07426974963896124,0.0337597322881408,0.05577292308970023
HALLMARK_FATTY_ACID_METABOLISM,0.0035414152226340727,0.018524209545874658,0.07591961541795483,-0.02600355115503777,-0.009476055147907428,0.07496787600701023,0.02426768087855549
HALLMARK_G2M_CHECKPOINT,0.023517011438593086,-0.0010906326035214188,0.04099475061971361,0.0971317915321642,-0.014233961493894005,0.04777039343433812,0.009457090104947084
HALLMARK_GLYCOLYSIS,0.025687988223798284,0.020930554388356917,0.14486084441616504,0.05428254926743624,0.0460120637019159,0.04465296704284237,0.0615180617660903
HALLMARK_HEDGEHOG_SIGNALING,-0.0018481230523418471,-0.04189602968285709,0.02326508988118043,-0.031058160913094116,0.051678680017820576,0.026616391660292317,0.032072704015075365
HALLMARK_HEME_METABOLISM,0.05858751267814975,-0.012640922978277628,0.08951198215037993,0.04802748810147594,0.07596355803443973,0.07507864953193517,0.04740152670975379
HALLMARK_HYPOXIA,0.0019728834093949844,-0.022522275082780974,-0.047225638411801454,-0.06214806104471859,-0.012781815380363326,0.08702863034440483,0.09297905239713564
HALLMARK_IL2_STAT5_SIGNALING,0.012493751818578158,-0.010264554412133219,0.03456348892039792,0.013654011272832601,0.06462127982362173,0.09185195072161181,0.039973802367026606
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.024752722590287234,0.05894266477873288,0.00801175771382551,0.07013094861623415,0.057944101801043396,0.051684108817531105,0.09575418138701965
HALLMARK_INFLAMMATORY_RESPONSE,-0.013944773489200198,-0.029907166394350822,0.023157685089908536,0.08745882890629726,-0.013342715422989824,0.07194479093570529,-0.01839578518203852
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03178756235414515,0.02566284615552836,0.07226966223493957,0.058721536814662,0.09440423425886915,0.02552032869361457,0.03545876542660822
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0014577769244929052,0.04767871210729611,0.054321930208798504,0.12462175977347781,-0.0019465048009350248,0.03759891648748766,0.02406879342828658
HALLMARK_KRAS_SIGNALING_DN,-0.014303002423432807,0.025524521509427568,0.1112569701688825,0.011221514498075754,0.07917950159886696,0.1315490538996547,0.03822500155087608
HALLMARK_KRAS_SIGNALING_UP,0.02883951574740575,0.02708015160810361,0.03818267685951829,0.018263321731702625,0.021510674561638413,0.07898592445393199,0.04518748417596237
HALLMARK_MITOTIC_SPINDLE,0.05905749845100361,0.01180021959262652,0.054803947087496384,0.0659896403186228,0.056132362781401005,0.048657804719452594,0.041935646352248265
HALLMARK_MTORC1_SIGNALING,-0.027429177964107283,0.012003671168765129,-0.08484494515534578,-0.033319626635747515,-0.009533479745794306,0.02942696558861439,0.07640155506772266
HALLMARK_MYC_TARGETS_V1,0.0367842939547359,0.02372478174184126,0.06724461628341859,-0.0005494645414912037,0.06171033835454812,0.06078807029243387,0.02462306663027972
HALLMARK_MYC_TARGETS_V2,0.040982418934832794,0.01872273094173973,-0.006864773867221706,0.05084910301482832,0.027923757266327513,0.03442094735309894,0.018847492582272404
HALLMARK_MYOGENESIS,0.08051922779759063,0.023508413729165376,0.12800376343368208,0.05952004689092573,0.03560444589259821,0.03876699464475919,0.01673997296269144
HALLMARK_NOTCH_SIGNALING,0.032479258829077255,0.03987446648183794,0.028242094073596045,0.04131048330929682,0.07326576006444599,0.06807807526952549,0.008588197210236357
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.017883359147458314,-0.020171490135286383,0.0704488522086106,-0.00013265226020777726,0.07508645420730693,0.08068876794830283,0.01859217195707785
HALLMARK_P53_PATHWAY,0.028852770532947263,0.021033683587208953,0.04337040824233295,-0.011193350279242575,0.08503752829812185,0.11629750969670521,-0.0015097660489204409
HALLMARK_PANCREAS_BETA_CELLS,0.0296352292320665,0.031411791812960756,0.09779639736430534,0.011746184036023993,0.07300864615409323,0.07721785293162604,-0.01726646393768346
HALLMARK_PEROXISOME,0.0018715826684027816,0.018925880522662288,-0.04472073309561002,0.01523182689820584,0.02248348506332813,0.047093206025613496,-0.03443272623554928
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.023700370938783882,-0.0027908866217163405,0.07840703378635103,0.004436998297958612,0.04019673213558182,0.04196002121627718,0.013062743777573802
HALLMARK_PROTEIN_SECRETION,0.036986953798407114,0.02502516519491937,0.06289920445096274,0.03602892966527292,0.06452053135092885,0.10462397755526526,0.0051474152450268875
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.007668604913732714,0.014439463434718847,0.049418177599144936,-0.0261215342150209,0.0788062899062609,0.024818183594886425,-0.0017185285513189
