,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09589730641523374,0.02010777649829455,-0.053900157965723415,-0.0612351847472297,-0.045756830526737964,-0.055134154436699084,0.08826455613079726,0.21939779727364292,0.16465084285120038,0.05025270018337462,-0.025237730313673063,0.11110451332514724,0.0014941615098353306,0.22682049755977116,0.09079788180872865
HALLMARK_ALLOGRAFT_REJECTION,-0.025689684912551417,0.060494404347513124,-0.01631467542019975,-0.0738284215962526,-0.06139048213016115,0.012025370008945454,0.08937786059355787,0.1767418946431029,0.03405249613463589,0.026832159943653656,-0.04762114825173708,0.06584013641402135,0.05655510627025656,0.2073699725044832,0.11863643891445537
HALLMARK_ANDROGEN_RESPONSE,0.06156103685902224,0.018856143810371425,0.06220722505142399,0.07991072332034592,0.04019362715243426,0.028458185895427236,0.09019580350712329,0.22885170247007888,0.18007107709117784,0.037733351587734894,0.03960682245727849,0.18750656932389256,0.04667849103332028,0.2649611571022863,0.13558038650399834
HALLMARK_ANGIOGENESIS,0.006144099981285666,0.08339272066079036,-0.0641731705335144,0.13799983229290821,0.06495177807115492,0.0667617961376763,0.008475081409684735,0.14320342757347887,-0.014200012742527808,0.023068468153826703,0.1352804764556716,-0.04329355405943034,0.060372735314895676,-0.03054954291733357,0.10921516211953147
HALLMARK_APICAL_JUNCTION,0.22852959552094934,0.028514037930541736,-0.027483173734191964,-0.07106152793629951,0.009410568574714675,0.026907314421920098,0.09999398753379098,0.21066932516640707,0.13419881049940166,0.011954480972078184,0.011084722178109893,0.12043626068014016,0.045614537195403454,0.293440946736383,0.13588283771598353
HALLMARK_APICAL_SURFACE,-0.007336595478114041,-0.03846245143849133,-0.031300489207830004,-0.09788394271967533,-0.02183889042635905,-0.03828544931122335,0.08470571900361476,0.08352748761025006,0.09512742659921887,-0.0018801141778590387,-0.06527136493795013,0.10318947055184957,-0.038683411355545386,0.26254516356879476,0.08444855221457645
HALLMARK_APOPTOSIS,0.1294245572732013,0.06603613912316594,0.03177133247730972,0.019597604182258074,0.11373553553154037,0.10682833126749498,-0.010565457471147236,0.0061344998039246515,0.09434992522377238,0.08753194846626933,0.12611626147948563,0.02952835213869597,0.05749807001400721,0.1441423382300298,0.02307766390363342
HALLMARK_BILE_ACID_METABOLISM,0.02126549280363158,-0.06528209581008634,0.00760561301968365,-0.10281522798937086,-0.08317665836503844,-0.009404991843875866,0.002495127543075385,0.13289479895792966,0.12214682018668503,-0.04990869950846732,-0.03884090933218395,0.09964210663773879,-0.013280842833307526,0.0911526401053005,0.08597063270169307
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09891911245965616,-0.07298723109794658,-0.01895387977959758,-0.07563655774172422,-0.03397955942064992,0.02651119806902145,0.09156525738676395,0.17930836555543617,0.1851169870214322,-0.0026363052398448487,-0.017767911169436396,0.14988863129550006,-0.06791002292872246,0.18648810377094446,0.07458569872113774
HALLMARK_COAGULATION,0.19224097989314892,0.05161952959404602,-0.02613965570010608,-0.11193801186775296,0.024162928306782794,0.02513118846507738,0.07546001138761207,0.09150634429088997,0.1445358669899495,0.05200106675841032,0.06323611624713184,0.13743443754577803,0.029621991329717334,0.25697275647250306,0.06941126197202578
