,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.001865893424823024,0.0731460223204362,0.009885861788928765,-0.014148007255649781,0.014594323871790889,0.06205960110226781,0.08865804693981774,0.07110433814575391,-0.030997514591475976,0.03529075979009992,0.04277740790382337,0.15333722822459075,0.0679209551980912,-0.07351819160568299,0.20516887704046521,0.22628315333706123,-0.018043569262567137,0.11875718836736181,0.09627035615131109,0.06943790507253746
HALLMARK_ALLOGRAFT_REJECTION,0.08598272876098367,0.0027598102795918793,-0.03000553013921934,0.005170109308367019,-0.025846346442132993,0.015422380097044596,-0.02405985135896584,0.05373409258092226,-0.1379133307804163,0.04066328852963566,-0.07825510803367887,-0.25604966832630754,-0.025241577193346153,0.06466897656363321,0.08307039731194055,0.159333293420276,-0.04431633428562297,0.052493581203399343,0.11815061157922081,0.07792929399533843
HALLMARK_ANDROGEN_RESPONSE,0.052903030037047265,0.04483830843383779,-0.027723649663686997,-0.013452373098839418,0.006839072120755395,0.02938662844792451,0.10231127183996248,0.08632512838916853,-0.10324814597142637,-0.014879117860915432,-0.011517552564190183,-0.1064431141202629,-0.013206188882254713,0.010352262606440083,0.18072919713583432,0.21139006294695928,-0.0011350766546246868,0.04523977338078206,0.13205963526853542,0.12286584563180351
HALLMARK_ANGIOGENESIS,0.10982491573664631,-0.06582826265938575,-0.03090667882937701,0.013661945203650883,-0.043659285529144054,0.00769990528465689,-0.039972777583890486,0.025417203061344373,-0.15368620296837326,-0.0858647290435125,-0.07453922241762871,-0.23645627323934476,-0.09035226466963193,0.035918595526002045,-0.04978179209401194,-0.13397530363965046,-0.05133772778927199,0.0032463241191672512,0.021666530587622686,-0.03555275798870428
HALLMARK_APICAL_JUNCTION,-0.012572536823985042,0.05486800814556932,-0.010217983424662317,-0.03601924710890953,0.009603626408293644,0.037570338302123654,0.10978779652437741,0.10322628587772795,-0.10623680016845867,-0.026259049906500572,0.015373153790142272,0.04322785978992996,-0.024168253737726717,-0.02617659463797221,0.21235916064874383,0.22031225014270872,-0.007215617903744469,0.10475859895392535,0.15952193199338993,0.06629198884201064
HALLMARK_APICAL_SURFACE,-0.044346332768011254,0.11851812087589235,0.04649765690097303,-0.006320880435579717,-0.020999823968238983,0.033590515801690805,0.0964612804143465,0.07492096989002107,0.13355231124507735,0.02848551323567471,0.1002704552985929,0.18015920612673705,-0.0020033925458301334,-0.06773679007037395,0.1922210631021466,0.23880457799356858,-0.03527736890654427,0.01367986848205585,0.16005322350505832,0.034282309822832
HALLMARK_APOPTOSIS,-0.016029032042793268,0.01788651914456132,-0.03508402647463276,-0.0009810435366561505,0.008678275178843333,0.03470509510448862,-0.03167509693945233,0.02221448797533508,-0.03766936229672662,-0.08686734141122275,-0.04073731485323547,-0.06636744891843074,0.07850798351832716,-0.009852673843256872,-0.07685797349392384,-0.08828292447866852,-0.026837808907069053,0.023087326806323062,0.08102798736549782,-0.036512825890015206
HALLMARK_BILE_ACID_METABOLISM,-0.06031687386693667,0.04749266392810443,0.028849181357873743,-0.007248817595396687,-0.04831941087986235,0.0044771374770673075,0.06894887517772533,0.08236043996919457,-0.14793450114546652,-0.03199765827373008,-0.022953050502544762,-0.04762769573916581,-0.018054023843029635,-0.06089027137376928,0.149774992131473,0.19138406856496745,-0.04875120143284141,0.16209646378386985,0.053201039110202936,0.06995228593305093
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005438652410509152,-0.02807153906910706,0.07739548506852605,-0.04267689363734185,-0.03052034755440199,0.03228617099071828,0.11456270486348476,0.04128964407818198,-0.1088596852583569,-0.10348812804506952,-0.023571635625749047,-0.23482159138180425,-0.07763142087362485,-0.01656267188793288,0.23664838741484792,0.2551933793836093,0.006013854068723997,0.03313563260299628,0.0539151094754489,0.00666760503189286
HALLMARK_COAGULATION,0.11676781590799017,0.028439923957775528,-0.010588242119562247,-0.026372668213529276,-0.047661380506306,0.007516755325936971,0.026766240729388314,-0.029613920011578712,-0.14791942135492642,-0.058296729309234574,-0.10934561549933743,-0.29454486687330617,-0.034708024491192736,-0.0073783970747076915,0.12146713591360644,0.1531959374798684,-0.0651777905989043,-0.010699119881461463,0.13730502724493016,0.010779710839851015
