,UKF259,UKF260,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.05531862246669271,0.05482235320319566,0.036035808479743574,0.10482319826232625,0.07658070271578235,0.07329383586573143,0.0928891636014932,0.1367606390110551,0.09340516791618639
HALLMARK_ALLOGRAFT_REJECTION,0.10361357566667193,0.02632637906738232,0.00918888737457414,0.12782219339441328,0.10562636703081235,0.10194699548959764,-0.01256197330375372,0.13475217432668393,0.056449304082227
HALLMARK_ANDROGEN_RESPONSE,0.05311791162730988,-0.004936841335612282,-0.0028801580609910493,0.0817801176787545,0.0720784016881722,0.08167766401083294,0.12879884868959998,0.14234663669844386,0.039076209963143024
HALLMARK_ANGIOGENESIS,-0.050421939960723826,0.0050775255570656855,0.02209621022404079,-0.04924233571855667,0.10924553963719273,0.07087893522648794,-0.05478407742949632,-0.04695003072406968,-0.03818220864805256
HALLMARK_APICAL_JUNCTION,0.05283029542259613,0.03714806106222666,0.034310823351661295,0.1373038711200641,0.08868624820669142,0.08452931008684318,0.05527257214551279,0.11742811000804722,0.08865614360217967
HALLMARK_APICAL_SURFACE,0.010474276891459074,0.05083141340961538,0.036662483831478195,0.15414790786267749,-0.04247804795725698,0.0024570319993802675,0.07973049787307307,0.127681213561837,0.018683353198285638
HALLMARK_APOPTOSIS,0.007134024934302702,-0.1022204368278137,0.048993751470996744,-0.03885405370844564,-0.05894002841342984,0.06532270584739078,-0.016085102183318913,0.02090513547661364,0.03627294675599113
HALLMARK_BILE_ACID_METABOLISM,0.017020198380172716,0.04735577725547218,0.05237827952699985,0.021191976517706327,0.05160395703555374,0.028849482639836364,0.11260720466268496,0.12212695865804027,0.1013515471231081
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.044636766964102806,0.07219784897290542,0.004515793796828972,0.1327472385826746,0.027447669288600044,0.006568311142190489,0.07848570858141077,0.08693774942910355,0.0792490476587128
HALLMARK_COAGULATION,0.055351033454400324,-0.015067613185325223,0.06489212102804894,0.10170538738378215,0.09777515987612717,0.10773436453792955,0.02160832722121276,0.1358502935390922,0.0503890626242954
HALLMARK_COMPLEMENT,0.038345079971790944,-0.011272751535492545,0.0031960013281321603,0.06727287404981708,0.044176693242073635,0.03664114894349654,0.03500150120660074,0.11444016329769854,0.08103730902739223
HALLMARK_DNA_REPAIR,0.03531570202491525,0.031031367045443466,0.009095821707755773,0.12301337622343204,0.09141953341891981,0.03539343394990287,0.13279192369155216,0.11102306018984862,0.10399632933853369
HALLMARK_E2F_TARGETS,0.05352010292208198,0.08312076653265725,0.027240774229457913,0.11919179159133134,0.045142057867565144,0.04664722027782627,0.10720522090202311,0.12098645424965065,0.09580454520903517
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.059373495121539915,-0.0287924322578044,0.0257458167022152,0.005595625268796786,0.08625107210884199,0.14520441505059675,-0.015104960797630863,0.13517512637662626,0.031119475113958156
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.024321372915371783,0.014872150160561242,0.033331162764938325,-0.0634152950494348,-0.042557454124142434,0.12979843452202378,-0.006715694803907448,0.09691901312777573,0.07642287388979732
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05170672198096912,-0.0018873245395849567,0.05461579145722631,0.09318809019574352,0.05823452141485524,-0.037248531456743506,0.006837560661817653,0.09396820866024601,0.06872684858946859
HALLMARK_FATTY_ACID_METABOLISM,0.001815911769452331,0.004156042777277776,0.033199603825161045,-0.0440883441431094,-0.04053999906750603,0.01961895605792024,0.021913079016780582,0.06493483011021997,0.046482171099681835
HALLMARK_G2M_CHECKPOINT,0.038662858062921336,0.07030642054014462,0.05464526489842659,0.12099687563591126,0.08132153367356809,-0.05266982556910316,0.08223416583448741,0.0869653671599942,0.08785919485378439
HALLMARK_GLYCOLYSIS,0.0015357554376525964,-0.006094136554098626,0.026052271329997177,0.02895108787746272,0.035058998378613544,-0.002248106740161482,-0.013796914555885255,0.06694105340416666,0.07331379276159765
HALLMARK_HEDGEHOG_SIGNALING,0.04073679998189755,0.04346709468230352,0.08947172505757146,0.1185131973422088,-0.00961749534910974,-0.023942910725366397,0.0006155896214651271,0.0647388174433765,0.05908739937202385
HALLMARK_HEME_METABOLISM,0.06869390348346381,0.08698759577502324,0.0323872468327593,0.05823945470684232,0.0769549699334701,0.015486602788497896,0.11922972074448346,0.10176971737640009,0.09975117506153189
