,UKF248,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.044975461024542245,-0.053964756379170205,0.013990926656935885,0.16279587946493354,-0.035267052838900706,0.05011088059864543,0.06379848061043043,0.05402464386810671,0.08314760186464379,0.1078317554091888,0.054824610330177645,0.041786158633728754,0.06392579018125281
HALLMARK_ALLOGRAFT_REJECTION,-0.0016708102110928086,-0.050405233960590955,-0.03255957073384385,0.14682467591437418,0.0495316030182459,0.04222367917365912,0.0029330284031374547,0.1326856564805432,-0.02303966547828241,0.03701479220613043,0.0573276966651847,-0.0001272746631826622,-0.05638950182577454
HALLMARK_ANDROGEN_RESPONSE,-0.05238312972853662,-0.06651343210451881,-0.016649420342045456,0.15917937029290447,0.001615181728720734,0.08786143641305441,-0.015644643473462193,0.0692303370368237,0.08354146770562874,0.09846353791243147,0.02814113503279454,-0.004564059064320593,0.06888047290844813
HALLMARK_ANGIOGENESIS,-0.05756784832150752,-0.10153479382540373,0.020840865753999717,0.16327479438143327,0.02935019611836516,-0.00024970862146203224,0.0005298908976212189,-0.0015767531391980348,-0.015871541030445333,-0.027233716043312328,0.012314137299603392,-0.014098567423822523,0.04300662581501262
HALLMARK_APICAL_JUNCTION,-0.08789021581168634,-0.03183363516799311,0.010592133126098684,0.14096236430754583,0.026351439629079657,0.09756284758183689,-0.00730312858988694,0.059559849095092064,0.11482941428727925,0.10885349183292545,0.11541377395826095,-0.02034463529430271,0.05743357259413581
HALLMARK_APICAL_SURFACE,-0.06094916510857653,-0.016744255724753476,0.047159625696054565,-0.10192285300152877,0.03679239358899829,0.1066262159252335,0.07393521315801153,0.024503378032696324,0.030645880142784503,0.10830805323433221,0.008699805996368073,-0.022154271682789373,0.10235958611978203
HALLMARK_APOPTOSIS,-0.036462735880531394,0.014042715127534206,0.03163991079138067,0.023949621959103978,0.06455784834384456,-0.06875836753739756,-0.030145680684968538,0.07092297529138974,0.03802178395952486,-0.028132204917901648,-0.010827195952537247,-0.033940075559613335,0.020335624802319315
HALLMARK_BILE_ACID_METABOLISM,0.038183168272500345,-0.031396336096974196,-0.0029483864701203353,0.18074312042518145,-0.007758557546131292,0.05967626049986697,0.011787948173292559,-0.01517935710236762,0.07639233143226909,0.09010579789088519,0.05861442397779061,-0.004903335837886865,0.018317425769674035
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.026818136557137266,-0.05156145369982672,-0.03615759712330841,0.11840342137673761,0.035050752422292615,0.08041618001878709,0.008313161849608076,-0.03946327862120395,0.03570209281740436,0.0919588599033284,0.04245873406514844,-0.011802359109297219,0.06046613544206749
HALLMARK_COAGULATION,-0.06841259913822739,-0.028035019828317926,0.013533998331803132,0.1374457453372951,0.033664462715572406,0.094107091580538,-0.09576468171820134,0.13695828499301682,0.1012465526116107,0.0769545821766023,-8.611129361303183e-05,-0.014289647566667129,0.08386708379457579
HALLMARK_COMPLEMENT,0.0003762782128238593,-0.06893251952977013,-0.047727918223436604,0.14558071783553098,0.02257629145352674,0.0065693297991804055,0.02751718594482076,0.10036740404736816,0.06580462494988064,0.049982687184582895,0.09054117119342497,0.021886128575901668,0.05780687697284116
HALLMARK_DNA_REPAIR,-0.05287379678613777,-0.02614323882063212,-0.009891366915822224,0.190412766625015,0.0637054633356036,0.11604243776312376,0.06272811000280988,0.023719963563403376,0.093104119852616,0.1301911377359495,0.0922522576886607,-0.0005569025737944336,0.06561531110019374
