,UKF269,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.05841267629010366,0.06040784614960178,-0.06283812901418237
HALLMARK_ALLOGRAFT_REJECTION,0.08715669492072552,0.06503640335990105,-0.016452736861801567
HALLMARK_ANDROGEN_RESPONSE,0.08690380948896669,0.043139976016375335,-0.009476967017976276
HALLMARK_ANGIOGENESIS,0.07418103453162618,0.01870753173606219,0.041070258847822116
HALLMARK_APICAL_JUNCTION,0.07914194876299452,0.030700132754393716,-0.046634042504361525
HALLMARK_APICAL_SURFACE,-0.046925370584895945,0.022358646284997497,0.0013155168866259312
HALLMARK_APOPTOSIS,-0.006603725573215981,-0.03522207918073359,0.024105536891584383
HALLMARK_BILE_ACID_METABOLISM,0.07654020560058972,0.0382141575998337,-0.06652192508140582
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08600009126538455,0.06828676559866806,-0.04617191786927879
HALLMARK_COAGULATION,0.10080925543371781,0.06727814102804373,-0.009180019484549294
HALLMARK_COMPLEMENT,0.08004166220052583,0.0767769413047899,0.02014432731687183
HALLMARK_DNA_REPAIR,0.1001977982083624,0.033899053777525605,-0.03995715981655175
HALLMARK_E2F_TARGETS,0.10718802040931302,0.043402267396371604,-0.03980412301532475
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08524843030551091,-0.002311952805506558,0.05889708688245601
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.037718100854679956,0.023018028632306578,-0.05054927549683225
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.022103951507577043,0.03560475372688943,0.06188211162097585
HALLMARK_FATTY_ACID_METABOLISM,0.040694220516268316,0.01547310294663071,-0.01237586324969622
HALLMARK_G2M_CHECKPOINT,0.07804966944800325,0.04892227131484542,-0.04402872986360905
HALLMARK_GLYCOLYSIS,0.06561412632377282,-0.006639138873099352,-0.010569477100217333
HALLMARK_HEDGEHOG_SIGNALING,-0.027107896904257807,0.055619315991143246,-0.046711985224846
HALLMARK_HEME_METABOLISM,0.053606256388340164,0.03517705601805512,-0.019388378230225566
HALLMARK_HYPOXIA,-0.04238739305694182,-0.03399353764297788,0.04886175057756224
HALLMARK_IL2_STAT5_SIGNALING,0.0953722440068206,0.06381230122362491,-0.006943118179270762
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07554340073278852,0.07382711444719296,0.01997267824468038
HALLMARK_INFLAMMATORY_RESPONSE,0.03996800675516844,0.029359547051999814,-0.02342538593973068
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10300127739689419,0.051058323307009976,-0.037063586835601646
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06375919172309254,0.03298962609732054,0.07792874246401875
HALLMARK_KRAS_SIGNALING_DN,-0.00449875699481017,0.05168512398408902,-0.011957958535681115
HALLMARK_KRAS_SIGNALING_UP,0.014971043590015162,0.08940578952536142,-0.08412707799283504
HALLMARK_MITOTIC_SPINDLE,0.1018687169469539,0.04778666124806231,-0.04269043775485103
HALLMARK_MTORC1_SIGNALING,0.054542069407802145,0.05010264208912519,-0.0004391710834708585
HALLMARK_MYC_TARGETS_V1,0.11654992211554298,0.04123786466041855,-0.05034093455518395
HALLMARK_MYC_TARGETS_V2,0.06700000253161413,0.05820195315831124,-0.0165835959604521
HALLMARK_MYOGENESIS,0.008983253821634719,0.04938722276842287,-0.03473917207509582
HALLMARK_NOTCH_SIGNALING,0.0986587143026142,0.03670943875544117,-0.06439325587455101
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.02965771549441095,0.0427692012998459,-0.018076469620606123
HALLMARK_P53_PATHWAY,0.08654473637265898,0.026981701243400064,0.029291691662915696
HALLMARK_PANCREAS_BETA_CELLS,-0.0028938244958448766,0.030808545358324696,-0.06764174736566067
HALLMARK_PEROXISOME,0.07562792721926943,0.05458218804322044,0.0308532928097873
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.062045775017910275,0.05736904512398636,-0.037574887561709555
HALLMARK_PROTEIN_SECRETION,0.08048962736784813,0.03410179761339886,-0.04979108223790146
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0179902972894954,0.02823800905028407,0.018624007128602352
HALLMARK_SPERMATOGENESIS,0.02433053720854016,0.05485912293325439,-0.04770406338642832
HALLMARK_TGF_BETA_SIGNALING,0.10760921117669567,0.014609539774793345,-0.04595176549455407
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.051080494043773815,-0.0461634131762413,0.11598348107429479
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09176283784829876,0.03820813788311045,0.013193729721302963
HALLMARK_UV_RESPONSE_DN,0.011403325457634604,0.024928287267205144,0.005325762436343844
HALLMARK_UV_RESPONSE_UP,-0.03615281052154342,0.03769405705315893,0.030499045930136002
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08130085010231566,-0.01816878011902036,0.00045886259518308883
HALLMARK_XENOBIOTIC_METABOLISM,0.04013148867083453,0.039107400543827026,-0.021078836322042892
