,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.03094621705029626,0.03769080698345132,-0.008418364683209455,-0.05492989786489148,0.10532508041305953,-0.003130852320780167,0.03516351200532202,0.03328752653918456,0.130173051575056
HALLMARK_ALLOGRAFT_REJECTION,0.06927192033715979,-0.01875110949052708,-0.01048640238112882,-0.049754778839430455,0.11068273668229442,0.028972655760963063,0.03977977510949761,-0.006725403812770084,0.085022655614589
HALLMARK_ANDROGEN_RESPONSE,0.03916504722444293,0.013304072795739093,0.03164551333618113,-0.06990810354600636,0.1355678445805763,0.08257667211111915,0.02274963029585284,0.06929412975032621,0.12270397060991836
HALLMARK_ANGIOGENESIS,0.009674370434316187,-0.02879103351499444,0.0859060171849601,0.06944127421324342,0.08191822060890751,0.0053023307774737,0.07050653103882917,0.11872026308321562,-0.09295039831297845
HALLMARK_APICAL_JUNCTION,0.06387529009028166,0.04842084752918771,-0.035213080834005935,-0.09278367839758025,0.08151097588522517,0.05841921669776811,0.01797968685668123,0.07359191709434741,0.10896347104640508
HALLMARK_APICAL_SURFACE,0.04144540437134164,-0.01805298310765993,-0.024224390284360863,-0.06380972154654282,-0.018120793391218044,0.06909521547557261,-0.05091274115497885,0.053643621393924416,0.1251275567863602
HALLMARK_APOPTOSIS,0.011632633427445142,0.009100864645574965,0.0018589409055898675,-0.04300140801317614,-0.009193919328698189,0.0766609363109588,0.0089879425220085,0.057576475446197505,-0.04827921343410113
HALLMARK_BILE_ACID_METABOLISM,0.0974301077643164,-0.02783536032859617,-0.0670816869652399,0.02169623143647249,0.09421731912682066,0.054763120990622596,0.03485888105990469,0.07319252088325638,0.09835421062033278
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.030249244010270734,0.03855606288685606,-0.015048781105133694,-0.07672316042696352,0.11185993190384172,-0.022274276640136523,0.06020189973331722,0.06242115416784316,0.1388122415223488
HALLMARK_COAGULATION,0.07374431140754675,0.006875379800463533,-0.030199284899867205,-0.08999097214698251,0.12038987228797808,0.04050853762693631,0.016259186527464203,0.09911077899030674,0.08640552829064574
HALLMARK_COMPLEMENT,0.03452511878133215,0.032573929462896556,0.002070876909278739,-0.10020046195218198,0.09864611398318043,0.027043428494615347,0.045293406315378065,0.06171600062122326,0.0653986716413639
HALLMARK_DNA_REPAIR,0.03004692526725895,0.05083041140402004,0.055756221176546245,-0.04282890091583543,0.0896525326394246,0.08205686156324278,0.02925702763402442,0.0491545622941106,0.12724384739538383
HALLMARK_E2F_TARGETS,0.04789590466090265,0.0350565745163129,-0.013160354426495479,-0.0572314770610179,0.09531217285117496,0.0942530508689073,-0.0012199469558301114,0.07746004571561449,0.05820126412575044
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.026646765220436488,-0.007794298057431722,0.08655368561007036,0.0049232792641342865,0.10058277823824363,0.010029196590792681,0.02354651549875496,0.15240035325544668,-0.05910363312236661
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.034918251255471475,-0.05821107801618741,0.013167148482571658,-0.022638037924931416,0.049212209790825814,0.003981453189228582,-0.03700060510320612,0.06962165728391616,0.12243171088115364
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04702159571100855,0.03122166340412759,-0.046442728503901645,0.0553525490122158,-0.0006955466489542958,0.03334425706554173,0.0052000232690324255,0.032873007583726375,0.09719724855871503
HALLMARK_FATTY_ACID_METABOLISM,-0.018645784964683842,-0.03843515645326324,0.06006084556275805,-0.0588035682444026,0.06796329318997017,0.039608630099132174,-0.031658496450759015,0.05267540614505649,-0.002938847342374184
