,MGH258,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.015859361825678726,0.02361683921148808,0.031265707863576804,-0.14822502839560464,0.09734691635278103,0.05366162649283704,0.00319663944045311,0.06293622285277273,0.08980403981407992,0.034340400172843136,0.16128754715840926,0.10790888148596009,-0.03452842826918686,0.014028764924737014,-0.004567909023065655,0.08110321547916866,0.059705118963723915
HALLMARK_ALLOGRAFT_REJECTION,0.11525071977521555,0.030686049286740923,0.12090099710700204,-0.01275723344551572,0.06504431160807966,0.041438606352584485,0.1408198452458067,0.043538756927672305,0.025342274459073815,0.03457985636740347,0.10611399977950749,0.047945649639919964,0.061431988742253134,0.07753249809587909,0.07059643295137819,0.06746143565869558,0.07273406545939226
HALLMARK_ANDROGEN_RESPONSE,-0.0017640471179550055,-0.009750148581332012,0.09606056486499448,0.017888637326099965,0.030981853506964724,0.06672351798474119,0.14689400933550453,0.10340229682077547,0.052076797367753565,0.07860389378973627,0.12420846727097232,0.0809842692976152,0.03977802506663687,0.013763063254897172,0.07520190334750931,0.08161373922465175,0.10185653612130141
HALLMARK_ANGIOGENESIS,0.055819122855524754,0.006091485368151756,0.14670811370253423,0.020334148498778824,-0.03981941314178427,0.15380526296451735,0.18367395613691043,0.023745050540829128,0.04130916984813887,-0.01911983796006862,0.04037230525469809,-0.0990594635108653,-0.05042325104818462,-0.05230294039048185,-0.009818495774940612,-0.1076595776097729,0.11507894445174198
HALLMARK_APICAL_JUNCTION,-0.016643716120886016,0.03672142981737417,0.13592071177781814,-0.08530632932283852,0.0392692407934806,0.06021976538421947,0.04299241029637872,0.109146695419187,0.07066181539338243,0.051102294043224396,0.1616338601401221,0.12139705199737234,-0.01858366509603905,0.013840216233107947,0.06968544046082432,0.052049709565702644,-0.0025514327451530727
HALLMARK_APICAL_SURFACE,0.008239234860091071,0.10582355982347194,0.015223675423085536,-0.12094396191222989,0.08141992491919876,-0.07158230570107246,0.019870147110117666,0.1734050996475808,0.022773230524351047,0.07205626280087665,0.09670680455429033,0.040111895685144124,0.01809387712957812,-0.06584516457901586,0.038414731559265204,0.07403969121092391,0.09479742484998308
HALLMARK_APOPTOSIS,0.022570613275209452,-0.012302645276241045,-0.02258737307874898,-0.08376914333172204,0.010049136518103165,0.04256714681921784,0.04507424088608547,-0.06860936779852851,0.138547198504038,-0.03028878546134578,-0.020080862362454193,-0.030233951176535896,-0.0523259897584453,-0.0033328785013406323,0.01908328088162136,0.07609473017365317,0.004307426269872402
HALLMARK_BILE_ACID_METABOLISM,-0.0007318480476965419,0.011889198386025295,0.14178248544196048,0.03258181067039781,0.01354006546111329,0.09030849513896289,0.21856864752508692,0.10610445304561689,0.0010721085410811246,0.05526816832867981,0.09218351700686105,0.09612502066468227,0.03377269431698662,-0.0395724847587242,0.05154390470732335,0.04052671500323415,0.07342075127966033
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.041776151897826866,0.05329957262993861,0.17284732015422194,0.03247295539805249,-0.007442302628177247,0.08585976059496431,0.2586526893102607,0.14551146574651824,0.0461326983137423,0.023008256158401665,0.14152174582403806,0.07451094483816158,0.056977938367550364,-0.012191694463816884,0.06622232356882606,0.0624392714102137,0.1603710559944244
HALLMARK_COAGULATION,0.11418547353126518,-0.0014920431595098948,0.1021587659756515,0.030714304907176675,0.03011005571237824,0.07766739265670958,0.24323102042147207,0.08233161370120541,0.06552085854974266,0.006212847899351879,0.13466915129099102,0.08602246411162295,-0.029932476857457018,0.0014038004476467447,0.10231105146177262,0.07469242062492959,0.22141055796552053
