,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11648911099314495,0.08507012744643438,-0.0036982180799055163,0.18195341539203364,0.0754331308453538,-0.013448020841249029,0.0797985119331735,0.17661054971683773,0.20388223268982172,-0.025769755297071192,0.2408130030257416,0.05263774354068244,0.04824270391288942,0.07158536295718995,0.11758534574423785,0.13216986619468551,0.13751962015947547,0.09098300527542257,0.07677222877304166,0.1470523602193705,0.12197392068416714
HALLMARK_ALLOGRAFT_REJECTION,-0.1266529055283799,0.13850625645389797,0.03695791275833193,0.11102803254428718,0.057677372628119276,0.010422157487812084,0.14142463682255693,0.23150955501485146,0.29591418838909894,0.09860415283677823,0.05744561244318109,0.17311918363758375,0.08942101229116774,0.06108574682760904,0.03814099400305022,0.07896304421191096,0.04174105485715607,0.11228690093166867,0.12598250297794952,0.14645430180316774,0.08241795881902661
HALLMARK_ANDROGEN_RESPONSE,0.016347298992707197,0.10035158049690718,-0.00883092805132309,0.019502469633323208,-0.02180648974700261,-0.018196364820673636,0.13616206832607047,0.3313873267496456,0.13992471283746133,0.009417425267996321,0.06579912866501601,0.15927674675751155,0.09603476469939048,0.021330893675994667,0.09318288715018372,0.08340425994005453,0.08554436183691493,0.10904807817087182,-0.0011704483967660208,0.10080113600578493,0.10958730998237638
HALLMARK_ANGIOGENESIS,0.010863078733724085,0.0244982429138841,0.00732340575886075,0.011495880899852136,-0.15420058677352116,-0.028039517315672276,0.14689644899589213,0.22113354561322376,-0.3720896298838553,0.07769593479475703,-0.31365071327950905,0.09607621015440056,0.0952098759705175,-0.08907997841213644,-0.025929838748926952,-0.06907740949018114,0.02086951027898421,0.08612722507147387,0.012981477417117786,-0.03308176029332609,0.10589374031005347
HALLMARK_APICAL_JUNCTION,0.20802519194328112,0.12077522055684664,-0.013119113417640537,0.16778429377021503,0.11218944904471186,0.021451707492962643,0.15490799845559214,0.20934672517334438,-0.09285614654811844,0.05789542623554315,0.13336476695444605,0.1801372284332199,0.023076142804695002,0.0872355875678134,0.12926466613220483,0.11408339239186749,0.10180830620615905,-0.035594424277832465,0.09469871311370187,0.1623589997683745,0.16507457851270968
HALLMARK_APICAL_SURFACE,-0.04158297094621478,0.08417076846272961,0.003462917400912455,0.08693234549434288,0.048999521220259606,-0.045989761480629575,0.023455902065938262,-0.21112239297585228,0.16635580387891385,-0.12317613182780776,0.009293505360188746,0.0827684702791301,-0.05604514921735807,0.06602862914683788,0.10203560626754364,0.1097710411005392,0.0627884567889345,0.012313286400624195,0.05259302012083247,0.09193815464651003,0.10278358144443633
HALLMARK_APOPTOSIS,0.14480468989662348,0.08427230523734817,0.050291767319833126,0.0692666825417985,0.013910954991352156,0.06707251630231428,0.012569623454151479,0.0775781884802613,-0.2514738559862826,0.06705615768403228,0.2652635396593168,0.021401941766064723,0.057448831262553124,0.03059016636054086,0.049683765026952556,-0.014219036016060888,0.07716402642853729,0.0743970082061036,0.05490586621480729,0.13029974696598837,0.07267671379641906
HALLMARK_BILE_ACID_METABOLISM,0.11274351643446999,0.0046127619309279085,-1.3692877537331258e-05,0.12027151828997701,0.0964007464984107,0.011591549697073001,0.05945450063354673,0.24212691646723442,-0.06368907677547743,0.004307274345645912,0.16029188529765273,0.08159081857909167,-0.021459071606931175,0.08048704318842441,0.10791857345730721,0.15438243243221497,0.04637738487239081,0.03737252042725578,0.07432743270102564,0.145496239701499,0.08197444595665113
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15704404347434425,-0.036732939425303875,0.055721489843497146,0.2365749372727844,0.08302053954973941,0.011811211169782064,0.13333911980493063,0.26281922811530783,-0.36915786789552435,0.045151170896377234,0.20131927078296746,0.10185473541699788,0.013152719572963363,0.04054982868585055,0.12181349174801712,0.1233694267666863,0.07211962584512147,-0.015395203978126335,0.0593520302636195,0.06271879598181249,0.11960141720666241
HALLMARK_COAGULATION,0.3156948874648622,0.19380742019148398,0.016845012074656707,0.25295543163739936,0.11198694412709602,0.06549479485493882,0.16215038107094987,0.2475163923417226,0.13969874475573468,0.12191927573367146,-0.2306477732784153,0.18907983553599778,0.08464875744439271,0.12212349554786583,0.10132798221063906,0.14623173706814963,0.15565371801676403,0.14786370745884225,0.14138884618870995,0.11653013922031079,0.126547009362277
