,MGH258,UKF248,UKF266,UKF269,UKF296,UKF304,ZH1019inf,ZH8812bulk
HALLMARK_ADIPOGENESIS,-0.02597084154188101,0.040944505405533765,-0.002516655043105712,0.004652901928234132,0.03172547488256809,0.028847863242087872,0.07616934424027304,-0.023342181962053975
HALLMARK_ALLOGRAFT_REJECTION,0.04120680300120653,0.04852566776754311,0.08473164169296427,0.01070453870393646,0.01786154439464351,-0.04738744805323242,0.08461331236335,-0.0024224884054680797
HALLMARK_ANDROGEN_RESPONSE,0.01482628802593397,0.043266574434197874,-0.0441981175218329,-0.03438152702812019,-0.006086377404509669,0.02593486041990123,0.08387072190544279,0.020659748912036327
HALLMARK_ANGIOGENESIS,0.03683952010452987,-0.0025725719550263137,0.056308824476892276,0.033674783833756536,-0.04076512674421688,-0.006212442282981551,-0.044366018813260036,-0.033703846452964134
HALLMARK_APICAL_JUNCTION,0.019038286801661086,0.05318627572658785,0.019864369306150223,0.0004036506792516699,0.044808676481570435,0.02829054886326682,0.06486599097247117,-0.02809805958834421
HALLMARK_APICAL_SURFACE,-0.0204467639756134,0.07117919519575647,-0.05457858974067306,0.00510163170284093,0.07349752886433294,0.0875734394829438,0.1271629503171631,-0.006902062895662676
HALLMARK_APOPTOSIS,0.011997850846660293,0.021932697390339567,-0.02537627519482739,0.03455960262579193,0.025897339090807246,-0.04021824731357364,-0.0233265420380131,-0.022247871779954107
HALLMARK_BILE_ACID_METABOLISM,0.02397436236641471,0.039897306476292256,0.022653121128415752,-0.008661311687271916,-0.0015452589790844041,0.020208772531404413,0.09537182826741021,0.003982522433798296
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10963262653076912,0.05647284677312178,0.01845077890643014,-0.010637835190144681,0.012652351805278683,-0.016712447852302525,0.14543910260462417,0.04777908315096518
HALLMARK_COAGULATION,0.06799492331845769,0.05651014841157288,0.04569345068507214,0.010235826611960815,0.030626223564984418,0.010325597837535318,0.09780339746534052,-0.027311525897419826
HALLMARK_COMPLEMENT,0.04057530917796469,0.07657983782821115,0.037230355065413785,0.010453363950918233,0.04720586819744195,-0.06150183444190305,0.09194779129049856,-0.009614326524234681
HALLMARK_DNA_REPAIR,0.08001862671464477,0.10699165397265745,0.043603073032115774,-0.02046874191557017,0.08516486202539121,0.02217277251781188,0.1255937412459088,-0.012119771845492315
HALLMARK_E2F_TARGETS,0.06338323140898765,0.07289209834064514,0.040854243484737734,-0.025872412452004577,0.004987767320028596,0.052663759265653,0.09459118235357805,-0.004112611861628614
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07503733169805776,0.016520464197035983,0.08411298298946035,-0.008596823299399727,0.0034337076311727914,-0.007543587057628695,0.012367161676973647,-0.028609477692468497
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00040220860819623457,-0.016345625728976795,-0.0020908967063924954,0.026034790589781268,-0.0013111071330656526,-0.0029134394458822373,0.02531721617361389,-0.02487136279993646
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08123902011921114,0.11720102507534393,-0.006184957859463367,0.016283796028611713,0.007641447372670522,-0.007543468651202771,0.0448829464693823,-0.013889418220729467
HALLMARK_FATTY_ACID_METABOLISM,0.06518659023870174,0.007476352707008622,-0.01958699638957547,0.004964726657878557,-0.010853526207365533,0.012168808468696588,0.04096999834131837,-0.00904166386394096
HALLMARK_G2M_CHECKPOINT,0.03396453539295083,0.08257115287054674,0.05229023260641222,-0.007152958040918032,0.017042759608452605,-0.026872242158336033,0.07124232678911618,-0.04466362344532105
HALLMARK_GLYCOLYSIS,0.01185811258293054,0.016066430341754964,0.022510355616685258,-0.008510079310492946,0.017269895898423437,0.03984330349868166,0.07274015963106321,-0.005668858927205276
HALLMARK_HEDGEHOG_SIGNALING,0.08251509723678739,0.04702755244872644,-0.037411031859661416,-0.0055592596126088955,0.03412023408127794,0.021588792025152424,0.028526241604505547,-0.0010788225600372031
HALLMARK_HEME_METABOLISM,0.026640486727664617,0.06479792542953432,0.00835749406219925,0.0002982945010544926,-0.0006245794329364344,0.05244638480206,0.09189433565661935,-0.025724574085057367
HALLMARK_HYPOXIA,0.013404774841755533,-0.06267131986502114,0.10662005036186437,-0.024199995803757552,0.077888698055187,0.018043987315036085,-0.0012030579146871672,0.0378406183452609
HALLMARK_IL2_STAT5_SIGNALING,0.06263979615884399,0.05248497548279288,0.0198893028939854,-0.017483879409924193,0.06484522225686774,0.03553341813425494,0.138377989295855,0.032337099267475224
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.014471065891894017,0.03838859046559059,0.03138223978676399,0.038126677196593864,0.002649071266346203,-0.0021690108456935125,0.004689856134625625,-0.037433694682900004
HALLMARK_INFLAMMATORY_RESPONSE,0.023064644125480382,-0.01154255711096356,-0.049203054951500104,-0.0071671228731497935,0.0033654904828068163,0.03165697429272796,0.06648827120714255,0.02028226987470873
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.008449315492316445,0.07866828796775778,0.032030945162082575,0.006934495309588029,0.007921955590345291,0.017394710612080363,-0.034341307505065644,0.005125805829347018
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02747662874770473,0.041904464363201804,0.012883319353521838,0.022627280348155455,0.04594980534762888,-0.04080200086058341,0.018081325440701547,-0.044856903690666264
HALLMARK_KRAS_SIGNALING_DN,-0.005294606645054303,-0.003232017032287764,0.018483325730921478,0.021787913545259337,0.05660162144491203,0.05738452479523977,0.13275807775392956,-0.023020055916890717
HALLMARK_KRAS_SIGNALING_UP,-0.01631269144707223,0.037308659782043924,-0.06405831401881462,0.006415967686989807,0.04246573823566053,0.04674995525645672,0.04809807358890402,-0.020157831202276356
HALLMARK_MITOTIC_SPINDLE,0.029272123202589987,0.05565239653207913,-0.021242461614197603,-0.0108041167390013,0.050956145132357564,0.032097041641878384,0.10661951163626408,-0.016524464755107028
HALLMARK_MTORC1_SIGNALING,0.0547293830827953,0.008643078477201173,0.05943449225401732,0.0028442524701493693,-0.01896430716845249,0.07138937537272812,-0.0021033168611739087,0.015961348671650232
HALLMARK_MYC_TARGETS_V1,0.09732000372986828,0.05633179993228348,0.03798557373865128,-0.03168812035679008,0.05128681420795481,0.04522374329550064,0.12801416792026143,-0.0023503612795042423
HALLMARK_MYC_TARGETS_V2,-0.023650721535801906,0.032355608678573164,0.08481980876183955,0.016178530508077653,0.005392862347876243,0.01493307801911886,0.08834551665528481,0.02299907917808422
HALLMARK_MYOGENESIS,0.060084732527064255,0.049969397212446545,-0.06495896005111608,0.028832263705761554,0.02252198121983656,0.028029285084464492,0.045076826379633325,-0.0091061873756653
HALLMARK_NOTCH_SIGNALING,0.029982629372725805,0.05212339918334646,0.008450816337191509,-0.008438882255549998,0.016190819515262786,-0.04420472279319147,0.08909318354725647,-0.03931874116093125
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.056878118805931764,0.04793619000454131,-0.0026074499898487407,0.011337204324400723,0.04343674293272476,0.05461948066944791,0.13043825418382746,0.009724158340331914
HALLMARK_P53_PATHWAY,0.08722803839986781,0.028140795044253382,0.05575319815519143,-0.0016315967525365122,0.033286318400786545,-0.018375138019939785,0.06556996350840703,-0.04644129237579918
HALLMARK_PANCREAS_BETA_CELLS,0.060951938124245826,0.0699205208704259,-0.03467322336574011,-0.007537444032290866,0.06923489687190523,0.021297317340135572,0.08495544835568238,0.008741223788413476
HALLMARK_PEROXISOME,0.027651355741665835,0.11068449720628251,0.016909724201116454,0.013703176042810595,0.040319116630581915,0.07416173356212136,0.06837079522571815,0.08452313167171664
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.004850982747732597,0.05517628329953867,-0.02357153998517956,0.014230731800237853,0.01796545358287508,0.030223139078397285,0.06419073268419576,-0.0443717832059421
HALLMARK_PROTEIN_SECRETION,0.02814791715169945,0.05628829214909245,0.027494757824938126,-0.00025980433623393044,0.061466809026639556,0.047101888755910704,0.11570603669886752,0.0010341245240522957
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.060840134570104884,0.0236570098708934,-0.003381817930299378,-0.005366365763322166,0.045221895430140456,-0.006226372305631456,0.059623729101859126,0.07186570348016469
HALLMARK_SPERMATOGENESIS,0.032742611319365914,0.0385499201336719,-0.023880293894182295,0.005629813511300288,0.024183300938356824,0.04365626422830935,0.07178373951781578,0.07542513178869448
