,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.006914012644808831,0.053885619565553024,0.02599816386344984,0.010981402782806918,-0.003402751764480465,-0.017834209440991834,0.0446201478186453,0.07252042849941333,0.025647327166073514,0.06644773554090908,0.13884840670268123,0.07803182816316936,0.06922669964635948,0.029900189667233422,0.14638632660213718,0.0066327367351774295,-0.0028319407990628886,0.03171768259559158,0.16402777487588477,-0.019070718405739283
HALLMARK_ALLOGRAFT_REJECTION,-0.08221553835843455,0.02514380232901006,0.032633667285111044,0.03855586325246628,-0.03975015979282939,0.050288581570918686,0.007692257337755461,0.0926590251634984,-0.04526844845511313,0.07515809118914618,0.09095899930955316,-0.006927648224216478,-0.023228640165368093,0.0650320694929516,0.055221494055611636,-0.01592537193241622,0.026340023745345918,0.005504933347743579,-0.01110847898338062,-0.03493553766140814
HALLMARK_ANDROGEN_RESPONSE,-0.017232839033291633,0.03765953421781865,0.014000669410058016,0.09234265292835753,-0.02460111121580742,0.07570352668699451,0.034322022977558375,0.11999003480216099,-0.05473267815355715,0.07269085407780508,0.13556316795867343,0.07887621481717863,0.02980338561364837,0.027091169331063168,0.12726268961851014,0.010157950006318172,-0.010977586134407904,0.04156792075378367,0.22835501401638109,0.0005680161452317348
HALLMARK_ANGIOGENESIS,-0.07751225939300545,-0.10875224119340252,0.020845568785881525,-0.025870670504348933,0.06148680633228183,-0.05431320852208962,-0.002533147566432742,0.07424285101029607,-0.022721703587687995,0.006903873044235673,0.07191274885640915,0.03850893090666385,0.002486150656586316,0.04411639742081366,-0.0542295964423104,-0.07428809535125692,0.016446946566594473,0.07141471910794994,0.1650090031608344,0.005400538977620055
HALLMARK_APICAL_JUNCTION,0.016935733412978302,0.060404232090642496,0.01569452524815935,0.02568633383984465,-0.030241701194675497,-0.017231135663601158,0.03658721666661266,0.08564770560848255,-0.07236618735711996,0.12771212423791,0.13417317591643613,0.10613656246424835,0.061157680694093754,0.00872821813655437,0.13125855042168472,0.019870921127486462,0.016485299613714383,0.07171454396364184,0.20830729222600775,0.029212792594733274
HALLMARK_APICAL_SURFACE,0.017761616261635586,0.05199780483284492,0.02481538095979518,-0.1090567387997329,-0.0026827883120346145,-0.07315349756740516,-0.06828026234613598,-0.03969438904550983,0.05763960492481026,0.1378294329399505,0.042498034231885584,0.07203635002794435,0.16572462984846342,-0.02073412065028082,0.17590837233377446,0.04760824976628451,0.011212892218411563,0.06383123970085924,0.21980284637434314,0.04661219211961413
HALLMARK_APOPTOSIS,0.003950445557721106,-0.024655080400487948,-0.004999462190585775,0.04318351534158686,-0.027799167358191483,0.043357209852102646,-0.03926165375565616,0.03848866961829569,-0.037381695951178524,-0.042981850017556965,-0.049373054068219166,-0.025568257615295784,-0.025510321663275843,0.04448086808680063,-0.05563803536884166,-0.05487701289173683,-0.001000035889462851,-0.0017930112139844104,0.0539172310085107,0.020576900574848907
HALLMARK_BILE_ACID_METABOLISM,0.049196253891209255,0.01696646174890901,0.017347603674006583,0.025103730550253296,-0.04031182612712358,-0.00046543849820436783,0.0035951757563388587,0.10967819313730649,-0.052412532978759294,-0.0332618461885064,0.04550081648266544,0.06817895152505919,0.1265639397317416,0.004888657850512694,0.13281596519862868,0.09146109007015149,0.04427244907592112,0.005743554797648259,0.09756337523632522,-0.03217496620121771
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.053598625633892776,-0.013906265503374116,0.02660701794012934,0.009648293990413044,-0.011713434909164948,0.02068900495750255,-0.030205857645040413,0.09282030895176628,0.0002265921020211149,0.06990706751360448,0.06631945870094662,0.10403967361442966,0.08144013778355104,0.038925598601140095,0.14943740190096147,0.042216360800160134,0.005203442614355005,0.04325039235686,0.09723455342804393,0.046406610449282897
HALLMARK_COAGULATION,-0.049136760646714586,-0.05901031574396046,0.01879074491086146,-0.014850823318517073,-0.035350053519992125,0.046219561643722755,0.031233883905267355,0.1287243356946211,-0.06647974286348916,0.1022619293595605,0.0971382275793875,0.06489273675066916,0.006229735626100821,0.019421888054901734,0.08518281606407388,-0.024043959168952744,-0.036398494757308844,0.040197515181251975,0.10906208450079291,0.023546437654381813
