,MGH258,UKF255,UKF259,UKF260,UKF296,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.008361404301757162,0.08211594745008505,0.04502251143885047,0.009191044056776732,0.03922461421824212,0.06274185557208416
HALLMARK_ALLOGRAFT_REJECTION,-0.020501309214960295,0.06571902158813717,0.01177002458718942,-0.019711635028934128,-0.017282244235320494,-0.039667397704606346
HALLMARK_ANDROGEN_RESPONSE,-0.005919470230849473,0.06424893438034122,-0.010854500261120819,0.007008690761478544,-0.008928313979787817,0.03333391235323272
HALLMARK_ANGIOGENESIS,0.0257716700024439,-0.0030667729262939167,-0.06402769307379483,-0.03305936966814,0.0024642870154498136,-0.0029583508725106304
HALLMARK_APICAL_JUNCTION,-0.019599169887348424,0.038865571101424363,-0.007265897083776614,0.07652884639312986,0.08786282702345023,0.07526792859499282
HALLMARK_APICAL_SURFACE,-0.01996663233028494,0.0033369565747887685,0.00408389106544764,0.02997155708034864,-0.02813159626536831,0.039975271327102734
HALLMARK_APOPTOSIS,-0.026389541188495444,0.13883910919374096,0.021075413735743648,0.10207751923478188,0.05727853673462482,0.03889183071965639
HALLMARK_BILE_ACID_METABOLISM,-0.02951602396710146,0.029607845871536097,0.04594784572874103,0.011247307198402091,-0.009484545843949482,0.07580993620700217
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01729604857825357,0.058460820308503476,0.054537013727183836,0.01387836233667035,-0.03339535337702633,0.042992502375255766
HALLMARK_COAGULATION,0.05132546213663114,0.0382125588350111,0.01724525546476395,0.09717419531073984,-0.019384999530648248,0.007783546174508341
HALLMARK_COMPLEMENT,0.02595719652605666,0.09331195926728533,-0.002786920252474993,0.0500169576230792,0.03771111085954917,-0.004866366261357019
HALLMARK_DNA_REPAIR,-0.005018874863081874,0.06309613285953676,-0.01501638009930713,0.008660380375363978,0.020518093957064224,0.06939231935614569
HALLMARK_E2F_TARGETS,-0.041283547309492144,0.015451434578188778,0.027997070581719827,-0.008755688660220518,0.007740224022220792,0.09677190424082463
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.015524300797888193,0.11269773030472964,-0.05914120462016381,0.10480237972833388,0.03673909696058913,0.06065316885887829
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0033940905162653657,0.034140703409587324,-0.006320077252464032,0.03493168406566696,-0.0006668658111124154,0.08949755528407702
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01085586891341296,0.039434771228583,0.00045316493320020216,0.08796065768789865,0.03839158981329179,0.008993890109845422
HALLMARK_FATTY_ACID_METABOLISM,0.006486139399739844,0.037162787973885614,-0.07358488594863986,0.038535590434215984,0.061579720359256004,0.06188340385718852
HALLMARK_G2M_CHECKPOINT,-0.07493566016918134,-0.012296264537194809,0.015545967689121452,0.05038374560620429,-0.029608405839031314,0.059894696186868275
HALLMARK_GLYCOLYSIS,-0.006073435342761899,-0.03482045799974396,-0.02172409160940186,-0.017220823730658776,0.05501694980420756,0.05474056152197995
HALLMARK_HEDGEHOG_SIGNALING,0.02005456622932261,0.006593477464340358,-0.01923509148768991,-0.01801825801097629,0.010428848886354952,0.040821815120704555
HALLMARK_HEME_METABOLISM,0.017266964683512652,0.03815803061748905,-0.012578358376386682,0.05144388549873683,0.017709553047400583,0.06190621465086351
HALLMARK_HYPOXIA,-0.004167255337816267,0.0035196856879702925,-0.041259305364938235,0.037273771306806786,-0.03619111725527414,0.04450445428005803
HALLMARK_IL2_STAT5_SIGNALING,-0.008443341891632199,0.06557885330062123,-0.01812829973433811,-0.005192824383604903,0.019994922496154217,0.07328595941717109
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.01684352471971059,0.06666811823805048,-0.008775297920023616,0.07309525565014413,0.010304128662566284,0.05570869078973234
