,ZH1019inf,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.07607019336883755,-0.04320116294012387,-0.07030379168217328,0.10322532749005262,0.14586940273113475
HALLMARK_ALLOGRAFT_REJECTION,0.13917115643145744,-0.003117913994358761,-0.05526388109435365,0.016998873981186713,0.051096964136478615
HALLMARK_ANDROGEN_RESPONSE,0.06690499672865051,-0.021508674613142778,0.0070756278650742355,0.09216299135572928,0.07888075866723777
HALLMARK_ANGIOGENESIS,0.029267497545354217,0.06894555968628788,0.0245749354445111,0.002292379599333962,-0.11042312688710278
HALLMARK_APICAL_JUNCTION,0.05199790599631641,0.0004046140942478548,-0.11746200257556931,0.13997101419208619,0.1926462636754468
HALLMARK_APICAL_SURFACE,0.05229102094091651,0.04759974320743498,-0.09854405758714976,0.11940999430019296,0.15324030901838367
HALLMARK_APOPTOSIS,0.029406973969158267,-0.02308059159284288,-0.037889764854647165,0.03920749433767686,0.10373612165421775
HALLMARK_BILE_ACID_METABOLISM,0.12350875385955015,-0.033649681981675554,-0.05432293890116128,0.06394609079179808,0.04536111186637098
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09628672170202875,-0.05398985953627819,0.013639441718341803,0.1638553093816128,0.07843404108296723
HALLMARK_COAGULATION,0.0640285264647501,-0.05055882171737442,-0.12366899892777534,0.07386139679528042,0.04142360167568401
HALLMARK_COMPLEMENT,0.14249792742885772,0.015556893053661378,-0.052547040334518375,0.1181543947102567,0.09269944561649994
HALLMARK_DNA_REPAIR,0.1257507217150748,-0.03217189016947191,-0.07933016692111129,0.1265565771515468,0.17231177827063632
HALLMARK_E2F_TARGETS,0.07535980909600751,0.03828196113750822,-0.06279398436480067,0.13439928104734278,0.10369405229928327
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0831103606115196,0.004852415089441932,-0.05126610217419264,0.0800238661480175,0.11610844301386145
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07462050716989096,-0.02356173740200746,-0.04047888062140539,0.066310121079218,0.12693161613033271
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08300039530030459,0.01486580298306813,-0.07636337644789348,0.11104272446378922,0.051638044833591884
HALLMARK_FATTY_ACID_METABOLISM,0.07255060204896338,0.017127600818662946,-0.10906307001762576,0.07746697952401557,0.014581368823951443
HALLMARK_G2M_CHECKPOINT,0.05524442511076202,-0.00024234127480664622,0.025902580488683134,0.15251137793873198,0.13034771956752134
HALLMARK_GLYCOLYSIS,0.055825624083602185,-0.020833155879473302,-0.05680560381053806,0.13045289320910008,0.11196574549769216
HALLMARK_HEDGEHOG_SIGNALING,0.09944664970915185,0.02298799347581753,-0.007377848878197325,0.1447374961696473,0.17924505743171146
HALLMARK_HEME_METABOLISM,0.09732425041537394,-0.025087370037813993,-0.049871064089103447,0.09608319009025329,0.0929848028447819
HALLMARK_HYPOXIA,0.05186935461876333,-0.051431146846556496,-0.05862630100312693,0.04856004417193971,0.132820900591831
HALLMARK_IL2_STAT5_SIGNALING,0.10816015638156268,-0.004593979945237677,-0.014905562817323765,0.15014996363879288,0.07052068391521206
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07265681777640337,0.008243190440571159,0.007129684481729944,0.1432863618120669,0.03966589262102037
HALLMARK_INFLAMMATORY_RESPONSE,0.10501390491382041,-0.02890014235322189,0.03008353613149564,0.0703647754587573,0.10129841420547503
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.011573993998277412,-0.01024292941176455,-0.044837817393930654,0.05146250951795236,-0.012411347962491721
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.13329403454460398,-0.004260337401835745,-0.03772765914780274,0.07916860564372702,0.13800264124828118
HALLMARK_KRAS_SIGNALING_DN,0.10875903774407572,-0.0385833603535539,-0.022936046587956126,0.0466003387306747,0.17156174933086554
HALLMARK_KRAS_SIGNALING_UP,0.0906258078292531,0.0013642446554605664,-0.04765405326765033,0.06648553572781203,0.15919737503490103
HALLMARK_MITOTIC_SPINDLE,0.09173804497615892,-0.0071304447848623675,-0.05657645784995133,0.11881302834852354,0.14415415046257188
HALLMARK_MTORC1_SIGNALING,0.011458390823688444,-0.007839511542115029,-0.02189173240727193,0.09452170862439052,0.13293460691436618
HALLMARK_MYC_TARGETS_V1,0.13567079858806957,-0.002121846766337655,-0.085915409922621,0.14170752368777365,0.2032552913019079
HALLMARK_MYC_TARGETS_V2,0.10870953784316081,0.02138133887732785,-0.024829760035218865,0.0844472711325808,-0.045667352579469946
HALLMARK_MYOGENESIS,0.004494941683568764,-0.037147520247397536,-0.0512832444237343,0.09914596803829084,0.18231521318602686
HALLMARK_NOTCH_SIGNALING,0.07648601951194545,-0.03047896604813627,-0.09275916574439373,0.14402588247410614,0.15063466433336611
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.16094242674785306,-0.05066616257477241,-0.07314722423991789,0.12283648219479727,0.2051071933776827
HALLMARK_P53_PATHWAY,0.09114507123124825,-0.02941625467525095,-0.03628930841911015,0.10867807372631674,0.10245631366794053
HALLMARK_PANCREAS_BETA_CELLS,0.11383040375064164,-0.009918688528993283,-0.06782906448423065,0.14441495514337943,0.17166251923226292
HALLMARK_PEROXISOME,0.04422859307421779,-0.0004823386742863376,-0.01774962077051471,0.1193759080763188,0.10938500980180471
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07260343341459925,-0.022426311613391644,0.007302988508745807,0.13514997113891553,0.12069484371083679
HALLMARK_PROTEIN_SECRETION,0.15443970434216162,-0.029279991416531936,-0.1434534800870549,0.14452204854249948,0.14008529165697267
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.1056612206480461,-0.06877920143460128,-0.04174812335235877,0.07534208556703612,0.009187372585619339
HALLMARK_SPERMATOGENESIS,0.07955673979573039,-0.0166867652180371,-0.07659745608366791,0.13305191197885727,0.12940354981527774
HALLMARK_TGF_BETA_SIGNALING,0.13621135908639842,0.044400327226818845,-0.05123642528942328,0.1279988498349286,0.004756227841378399
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.07549499642757969,-0.026616695062040154,0.005615035508585299,0.011843627566498401,-0.08480816257568254
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0893774931618213,-0.018915234768360635,-0.06986623937067292,0.1297364700292112,0.13301894406458858
HALLMARK_UV_RESPONSE_DN,0.08385583990946693,-0.028440665619136357,-0.035609626509936466,0.057404069423057244,0.13879877449684022
HALLMARK_UV_RESPONSE_UP,0.049231414531342436,0.005138771386885308,-0.05177791084073908,0.08271972162651792,0.1505902987400558
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.10828994862856647,-0.04491923271054473,-0.0006242729416810353,0.032270232999568285,0.02675218817896288
HALLMARK_XENOBIOTIC_METABOLISM,0.0723960328760793,-0.023585077403833272,-0.024965588442797053,0.0923598427529283,0.18356620952288918
