,UKF296,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.003899427963011546,0.030264396660698797,0.18476008169989988,0.032414216171945336
HALLMARK_ALLOGRAFT_REJECTION,0.030941976313699847,0.043556036174700295,0.10805410886312038,0.03700816144375725
HALLMARK_ANDROGEN_RESPONSE,0.021909034902713467,0.03493032687389451,0.07527611789843759,0.09163419008338874
HALLMARK_ANGIOGENESIS,-0.0044496096857989925,0.06148299147324491,-0.09531506072097062,0.10535942865283252
HALLMARK_APICAL_JUNCTION,-0.011480229553819015,0.08717424415351496,0.16091742030866443,0.0565567247722207
HALLMARK_APICAL_SURFACE,0.030594323385514682,0.02648671433935155,0.11933605885405449,0.09100608358129351
HALLMARK_APOPTOSIS,0.007120509487068098,-0.03394183586722816,0.07374831578663583,-0.020912519325722023
HALLMARK_BILE_ACID_METABOLISM,-0.03336077014742283,0.06650156245339216,0.1237207918444344,-0.00022203380581880343
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.010524733892222892,0.04496496409004811,0.1627762698070073,0.07810187637272276
HALLMARK_COAGULATION,-0.01281476121857656,-0.04205292027680274,0.1170926433719244,0.00447828217654537
HALLMARK_COMPLEMENT,0.06382833495738528,0.02337897905429067,0.13156791604286774,0.03518286764685536
HALLMARK_DNA_REPAIR,0.014936768609493303,0.06672846319725047,0.1796951666496897,0.07666862888901482
HALLMARK_E2F_TARGETS,0.004790944646856044,0.06635122578948639,0.13479097778604765,0.062691780940481
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.011524925157908242,0.013046453337677065,0.04862538693260221,0.04825979680542851
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.014441668431968698,0.05259010679662023,0.1430014929058473,0.03036869235556633
HALLMARK_ESTROGEN_RESPONSE_LATE,0.008821835410777815,-0.009073424980474098,0.08470375851968624,0.011943825199387883
HALLMARK_FATTY_ACID_METABOLISM,0.0036838648416535414,0.045339595390223655,0.0578473694893883,0.016233730868528817
HALLMARK_G2M_CHECKPOINT,-0.012045611547394261,0.053229602119262094,0.12309319716728963,0.08147056151361766
HALLMARK_GLYCOLYSIS,-0.004233042178287191,0.05963100659563245,0.14033414291033275,0.10788382136615059
HALLMARK_HEDGEHOG_SIGNALING,-0.004796468350456676,0.07966124809821294,0.07121550737793157,0.01683246500554985
HALLMARK_HEME_METABOLISM,-0.002423293819888203,0.05164002986915804,0.15752237800375646,0.015959485099785158
HALLMARK_HYPOXIA,-0.016367601154873124,-0.027939707346110582,0.0037543532128060633,0.046301602338915636
HALLMARK_IL2_STAT5_SIGNALING,-0.0061188431605460015,0.016438103638446114,0.09588438553182003,0.07951231938098449
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001969662603403094,0.09423746525068567,0.15731648194867884,0.10799585932753156
HALLMARK_INFLAMMATORY_RESPONSE,0.00760749725023584,-0.014006483888953586,0.07121667536264263,0.05049145682155811
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.004350878106635481,0.0119480376732117,0.16645910500927716,0.02144403670689809
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0018062989853653616,-0.014576719968522299,0.12201822529094017,0.07996875258772379
HALLMARK_KRAS_SIGNALING_DN,0.03431430326368915,0.0031679224995684106,0.11143376232871623,0.009251261396183971
HALLMARK_KRAS_SIGNALING_UP,0.04973838742764725,0.07671034874127428,0.13794076160860425,-0.026163511960877538
HALLMARK_MITOTIC_SPINDLE,0.01082612538250751,0.08130434424987043,0.16203927877711904,0.04922932569222159
HALLMARK_MTORC1_SIGNALING,-0.02495584072050237,0.04130948073977382,0.060178118984009245,0.08863775727204964
HALLMARK_MYC_TARGETS_V1,-0.011316022923804497,0.10688577096832998,0.09682821969738759,0.10413596227328449
