,UKF248,UKF251,UKF260,UKF266,UKF296,UKF304,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02939509254431609,-0.01748675826781472,-0.005799470132100187,0.025972635786889048,0.015313120779537748,0.027714144704425712,0.04905668576652472,0.15298717921980529,0.04812401475744905,0.030671225471297484,0.07754138022407328,0.02577480910237258,0.0830251645044869,-0.006628274380766995
HALLMARK_ALLOGRAFT_REJECTION,0.14000584064264335,0.053958479712246814,-0.010004989820046994,-0.006167602145942524,0.007695716144661272,0.04170193195530453,0.09351669754973566,0.22254375256896658,0.017205589607237445,0.058023930321604106,0.03952601800324928,0.002387213283418229,0.19671004739601217,0.08750144311309563
HALLMARK_ANDROGEN_RESPONSE,0.04361439144824345,0.003748629838791046,0.04474275361123428,0.02307735214652624,0.024649990623926508,0.01672162329625974,0.030812480488660737,0.15858737436767698,0.06737564783831668,0.019733644795165158,0.0681058670779187,-0.031298346218054274,0.20426464023303761,0.06703031905913664
HALLMARK_ANGIOGENESIS,0.038651193932473536,-0.05002506976599123,-0.03317973860346454,-0.014708546528937168,-0.04068179003536266,0.023954710006463167,-0.005079135981890057,0.14697728830462686,0.02811813350565762,-0.034415744665502054,0.036441776970510306,0.015725270044887604,0.26100974126436316,0.07845796183933289
HALLMARK_APICAL_JUNCTION,0.13519574342971394,-0.006496821697090052,-0.023501459105493533,0.024981758301895363,0.08791665213514864,-0.016873765318443795,0.06785953143675418,0.21392858529359435,0.020966196251418823,0.0228981685616129,0.014700820010563125,-0.010027530501725628,0.29353359575468796,0.0434767747224746
HALLMARK_APICAL_SURFACE,0.030910205301800713,0.039376938459203176,-0.004073615768080831,0.026168173031826926,0.0012483387210883619,-0.019338568176000076,0.05747709490681924,0.09972954567746481,0.05469974969645155,0.03309173665335894,0.007113078344612449,0.02165844184062578,0.2902864179936618,-0.01653814452918016
HALLMARK_APOPTOSIS,0.05897554044404236,-0.004432278740090491,-0.0052002660042553064,0.03103928248813578,0.026597078458504647,-0.011296079071247729,-0.042099591370356036,-0.05816010287005363,0.005262433151138683,-0.010252581691841912,0.0358043821954263,0.012470968494944279,0.05438716468301936,0.023546601885312324
HALLMARK_BILE_ACID_METABOLISM,0.025064725678338427,-0.011669736069182535,-0.009617338995693418,0.06906540251080726,0.0013242319064012908,-0.04561044348135424,0.019707717577051274,0.06331502508702465,0.01276958047191067,0.01850325925570449,0.04020445635370199,0.01597336332082457,-0.050970599629000225,-0.02679741937387309
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.12721459823139278,-0.00619973792045276,-0.0589191106519289,-0.0042849568047377195,0.0036412899692276064,0.019711525611517646,0.062416497869558475,0.07048954267217168,0.03938730173384695,-0.005977567224734281,0.018241173465266478,-0.010711312960337503,-0.08446811726454498,-0.024020745773275134
HALLMARK_COAGULATION,0.1664695184274054,0.025840684950832835,0.02503899141142243,0.007957292526981345,-0.005979760847227909,0.010613415593586853,0.01839038556455012,0.20297891376917188,0.047007842300235594,0.03301395560475672,0.044078052050603105,-0.03423594778971732,0.2567343072589814,0.0287988674130556
HALLMARK_COMPLEMENT,0.018509057417724666,0.014380851523068668,0.022864926905470522,0.01229618624331838,0.07642542214293313,0.010275140053419415,0.05336674454248907,0.16324304403060666,0.05055659594315882,0.018909572883615874,0.07708178227107798,0.03873033205197091,-0.03126691525438392,0.023476050365706623
HALLMARK_DNA_REPAIR,-0.010755471429512126,-0.00250269293033622,0.0392560329116231,0.040174173199034796,0.021125956594451028,0.048721343377822,0.060573177830086096,0.13675130581411463,0.04205134394419622,0.015023681865686133,0.044898458048517415,-0.002697164203791329,0.05359190220790861,0.013727220252297919
HALLMARK_E2F_TARGETS,0.008844050920476122,-0.028982455499723243,-0.0082695834159328,-0.010342867587392881,0.04359395084462614,-0.006883710804619818,0.03937115376811966,0.031820231766005964,0.03389956091451626,0.035466099808373626,-0.014682080359841088,-0.003798411644786105,0.016657339266043434,-0.0019459670045857403
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.16481229448355883,0.03511399068518142,-0.020973906052387564,0.0008917302704485763,0.018858760694104106,0.024194033525018546,0.005656152481237484,0.20546186545009487,0.04484959993738774,0.013716061652119731,0.07945317315082415,-0.06062793818236188,0.3845552756925787,0.07581060106019681
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03310902963468947,0.07588313020421607,0.09341604138996212,-0.0008886724001958888,-0.02319973604215566,-0.05271570732488628,-0.025233430261646938,0.10251513562074033,0.0855357339927243,0.034696058836417756,0.03833334339542826,0.0168310168578205,0.04670061644774924,0.03896922827063429
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00017319960069648723,-0.046146916457107515,-0.08127987174397233,0.028973475014310718,0.010607999479064325,-0.017172885983760943,0.044941813715464206,0.031639869627622025,0.02515745916466129,0.023409013252389532,0.10339649821116007,-0.027740912563349505,-0.11018040217617722,-0.04521841856556802
HALLMARK_FATTY_ACID_METABOLISM,-0.05376550711788035,-0.018144400949973688,0.06655043812820889,0.0008425143990945217,-0.02475988762953856,-0.04212151047579834,-0.04173213546976684,0.1019541276587291,0.024770031737764216,-0.017135735435786947,0.03721279380430513,-0.004002295975517096,-0.04267457295765404,-0.04364014843332932
HALLMARK_G2M_CHECKPOINT,-0.03028373543117573,0.013825970683557176,0.037942045811634385,-0.02357070957742221,-0.03920491160710318,0.0029124044034656016,0.0488387895062613,0.036082409259631576,0.04847070091218204,0.05799851531672397,-0.00845324302430917,-0.021228071682916485,0.026877486932409978,0.04830376062918
