,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0853330347039299,0.061598083747951254,0.05071292669885755,0.032409559017776014,0.3049291728753473,0.12048659604360665,0.04813662179820031,-0.12460442975367125,0.0625599136980552,-0.059092587654704966,0.036164680730833045,-0.042912555857483416,0.024088080035190987,0.08649357542289497,0.09067327975446265,-0.0507054845497854,0.11373028363407686,-0.012730783784145978,0.10460287652297764
HALLMARK_ALLOGRAFT_REJECTION,0.04656864693958159,0.11940419442165276,-0.0723383289743289,-0.03613917062064035,0.1485343127383259,0.10033486603567432,0.1474798007951169,-0.06437201271988592,0.0829095034002999,0.08459819062451325,0.08184337763281763,0.030079917897130666,0.04522148114771179,0.0022733341730514596,0.07915349131054414,-0.024427081079712327,-0.0029829733410479836,0.04376399335603552,0.07224501213252053
HALLMARK_ANDROGEN_RESPONSE,-0.0019539146833643284,0.0038234543804609713,-0.006398059244348732,0.019188309068947116,0.0900795344847056,0.151781852758322,0.20980080918873378,0.03724733353700456,0.08015385336808195,0.09551996470053069,0.09894390265835112,-0.026074602365744853,0.10076111388047357,0.08343367251118022,0.07952137744440137,0.009055716016709582,0.005376617160832492,0.04446541135262272,0.13279761406805948
HALLMARK_ANGIOGENESIS,0.10397610655497005,-0.14861338397824214,0.01731074096195696,0.042351114143985895,0.19493017910281157,-0.14351047634511133,0.30298549874531966,-0.0955513958281726,-0.05948913712305081,0.12218357008461422,0.05438270331756117,-0.06443021132151637,-0.07160810345382751,-0.07447663360180228,-0.03805657799731056,-0.20914008918792235,-0.12890238587498193,0.035992465244606704,0.005419011790528782
HALLMARK_APICAL_JUNCTION,-0.08053270465094808,0.0166187815147909,0.0228757535659853,0.007455869252749226,0.36580280415188904,0.04001283250460178,0.25799088558385136,-0.11418080771410606,-0.013611000443498531,-0.0615872869765628,0.12460887827126728,-0.06831693093944274,0.03099466856462763,0.0830735499265649,0.099291978226382,-0.03644824387500007,-0.00041358630847344754,0.07715038274978132,0.14191985102841148
HALLMARK_APICAL_SURFACE,-0.09684263787455584,0.11568506086753932,0.009644594134779942,-0.03546191779829231,0.25020696203669485,0.07132525352209221,-0.051766390301087865,-0.0927476413111114,0.13910886346976445,0.05287882767730437,0.03995674609307583,0.036202989056743476,0.1192826161022609,0.13749055645631023,0.10929216944176447,-0.012529941874544252,0.0010283710002533739,2.8480648666878026e-05,0.05323322151978205
HALLMARK_APOPTOSIS,-0.011067404500047538,0.04457992572579866,-0.027297140338649856,0.03890824535314413,-0.13073778239056097,-0.057112658831244896,-0.0650686062207879,-0.09613141603891047,0.09322435472325827,-0.014547377443045868,-0.05512279037824274,-0.07171825331017145,-0.06397859909227326,-0.10989601262653845,-0.03810433632066479,-0.045462599249854234,0.01892015154888812,-0.05307462895541214,0.020624620685016543
HALLMARK_BILE_ACID_METABOLISM,-0.11443498339365993,-0.020193961813228703,0.057259168150470934,0.0030905561369566977,0.28431595794395703,0.036637621265028855,0.2317813229513554,-0.012881156082530541,0.007015382907804329,0.06747480538358848,0.06933304594427511,0.03418408333488333,0.11056045891875727,0.06899378909476125,0.06511327383067851,0.031818889481488456,0.04236586903971493,0.1247844523695744,0.1562508539666543
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.10364804436213122,-0.027888846672810996,0.10489053120893777,-0.0143400545311223,0.2600599726800439,0.05987599512860223,0.24958847886442095,0.06968393200621269,-0.054381444627103113,0.1256900114817292,0.14938131197972776,-0.049744525380997176,0.15260712126561074,0.08090043866509092,0.14853743362826533,0.01237962196143961,0.1264848855446078,0.044090371112849434,0.11270670707999257
HALLMARK_COAGULATION,0.1350783690406406,-0.010340156079601155,-0.03863529899625992,0.022971326628264618,0.1342127007023162,0.04449409750956736,0.1732654655256186,-0.030570349270827562,0.0040173902888760915,0.08388845098273764,0.14310926331995297,-0.06925382013026893,0.013711894712782126,0.032100540393936894,0.10395145704368838,-0.13191930497048543,0.12068732457570609,0.10389842094264805,0.1172866681982323
HALLMARK_COMPLEMENT,0.0782201274969687,0.0583280963321992,0.01568207610496013,-0.0024496840483756986,0.22862994309535822,0.14260329308140457,0.07485342103088376,-0.14593778749238143,0.035598472632108094,0.08659233714749903,0.01949741212771304,-0.03593335217181304,-0.0031454552145221176,0.026088713331782493,0.06105688821366028,-0.12708262558953543,0.10558815344851637,0.04217687957045098,0.04015967244775564
