,MGH258,UKF243,UKF255,UKF259,UKF266,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.10231105382559372,0.1248396832744068,0.2776007206997494,0.024615893097267926,0.07108070593692403,-0.02036679590518807,0.03225493874349228,0.0929198261858519,0.0831473113701037,0.0559831538080286,0.020191885971225596,0.042718375301320895
HALLMARK_ALLOGRAFT_REJECTION,-0.04308815952487795,-0.09591778688993763,0.11232795686254483,-0.01925493041578758,0.11623278538662056,-0.08338746862647703,0.016496709492287195,0.1234678851908649,-0.017283451115175794,0.081294161335193,0.0887341230934914,0.07973433442425726
HALLMARK_ANDROGEN_RESPONSE,0.07639550920605655,0.08751503342255627,0.1727766129893325,0.03288684043081449,0.13067405085296668,0.02690531755513201,0.05275419968252478,0.13866795183175806,0.06826893840743309,0.039172689400533735,0.09902938846996974,0.05482354649776921
HALLMARK_ANGIOGENESIS,-0.03056798660032734,0.035173128274880165,0.13703878150942045,0.07199388828011066,0.17577895062909632,0.16079356054939065,0.014731782658302713,0.14334591736525726,-0.10141257866360803,-0.04035852910401683,-0.05098884808581193,-0.010747891265877097
HALLMARK_APICAL_JUNCTION,0.10047002228400453,0.09838317828120578,0.26862872826612805,0.0005889395018038603,0.17506847541616846,0.18264037634653643,0.023287795954569847,0.11015735823575168,0.08872725890744373,-0.001061558264867638,0.03243471984592718,0.03761800619600156
HALLMARK_APICAL_SURFACE,0.0990312517035375,0.0394023910683974,0.19628946824733712,0.013156338163852806,0.010705370469830321,-0.05764475418228767,0.030651976709143484,0.02296491832242655,0.07986004321871526,0.02868994565805686,0.016450065549937283,-0.037135189569819586
HALLMARK_APOPTOSIS,0.05961519562025494,-0.013247786340239619,-0.0189646822396708,0.02139104734970686,-0.057289322758529285,0.1455743417675608,0.03691013439237518,0.11225814089890776,-0.0421196388100362,-0.0016493259917956912,0.08021440233565347,0.04358995787008074
HALLMARK_BILE_ACID_METABOLISM,0.12951043465552975,0.16399116720047585,0.18332400094690574,-0.03409400652366695,0.09505591985807554,0.08406969727539079,-0.030879300247498,0.05404915243507289,0.12122095437539594,0.005121362040847237,0.0306485728995991,-0.004844997226469207
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07429359925257392,0.08685024553923483,0.19347523354547855,-0.013508902415878293,0.14268164308573125,0.16824273171578474,0.0317490257953982,0.11507789772143943,0.07922551548281913,-0.01941068520349748,0.06504785989443873,0.06026989728687431
HALLMARK_COAGULATION,-0.03860429390013734,0.04620038922389653,0.16399124703534,-0.012250158414410094,0.04103386051756272,0.07833630194119517,-0.0024967542993856295,0.09208586462878252,0.08874404316627767,0.024381282445501844,0.027152326082714832,-0.052030779998984346
