,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.12545582447639703,0.026816343710799172,0.031475023888925535,0.05078931824678605,0.0838395956808274,-0.09121967257747036,0.04286212831498955,0.06800407248539223,0.1338102028992798,0.089358039971762,0.050536374607458176,0.26940459214135826,0.1579063361549474,0.06025898661578295,0.09446538468578733,-0.0003025236667703861,0.10119133045049428
HALLMARK_ALLOGRAFT_REJECTION,0.08614864573323376,0.006490633072493332,0.0006437820560149229,0.06092409706161143,0.0020762015917989898,-0.20548513802709417,0.053336045995839576,0.011043992650204528,-0.23522503420310403,0.12094990292236624,-0.01904207484076386,0.13600793134657582,0.04780751421494235,0.0013009266089688434,-0.052338876233962446,0.041630527089948306,0.012886520061738961
HALLMARK_ANDROGEN_RESPONSE,0.06850177755022353,-0.002104538424193895,0.003019491117714611,0.1245457873090771,0.034053506703924416,-0.18568718209400756,0.0036399131302860465,0.04318460893308445,-0.0675033344685517,0.08328440323280392,-0.01940897821661912,0.2209877904047425,0.13525225962767162,0.022064427484395643,0.05773409389363475,0.04632377785201174,0.12463357000889849
HALLMARK_ANGIOGENESIS,-0.08360976925968126,0.016715475738548403,0.06841159915892077,-0.10179569072087229,-0.03249304063965734,-0.24160839560947409,-0.15319511336143002,0.015138865519259474,-0.2405132493209453,0.021354361329015113,-0.10953723797235673,-0.09139059541154257,-0.09240592696068631,-0.07653930463160574,-0.037746935607658946,-0.061714465027558014,-0.005852858077123665
HALLMARK_APICAL_JUNCTION,0.060132612185685684,0.00479438864515251,0.07002160854930552,0.0010857111240041668,0.040181814427580044,-0.15912567234875952,-0.0558123958199013,0.04669735212381224,0.11360310506500286,0.10983637735870669,-0.014433258771616999,0.24140882438887748,0.18041327512018243,0.038654190328893306,0.04762507431782839,0.008883020400062005,0.06419497220612598
HALLMARK_APICAL_SURFACE,0.08673098431304009,0.036748144537077386,-0.046711266806117833,0.008072275041900554,0.051899676059946775,0.13104331824701354,0.018972108560033254,0.05455997586372661,0.16403521638490254,0.15697015877838508,-0.0427657792809526,0.1724535808694397,0.14421248122449407,-0.05945808098061654,0.03607223463751549,0.07041809159017764,0.024753998625153026
HALLMARK_APOPTOSIS,0.0676353652769727,0.03909538720288903,0.03976498576411371,0.012643028358881883,0.03083865838254403,-0.06625530720800073,-0.15244035083150606,0.008960515915913897,-0.04245880101674769,-0.050073339182729444,0.0515096630981059,-0.11803150917974621,-0.10849842424083474,0.022126556953893248,-0.025874179581580087,0.01048890858964735,-0.008462384719882636
HALLMARK_BILE_ACID_METABOLISM,0.038963565989793454,-0.03633332414716745,-0.02753624604782223,-0.02993123458757731,0.0672438776696313,-0.22607593973991816,-0.06939288515762859,0.012339976150077508,0.01339707410418559,0.026177424463411366,-0.028788170449540188,0.20305150211905554,0.12485276317438371,0.03378168648278933,0.08580688972676437,-0.05116637048130771,0.07173450286865522
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04433263784819446,0.04542345405425282,-0.014657749186404282,0.02619204588747568,0.02592492139226707,-0.1712133250453651,-0.12550835058301757,0.08235973130622865,-0.13933735862498475,0.06176572876511349,-0.03851647973407167,0.2277570634232441,0.1485028716225119,0.02756899649865178,0.05821860957183353,-0.050952550750763936,-0.034564695587124994
HALLMARK_COAGULATION,0.08895350522889442,0.026821929739036954,0.004080402886440488,0.08100797447482622,0.0008191913518958101,-0.2535571825999748,-0.03628752359627727,0.03267743654249996,-0.21528833354907545,0.16520618385093863,-0.030704713788611015,0.15450221510896836,0.045833098327437274,0.03015890884530306,-0.05222077793027314,-0.059070940130607034,-0.0023266128567087816
