,UKF266,UKF296,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.01987113898343379,-0.0005763265772148622,0.16145709236321917,0.10192279919552868,0.03258602504783819,0.04601880334717088,-0.01315001601005164
HALLMARK_ALLOGRAFT_REJECTION,0.07572369331822393,0.017615082317444682,0.11535750952689246,0.04342292544716961,0.010732905615849664,-0.016149521681655135,0.009387228062585346
HALLMARK_ANDROGEN_RESPONSE,0.04430563342589826,-0.049232498357670386,0.15918092821231572,0.1082384519049975,0.05515561423561728,-0.0470938821596873,0.01500572829421848
HALLMARK_ANGIOGENESIS,0.04010793243294523,0.028993942139348104,0.14807087255055695,-0.06895736548620296,-0.06969660044382765,-0.06307707401507334,-0.014313726038979464
HALLMARK_APICAL_JUNCTION,0.04506116437923365,0.03153316707601571,0.12397444415296724,0.089613439169478,0.04978352399358364,-0.017091077285067344,-0.010826265389540828
HALLMARK_APICAL_SURFACE,-0.015549971489541133,-0.0006486658883813991,0.13330810381333466,0.05787667549494561,0.04133689670843896,0.01892422928010991,0.0597992523727397
HALLMARK_APOPTOSIS,0.052347220248323126,0.011054951740760138,0.09590346714553492,-0.1205402194984645,-0.03288446066102947,0.03444002715913368,0.0016224625611569162
HALLMARK_BILE_ACID_METABOLISM,0.014379206228638544,0.013374369718871525,0.1312457666143219,0.06542265514187307,0.04678329418505557,0.034730443713912526,-0.022946685079498968
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01401632258693533,-0.025436625710895746,0.22289944343929272,0.10372244607102751,0.07734391220236538,0.059054060260627234,-0.04079165144889936
HALLMARK_COAGULATION,0.03975632915168016,-0.012374500717542841,0.07679300704267737,0.03956068192503822,-0.00820134930641898,0.02178936191373384,-0.029014949324877116
HALLMARK_COMPLEMENT,0.00033778976630185044,-0.013618988210258929,0.11805261852481298,0.04925989522643555,0.032809948488460874,0.022271572346560648,-0.035674517604474494
HALLMARK_DNA_REPAIR,0.04182131945770862,0.00013374712189568133,0.21531748808751922,0.12019480984098066,0.06827798527769037,0.0018172542903763132,-0.010128763350132075
HALLMARK_E2F_TARGETS,0.041777661058998564,-0.057713239786268335,0.08799529583321035,0.02439642064913631,0.0020896968963735893,-0.01077725608890364,-0.018537449527865704
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.058488332073309654,-0.018212634454357602,0.06333823208054917,-0.10342467577443644,-0.02669363168986246,-0.08238930797207082,-0.018330057825605057
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.017492497329824008,0.022792999989781546,0.05201816014169465,0.06542646840448864,0.04011513021576635,0.044743371139803166,0.02281637487799984
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0023606766793683237,-0.007629464832871435,0.08397782348650298,0.08573901093515349,0.0524403679109035,-0.03683028900696808,-0.014652410151146869
HALLMARK_FATTY_ACID_METABOLISM,-0.015314739249039611,-0.009306772538898275,0.13118084455480605,-0.010799354055362143,0.04333319598699184,-0.009223606024417467,-0.017222185033096835
HALLMARK_G2M_CHECKPOINT,0.046499674877165845,0.0025627838711975047,0.18085674938585303,0.020557472632997006,-0.05452902044330231,-0.013635267951644471,-0.016807532784000892
HALLMARK_GLYCOLYSIS,-0.009705391617057005,-0.013809188459809052,0.2264419429204448,0.04033682831800526,0.04735896006818866,-0.020935756585774023,-0.012704518919478063
