,MGH258,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07522207380832369,0.036751180971673,0.06818167370633185,0.052259784268796954,0.019753022386609007,0.019790919229704922,-0.021838749398747883,0.04818661851345961,0.11182773620159141,0.1556303104116635,0.029976996241465666,0.10262372123289469,0.07338705353435425
HALLMARK_ALLOGRAFT_REJECTION,-0.07424762002395531,-0.054589937222091475,0.04612282145938873,0.04760934132055548,0.050847615596994425,0.04518891984024048,-0.09659360400354149,-0.015865381486024076,0.05104962637483706,0.0643442555596274,0.03391672669638983,0.06665850950779056,-0.0290030753870353
HALLMARK_ANDROGEN_RESPONSE,0.11441703310678272,0.027801787774173338,-0.03321934070017866,0.0034512295332303658,0.07006272347619248,0.05214998039041218,-0.06067126546529413,0.05173171737189369,0.09784723956743388,0.13760876389832333,0.047445332109961526,0.0432350780936202,0.058124018697551405
HALLMARK_ANGIOGENESIS,0.024990905049743883,0.06345896820451169,0.04078653254324389,-0.014418881773737093,-0.053898177944191154,0.048570890813619205,0.10346996052648091,0.011932225144737135,-0.05662608814137096,-0.11372212071711214,-0.0247622620647557,-0.06313310556197917,0.03982116542172923
HALLMARK_APICAL_JUNCTION,0.10054654592484456,-0.03182931137699714,0.07297819492104726,-0.00885240365114644,0.05198444100938259,0.04645491483577248,0.08273647582286209,0.03374669730509599,0.05328588839507701,0.15537141295238166,0.017769871909362175,0.07016770252749803,0.09737125672163795
HALLMARK_APICAL_SURFACE,0.07337080203079747,-0.005833108429993223,0.08069773403995135,0.03405061974356013,0.009878850749937409,-0.002959445508087627,-0.10484442404800222,0.044109374120836896,0.0833588293458005,0.13865860993728277,0.0553908847282182,0.0493787424198624,0.016073036170948025
HALLMARK_APOPTOSIS,-0.017697110922895172,-0.011134925442497622,-0.03967402057784151,0.051718743877801523,0.016365265217470015,0.0634795186042782,0.015305408064334992,-0.015033738084403347,0.016331962523577697,-0.02176080922442203,0.015985336752362148,-0.024548578583992817,-0.03663084176027168
HALLMARK_BILE_ACID_METABOLISM,0.12579736441070613,0.024304258854724432,0.06234226463735487,0.014333559922572571,-0.0483146224305707,0.06140009289484042,0.011706678890384473,0.022882063127548688,0.10568002045406971,0.16453513463785813,0.04438431857496261,0.11228715004312408,0.12071322676575597
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.054775386018124664,0.0078920844683265,0.1195003492235014,0.034469695751118565,0.015541832442033932,0.043686412568330744,0.11700684341706788,0.06005445976902458,0.06661285545380395,0.19611043709462497,0.04574043057476321,0.036271071676566825,0.11571983660786764
HALLMARK_COAGULATION,-0.15886741778949737,-0.007880813687652926,0.0940874402885018,0.056190390961277044,0.0215252152455281,0.019125673851791373,0.017838028348642163,0.019766394452175203,0.06148012635888364,0.10132504143044564,0.0362220920629691,0.02015532159748586,0.021286030058479725
HALLMARK_COMPLEMENT,-0.021535816026046376,0.02987698739708756,0.034270505205653674,0.03900758071730849,0.10089598683129776,0.04275288445876623,0.06556261750139536,-0.026311788645450928,0.027761935570665152,0.07521977089989434,0.03851537814774367,0.08224498396679698,0.008418406252034669
HALLMARK_DNA_REPAIR,0.09337972100529472,0.010045093901339251,0.0709004899634129,0.028088369451220736,0.05609126789652848,0.051972699959048525,-0.014377725708342453,0.06091125423922651,0.09918154715423164,0.180301397948314,0.07394254306004819,0.12511217181884934,0.1165435451412445
HALLMARK_E2F_TARGETS,0.09138408023252696,-0.0067458824544199105,0.08864539175421597,0.03854612706243499,-0.0006652149355097218,0.0601194424024087,-0.026186835358448252,0.02487022420646222,0.001153184038781628,0.12627967058805828,0.02412284938172754,0.08459829323375583,0.09793779569698582
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12287518492998951,-0.007184780845883385,-0.08760408337218273,-0.017270535076296174,-0.01718429235767787,0.03976140140456659,0.11826475790630306,0.0171028864625851,0.0206884439762231,-0.024986676173845222,0.03866517217359873,-0.004855248167344048,0.07370900804337684
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00496763945764105,0.05352124604902936,0.030673632431947578,-0.003947897997909673,0.07610762564402655,0.028862399155398167,0.006180317473570791,0.05692285523111562,0.10613506410349212,0.11425207813216709,-0.006673942026852947,0.07272991822941041,0.08407579808856665
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03757259322174505,0.02310957843596857,0.0829998324225965,0.03248602972150598,0.011798952046445101,0.0008315984553354958,-0.08918041269210862,0.0539748155419068,0.04847688305636415,0.15080996031394703,-0.020378321213915047,0.07562371003083498,0.05218179773050094
HALLMARK_FATTY_ACID_METABOLISM,-0.05318077752764757,0.04845427046618905,-0.06917544891470205,-0.017132737586730538,0.023343707456423644,0.030130716728349088,0.05653146664477116,0.03454587259397741,0.06351597249836254,0.03537424971432479,-0.04473184224535309,0.05436648888370783,0.045014005092231926
HALLMARK_G2M_CHECKPOINT,0.08054461969531299,0.014664420298670584,0.03164270231055813,0.009078478463342888,-0.0003454087587903184,0.0606328421869602,0.02094236902639131,0.02172631804337169,0.04117908562723371,0.07626181951329006,0.029610565488894718,0.056753463110050834,0.08905786807596465
HALLMARK_GLYCOLYSIS,0.12268874456069406,0.04526279313027069,0.027948284257984134,0.024537002418087237,0.02953644729340677,0.05051971689304162,0.10105849522834989,0.08073641942050226,0.02877833090986655,0.13224762737381396,0.06094062056870573,0.07309556860408434,0.07741530297729679
HALLMARK_HEDGEHOG_SIGNALING,-0.014602657126651567,0.056804404648026094,0.07832898626401559,-0.029883125214378272,0.1404403976944722,0.01812106062836329,-0.027422066226426706,0.07897165635187554,0.0012929398183324447,0.06695139487968957,0.009027979793645285,0.04159703298810687,-0.04435911399323734
HALLMARK_HEME_METABOLISM,0.07275888760162012,0.04502535102830034,0.07230396076145786,0.05043190018679475,0.03689514515057092,0.07304769066967859,0.023423153358851284,0.10357845228485801,0.08294865804623111,0.1596414149901825,0.03312240187009397,0.10654493100896767,0.06103965335071798
HALLMARK_HYPOXIA,0.06179774345306724,0.021496932516387266,-0.09433153241432213,-0.026359016974393162,-0.035674751806795406,0.05848063311107558,0.08654660383153726,0.0357130958817257,0.015116655586104881,-0.05077046532474043,0.012208248087913012,0.04020172982517186,0.06424930640730732
