,UKF248,UKF266,UKF269,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.03575133305670176,0.026012661081126345,0.032234410090038114,0.043122920016020354,0.038332993762299136,0.0288244864264314,0.06881772817122941,0.06899865293342225
HALLMARK_ALLOGRAFT_REJECTION,0.07208994095952091,-0.0894755107583316,0.013280598316568337,0.031004260327362334,-0.10853732655680218,0.012106465607075477,0.021655393060338268,0.09494497412646676
HALLMARK_ANDROGEN_RESPONSE,0.05403046467654835,-0.005447357792949224,0.03394590244936847,0.01029225812116366,0.02395852904060345,0.011270523109781315,0.04325009405095926,0.0752655527145847
HALLMARK_ANGIOGENESIS,0.0236386006702506,-0.06833934642105367,0.06906312579956068,-0.06532554704847039,-0.10326333312291364,0.009038658326337027,-0.03937172179021111,-0.10556910012247125
HALLMARK_APICAL_JUNCTION,0.05819420918220162,-0.014964849280641294,0.060716045554928696,-0.04073564870949189,0.05860774486526641,0.04226506632123604,0.04973669744396227,0.06169473590697953
HALLMARK_APICAL_SURFACE,0.024635136198164875,0.014351646275393521,-0.023310378389709244,0.11958008725835993,0.09812271334498622,0.03137713539851848,0.07635169565660814,0.07465090527608936
HALLMARK_APOPTOSIS,0.038516207514334384,0.04901895321623608,-0.017354414366861783,-0.046171041237622064,0.005551470011863558,-0.004906234606025165,0.04011965313892009,-0.04089986026638132
HALLMARK_BILE_ACID_METABOLISM,-0.008596647150667703,0.0562654439510947,0.01816845469246792,0.009548454259286663,0.02849981120348636,0.041169284665293675,0.0418346122064468,0.06954694539976537
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.036236253711740704,-0.028241395984501306,-0.02219455334904835,-0.057891175729480174,-0.042630430817929624,0.05065242143650703,0.031976616603882485,0.10400235475088285
HALLMARK_COAGULATION,0.0958826977598864,-0.08050281251048427,-0.0015967577854940087,-0.012551194725082059,-0.08563516933162511,0.0026334665997534232,0.09442114147866015,0.05460170228026642
HALLMARK_COMPLEMENT,0.04716017847340365,-0.024462672263135345,0.054983186552450394,-0.02487298051453696,-0.05574727373539795,0.014293465550381981,0.03659394650497359,0.0741494885738788
HALLMARK_DNA_REPAIR,0.03554107142288847,0.03639515835830286,0.08453598090356386,0.027555596790133453,0.09454641445752807,0.05549657519379994,0.034447762387021456,0.09797741280993885
HALLMARK_E2F_TARGETS,0.01452166271785316,-0.02864973881097921,0.06956294511722387,-0.008015073374491984,0.05980813149123562,0.06252031857606154,0.017596906129664767,0.06843787223139476
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0686776875644338,-0.06701486045264338,0.06533560267225635,-0.06288670589801525,-0.04933445309368568,0.0003638480052142399,0.020992492880320016,-0.04006999214836515
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02134763791591728,0.06017153728944465,0.066687034438363,0.004265896033684073,0.09601072205054018,0.005806297984030119,0.06590242496736799,-0.021750684830609976
HALLMARK_ESTROGEN_RESPONSE_LATE,0.056770002423498785,0.00988456038855161,0.031383684694685846,0.016704363909385372,-0.015636481932767784,0.0017435452158771575,0.003349110280411513,0.09110893266696703
HALLMARK_FATTY_ACID_METABOLISM,0.01997463854508427,0.0526493234381538,-0.013774250541202748,-0.033327218235074695,0.024766185895550043,-0.0034255880679843597,-0.020644486465173105,-0.015655822809317106
HALLMARK_G2M_CHECKPOINT,0.04768672079068146,-0.02990855485477248,0.07026160951046369,-0.029961852194132898,0.07525462137008156,0.07055029160396009,0.014514398386501249,0.08178161074977659
HALLMARK_GLYCOLYSIS,0.0017736796216312307,0.051754370935189406,0.06179483692674197,0.04817718986981738,0.06777505209277436,0.0067717460261644035,-0.013052822594133885,0.05215246144138826
HALLMARK_HEDGEHOG_SIGNALING,-0.022609523991265607,0.08598243066024383,0.059880575558241826,0.04148573469331303,0.08463852014906291,0.002270298605198698,0.025807408939049873,-0.014276137444983447
HALLMARK_HEME_METABOLISM,0.02625244372868371,0.05659333059182482,0.07326712008182489,0.036496190913505734,0.07043309050678802,0.050070849458482614,0.040255682103531934,0.05819765130961445
HALLMARK_HYPOXIA,-0.06151866102720031,-0.006919419704140261,0.02758482798053477,-0.030345544473073617,0.009427686791194836,-0.023730921045642398,0.004965583176616859,-0.10587796991107405
HALLMARK_IL2_STAT5_SIGNALING,0.028950499466173625,0.026578372244305308,0.056551419837553386,-0.025863838034294914,-0.05031974945209223,0.018220553548063383,0.04215588208578788,0.05258055406388076
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.09805284237749905,-0.06822207869852327,0.0307021319703841,-0.035664245559600814,-0.08112551918685232,-0.04006136434317726,0.013919238028817869,0.037239728932497385
HALLMARK_INFLAMMATORY_RESPONSE,-0.025836594721696898,0.07086867991199709,0.049441828910838766,-0.05079400940283764,0.0600530271583353,0.04010674950251329,-0.0432110233920808,-0.0062352994354296296
