,UKF243,UKF255,UKF259,UKF260,UKF266,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.001662459497108631,-0.06498339992267345,0.04190452108261046,-0.031435015674812807,0.04422028352789577,-0.06401644487774565,0.03465070626136526,0.07454530323987155,0.23376859794972574,0.016633726641395997,-0.010150747597642087,0.07825968608384393,0.009846171808587687
HALLMARK_ALLOGRAFT_REJECTION,-0.0437566447877409,-0.07070040812368344,-0.01963696632099997,-0.03740503317054704,0.05062562821352657,-0.06777939345498435,0.06822018166528118,-0.013028013352539032,0.17026377222231248,-0.01056256746063624,0.040913752992237845,-0.06282070217886765,-0.16113394753854332
HALLMARK_ANDROGEN_RESPONSE,0.04900058960049858,0.059700388343645924,0.021594459921224527,0.012084401442744374,-0.002894463159139995,-0.01942367240897425,0.142005195153537,0.04395003288461629,0.09475888374353232,0.004111368710564624,0.03206626857735572,-0.004861819692595356,-0.004090384595291797
HALLMARK_ANGIOGENESIS,-0.024707696060517623,-0.12500549388548404,0.04149488227767045,0.11256593308598399,-0.0031578440149672396,0.12332355887413092,0.2600752868502253,0.07341071588374339,-0.007281204039912331,0.012427350615741772,0.00762808831695428,-0.099113086911328,0.0655235802235557
HALLMARK_APICAL_JUNCTION,-0.02733993218889144,-0.10249788804713375,0.0493153516984131,0.08671583494396602,0.030812856964378722,0.10208767305390697,0.18734373626887688,0.018704522630785536,0.1900638090659424,0.03303832648318463,-0.014282803533860513,0.03385739731282589,0.010614670629525239
HALLMARK_APICAL_SURFACE,-0.023672230462979886,-0.1356307883382005,-0.00993207568495273,0.023962946676493204,-0.03060544995155949,-0.026224328230477854,0.13260421294116984,-0.020436065086220905,0.17071307047208,0.05319917392489834,0.04462920721945873,-0.04820187070798936,-0.13940036187461433
HALLMARK_APOPTOSIS,-0.0222987665249903,0.16006210868059922,0.0492984985351382,0.012405449763533818,0.07062613684417368,0.06862918439924634,-0.10480027018958937,-0.059975939980140065,0.14539596607079364,-0.06523823437224226,-0.01884514396339073,-0.0206838147842954,-0.029452400847010667
HALLMARK_BILE_ACID_METABOLISM,-0.019557058332034614,-0.07845681524924655,-0.0029421381049912583,-0.007543909691893918,0.033092332222337636,0.03800996325967905,0.058744262637495916,-0.0293647982206019,0.12417889415901556,0.0274953430966426,0.05232561852359218,0.14027287618391115,-0.004507898057580839
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.023613492800982575,-0.09420179369714483,0.0107248092697608,0.0322027937774779,-0.012524397969167598,0.106007487695613,0.21604653015537842,0.00834640721454188,0.1821690685656544,0.03413849284198503,0.06173212211403003,0.10609055693325037,0.042513684974267746
HALLMARK_COAGULATION,-0.02908123677360213,-0.09004852408691101,-0.00023958781935301654,-0.055134274454013754,0.07960290367782781,-0.0041774220693895575,0.14306853353003224,-0.0457338060479569,0.21878506174715404,0.0032751940319741255,-0.03437878416125446,-0.08178896555006844,0.006158600576210391
