,UKF248,UKF251,UKF259,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04693917095528061,0.009216883359318001,0.03327399588462197,0.033549542660915456,0.1453960129745054,0.017540526597455693,0.1909588530567353,0.021677501223083956,0.09612172984862952,0.14449169730359143,0.1531659652206424,0.1770699633805248,0.020243653577448704,0.11457133417668401
HALLMARK_ALLOGRAFT_REJECTION,-0.011163112940661414,0.012343793725124737,0.015946556100505514,0.07100929599265189,0.18243800755656245,-0.009932360091639746,0.09277854889326827,0.028660752092194305,0.10640308883339185,0.01847642259106475,0.11540640349563452,0.05382300718039445,-0.007586012884211955,0.15150603851494396
HALLMARK_ANDROGEN_RESPONSE,0.04885949739770021,0.017571150007926122,0.08916882933544575,0.09312444047720436,0.15135613513620486,0.06183117853891202,0.10576703432270668,0.05467469390939179,0.15320803671343355,0.06159632177113515,0.16003220577245675,0.11228549084416382,-0.03174920289283527,0.06053151159447762
HALLMARK_ANGIOGENESIS,0.007367621918651937,-0.11277885041596292,0.022328517671285637,0.13854673136732398,0.20486824848931,0.11038546348088961,-0.13442116185440875,0.09932149111027881,-0.14395162206609452,-0.021499921199321616,-0.007005584435012537,-0.19906231592115625,-0.0676364727122716,-0.08460769032428961
HALLMARK_APICAL_JUNCTION,0.02185631324362414,0.10019591696506171,0.055983728073539664,0.14421750304714617,0.1550982355071947,-0.005380849229916925,0.13650583838948765,0.11002633636814259,0.082832346603973,0.10150426421939414,0.1265899571279561,0.15587394657485792,0.040948239546157415,0.1071616014585772
HALLMARK_APICAL_SURFACE,0.030738462164464672,0.03515259008333141,-0.026469263587600093,-0.024025315225913512,-0.033020053435358146,-0.02741058459645709,0.07575116046302756,0.05802607002904797,0.10481244502058454,0.09799658134853036,0.1337571345427866,0.08778432304413994,0.04327877082386018,0.08200088275216072
HALLMARK_APOPTOSIS,-0.015070963654200168,-0.0066713982009620025,0.02871174108810081,-0.021394322753568652,0.0337455863771317,-0.009988663432260913,0.15019670606234994,-0.007384947925041254,-0.022530142246357292,0.13157059871188215,-0.034719874232598265,-0.09972982536334708,-0.017509256841345088,0.08455577616558059
HALLMARK_BILE_ACID_METABOLISM,0.05751616440454192,0.14061778021389934,0.06041497147095394,0.08666561889533267,0.1677385090287817,0.0839102773390181,0.15940819006623527,0.10912965023338998,0.05443891011891194,0.045976455814820114,0.16365550583112023,0.19915813069190505,0.01808954172805187,0.08188616127092234
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06601303404724264,0.02311593106553472,0.05703236135704319,0.12994342902998554,0.09991404527354329,0.04582484261324062,0.17522259939261287,0.11271213302186396,0.08357641468376366,0.11844157738645918,0.12359627833604901,0.18316694084724958,0.007559617794126178,0.08807720687654542
HALLMARK_COAGULATION,0.03763059385983167,-0.020819454988998724,0.03901955213045659,0.04964482510867045,0.12564477451171677,0.06321324968260439,-0.06201542152111872,0.0343075128098789,0.07327088922388868,0.13060223852626135,0.08469009664249404,0.08295528015353498,-0.04401821941069493,0.09633300858310229
HALLMARK_COMPLEMENT,0.02171551939615011,-0.033405215220069936,-0.00905632243513144,0.08301872211901083,0.18281803039905412,0.020673593615697844,0.17239642040501887,0.03292217781409587,0.024782735965513076,0.10585619328243681,0.10021583648473412,0.07508353212397753,0.053245326102907435,0.11562834788021983
HALLMARK_DNA_REPAIR,0.06920336587042297,0.07709185797556335,0.0804181354475551,0.15325194752917876,0.20819838996761428,0.0704124502429727,0.16345231337385643,0.12280321133389534,0.1844156998280636,0.17176922601519984,0.1630004826750491,0.19203982258062496,0.023633113026756154,0.0992501052855212
HALLMARK_E2F_TARGETS,0.08759712037860927,0.10213472621627703,0.04241856766414095,0.1458314370080003,0.18381833958198815,-0.0027463636443289564,0.053106749050522595,0.09038600834085772,0.18913943051109675,0.0972606206022004,0.09823302967496439,0.014300463409679573,0.02276972573936214,0.057212444930777984
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.014680311310362055,-0.003989606544232236,0.019688475380513933,0.12097287376156818,0.15977425482891977,0.029706302632706193,-0.18888949841840397,0.08252307975302067,0.026501187005257703,0.15152106522203593,-0.006112067501337489,-0.12072732268285426,-0.07308151195537824,0.0502724981838736
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.019360557892589492,-0.0139952871166106,0.026433332386726745,0.08478029600399346,0.08151702053879133,-0.010983203933958964,-0.22321263887643106,-0.05060223190262534,-0.014297394053022001,0.13712082721988916,0.0862259003721999,0.10028143774222555,0.05238025335133517,0.06396765180937966
HALLMARK_ESTROGEN_RESPONSE_LATE,0.11103868242337198,0.015618011859449422,0.02665416254945061,0.06154225482890534,-0.009314145505170828,-0.02370546593382711,0.20949681840029408,0.06560780140554641,0.11204714108323818,0.036950764453665616,0.15290279268642648,0.13067913675776294,-0.02495124215471622,0.03228002326248127
HALLMARK_FATTY_ACID_METABOLISM,0.01955566313253082,-0.014156205901765596,0.029327102664425227,0.030881798101359714,0.1215356155373908,-0.03655395574900837,-0.14510671436167658,0.03189714560646613,-0.04535497196326654,0.08977271683954853,0.04579796414898867,-0.0140957314259307,0.006303487309272374,0.026020867423115084
HALLMARK_G2M_CHECKPOINT,0.0664611850955467,0.028833957753362754,0.02644843900619979,0.15005150234134632,0.19194106948941492,0.017902927595527935,0.1566011988331182,0.08299554605616971,0.09218671133017446,0.092298808760431,0.12321531259095866,-0.011880315634466268,0.039453318445224546,0.048720064903923666
HALLMARK_GLYCOLYSIS,0.015275422943667016,0.0883286397102358,0.04567558046310425,0.09725441284752533,0.1542684373691101,-0.04512921515316108,-0.09438110079934531,0.060148739123817414,-0.1053770680522998,0.148688918576119,0.07947773800155061,0.07666816880768142,0.044382659728847564,0.07313668468359405
HALLMARK_HEDGEHOG_SIGNALING,0.07090257938130615,0.06169617942173025,0.040603309899184675,-0.06265768744789159,-0.07351178157290128,-0.05961771990854412,-0.03831621518839088,-0.008052536172850512,0.039621524528977686,0.1563684870358499,0.06932338010577511,0.022360954132412486,0.051337009610644246,0.07842798524034396
HALLMARK_HEME_METABOLISM,0.06522153534770271,0.045193078850744084,0.07798262677268511,0.117383211839216,0.17910102249469148,0.04684696831406576,0.077642446189743,0.10293412463197336,0.13163168650749557,0.08670986786152478,0.12843893332367595,0.17719974618332124,0.022495747678620327,0.07849819289419399
HALLMARK_HYPOXIA,-0.061046867820012445,-0.036469058270489595,0.04554079461217186,0.06865802365018026,-0.04209464524476885,-0.015417108095996166,-0.18935503145749594,0.05038794820609389,-0.16913504687606476,0.11262345613117618,-0.048843739792809135,-0.0747283650994738,-0.06648946326429225,-0.001288297715655259
HALLMARK_IL2_STAT5_SIGNALING,0.05430198707738848,-0.023652740159133153,0.07651548444254277,0.06986727537915241,0.18303818620052645,-0.0032849989927209973,-0.07665691578814705,0.11131738819607902,0.018440946778577095,0.10340645033585036,0.10750882416479966,0.11750901138528158,0.013595595499654597,0.08986968205897106
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0020469991595230158,0.034055699875784017,0.04733327774756373,0.11807154203980628,0.13517126193620846,0.07453614030561774,0.13813532622296196,0.06262418498565775,0.116568336686752,0.026156170352046048,0.04356891006359256,-0.0007189451051454305,-0.039165801089795865,0.11792052523023773
HALLMARK_INFLAMMATORY_RESPONSE,0.07002971543218645,-0.019576834346919095,-0.015059962438741033,-0.014610322343341996,0.07458244194677291,-0.021606080120507565,0.02258332378367291,0.06071252264680461,0.1396302232204866,0.019054314690883832,-0.02292104503445032,-0.031019317191289118,-0.020072940992648298,0.04394345988540735
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02685744563852912,-0.07373788296997912,0.07157575461579463,0.11143805087825441,0.19782626763781416,0.07808861488275942,0.17947828912918615,0.1532032143433437,0.1746645176776171,-0.0005510177612424633,0.16356025821774597,0.16780969519586741,0.01813558103833295,0.10856550332693503
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0050072141262232596,-0.06552754637807703,0.003831637698581395,0.04498350064844347,0.18596161708171607,0.05683492005868881,0.19826438032976376,0.054822026656820844,0.07196591845278169,0.15233608948019692,0.047466534384029195,-0.018987988046651822,-0.02318443405020388,0.15013877697568953
HALLMARK_KRAS_SIGNALING_DN,0.02016452893871197,0.046125410117524246,0.011907834373175717,0.07051937023594677,-0.027020019793161935,0.030276916083812753,0.17210462138215787,0.09283173425182902,0.02767277948131727,0.09166523736766953,0.15015572191288365,0.19504278489113386,0.09869171652473036,0.08132131519630098
HALLMARK_KRAS_SIGNALING_UP,0.027012314325864158,-0.017770286754131958,0.03736198447018993,-0.04105817192027717,0.08126904816498769,-0.02723291882680141,0.11731926555827601,0.006141556865907673,0.12772133176853814,0.08311598695698282,0.14931143071426342,0.08321759843773745,0.0508177394285083,0.09768451624335829
HALLMARK_MITOTIC_SPINDLE,0.05911814596243924,0.05624307205374487,0.050724745514651386,0.1530522637404856,0.1798541842090703,0.010254899808046244,0.08595734085174574,0.09348176984655064,0.07818411805756428,0.08716807429180705,0.12915750485455232,0.13750781205083057,0.054379182320632914,0.09742358789077757
HALLMARK_MTORC1_SIGNALING,-0.021989236862817348,0.08589837339038876,0.0539330062567213,0.12623143730541359,0.14970582787874523,0.006794791363312289,-0.1131410772998594,0.07421482011879454,-0.1277003568544784,0.09362607584198748,0.005451348233908464,-0.08497473448139103,-0.002464878695990372,0.03315987981339217
HALLMARK_MYC_TARGETS_V1,0.05966893232867013,0.13354702201654825,0.08500068581095274,0.15699901008460865,0.19606769787697054,0.07359043656323132,0.13002572275980406,0.12477739009764408,0.2117038301050871,0.11345158189000559,0.15685303767699854,0.19473672508115478,0.043160345183491836,0.03968288215505307
HALLMARK_MYC_TARGETS_V2,0.03202036252290619,-0.008392753731418588,-0.011297062800890049,0.08611727021646455,0.13779471708396013,0.04764488954689822,0.02048867238111953,0.03707691061131862,0.08934629123799963,0.04483260974262102,0.04436526530598766,0.12593792773951687,-0.005538047723139696,0.08119486089495663
HALLMARK_MYOGENESIS,0.050460146630566145,-0.00199897566108424,0.03290003691062557,-0.028209189381567436,-0.053987509175845355,0.020282142552807258,-0.12377540019779229,0.015156087620919965,0.042877263027516904,0.09509376082138225,0.11680859569249662,0.1852675601529025,0.017127439117119253,0.07773353443269998
