,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.04512914886012626,-0.0412222185633128,-0.02233724038992208,0.09941309430392606,0.03188132361338727,0.009610371089101958,0.012575429813299753,-0.08054273940963078,0.07735265598706044,0.07953996407034568,0.03346605241828733,0.08758318211709018,0.1046455658189464
HALLMARK_ALLOGRAFT_REJECTION,0.010959662018107693,-0.023279032335807467,-0.04333129230498401,0.06132710190515397,-0.056344128394077916,0.008310058564112219,0.10784357017927804,-0.02921421685553523,0.03279278379315436,0.12287586380074546,-0.019246900172485676,0.03110918527923666,0.008712771833816647
HALLMARK_ANDROGEN_RESPONSE,-0.018324087933465995,-0.02109762199828523,-0.014398724986412497,0.07728903540128193,-0.06090998138331644,0.04281289902376646,0.012026214486621094,-0.09228653102784586,0.09642922523421317,0.041492339257450786,-0.01672437297013772,0.057028050098089325,0.06332266030472565
HALLMARK_ANGIOGENESIS,-0.08532462804135842,0.041790647033181284,0.019180926916995168,0.08127290517166064,0.03262757521113614,0.004387071200183129,-0.02248790533805468,-0.04721362745220161,-0.05819264274688538,-0.007025014946205227,-0.09507751959448751,-0.07287608562384842,0.015142950175488026
HALLMARK_APICAL_JUNCTION,0.05629483255281071,-0.02923206050987623,-0.031715603612895014,0.10581816661058205,0.03985460610982182,-0.0010959909898587607,0.0209517727772521,-0.07918695152799245,0.06064339146314047,0.08779263231068582,0.0020045718969844716,0.057454806762337614,0.06365930333533952
HALLMARK_APICAL_SURFACE,0.004286863927860461,0.006067796799532113,-0.013807188156904005,0.04686940289045812,-0.004087581923310772,-0.04235873374201367,-0.1255323955711926,-0.07178981853729133,0.07728767320269313,0.08692056902942143,-0.010093473809701927,0.04478622967916036,0.05479613190913414
HALLMARK_APOPTOSIS,-0.020554869803483967,0.015767965928112297,0.027570811798658983,-0.027527761488256332,0.013111057743894426,0.004515026397804764,-0.058890599925003374,-0.004375552559109729,-0.03404575968712994,0.010191483468635687,0.011162092810284288,0.08083119634052977,0.006315367169335679
HALLMARK_BILE_ACID_METABOLISM,0.05731906322728032,-0.021300374290853637,-0.0286174326685648,0.07060465863665376,-0.00850931465221138,-0.02046499303912777,-0.04124294035547806,-0.09699061787723243,0.09662317402399108,0.04751142614994821,-0.04282449172505382,0.09267754574666295,0.056485148488241
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02425598116293311,-0.011132295078327352,-0.04572456134758582,0.0902950861752741,0.06668258146358019,0.0032498671552327976,-0.03656352792304224,-0.06820935605710358,0.07786539288321981,0.03194976201028886,0.06285647061039804,0.13637985905974845,0.1176416079391776
HALLMARK_COAGULATION,-0.008070900003724034,-0.020890634378437425,0.022574080924670892,0.02330450300123676,0.008718753350205386,0.00533075444858866,0.11721914800188074,-0.08834467580526328,0.01778980178411858,0.06922291469564973,-0.0018506087952014209,0.03428113115313527,0.06456357582361374
HALLMARK_COMPLEMENT,-0.059553895882544616,-0.017440449772137427,-0.023599921696141977,0.06401311291593106,0.0497821517194242,0.025070112916352656,0.06919121034657155,-0.08566509526673607,0.0328261770259907,0.049485468269804794,0.0775639346828107,0.10941580746291667,0.055620385477524306
HALLMARK_DNA_REPAIR,0.04561592333290866,-0.02072143084960783,-0.08897045677765493,0.1334237118458185,-0.02338839062018844,-0.007925396736508149,0.010510590708881605,-0.050963749457975306,0.08466088412188404,0.10021870508664396,0.03211111096959792,0.1236033831708046,0.09320797422578357
HALLMARK_E2F_TARGETS,0.03789164694769977,-0.03656255716066169,-0.024207924380883893,0.09992209364023166,-0.019853433249066,-0.0196177910255196,-0.004078430960555758,-0.1260865260731856,0.07967639501271602,0.08218820444108295,-0.0027648899159241807,0.059491948252214946,0.07153897952098799
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03669210117474331,-0.04931433632040495,0.08747869273246679,0.09455357909428541,0.05679054002769173,-0.0126029313441215,0.13564944002965756,0.004029201181530542,-0.050967020982186854,0.08777827793388977,-0.06950774916232749,-0.006973473248176796,0.032742734986822966
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015014777725270219,-0.023957937016186304,-0.020600267954152825,0.069979212404833,-0.008331599549774162,-0.0030259615459732494,0.04144820115174925,-0.09775361413000296,0.057445360271195546,0.08427681795513622,0.03576385415006378,0.07025081110634775,0.03331982878494639
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.032113879330510055,-0.009497349631535236,-0.005586971470040747,0.08493888933127071,-0.08285042834236397,0.014377774332646913,0.010866677543486641,-0.05485307617894135,0.07598296944135288,0.11600112010589998,0.005520861180610266,0.12354574545569617,0.024445144177419737
HALLMARK_FATTY_ACID_METABOLISM,-0.0032930917301616774,0.03608867527247792,-0.032196731105368005,-0.01194009861988371,0.016748823228145655,-0.02694820926052692,0.02799086895735947,-0.03250975849199815,-0.04527691834439002,0.04504048326718505,-0.010747534908425121,0.04705365014100528,-0.008826411851762573
HALLMARK_G2M_CHECKPOINT,0.03756694448284056,-0.0022524122282980346,-0.04583459357755721,0.07718281100081002,0.023740350005492176,-0.00398894695465324,-0.020454410078595,-0.10692304964926691,0.07856459394322426,0.08179408194646015,0.04185254146108536,0.050344771592776866,0.0033483222484740906
HALLMARK_GLYCOLYSIS,0.023108485724943523,0.011771334496801667,-0.004203502886510412,0.10980973319147666,0.0219130155511164,-0.05027131233689185,0.05130349917769937,-0.06767325837398615,0.06101979685654625,0.06716377236607705,0.04440841324240799,0.09714632965172533,0.10805963575098188
HALLMARK_HEDGEHOG_SIGNALING,-0.016785374152078068,-0.05380063257508263,-0.0272180252571047,-0.017986792367595605,-0.04551855074888705,0.004553852123868374,0.032073438738593626,-0.07632304031942216,0.018180305301576896,0.003800893726045343,0.03507269402295135,0.07556437887236084,0.011734217011947969
HALLMARK_HEME_METABOLISM,-0.0049228678856303556,-0.04424181830740962,-0.05972303735106661,0.10241236463958839,-0.0583250358236868,-0.013048082946085254,0.05259266151354343,-0.06814390705101649,0.08794686385665419,0.10896559136696768,0.0669132885764181,0.0867718629748611,0.07119059505622516
HALLMARK_HYPOXIA,0.00795796609585118,0.011199877489716334,0.040751613589753974,0.041335656142309156,0.04757423567855922,0.027335344366504713,0.029266305234177566,0.0075540022400832725,-0.028363383655214024,0.1065470236094785,-0.04115696135338327,0.028740242192108054,0.012616824502659182
HALLMARK_IL2_STAT5_SIGNALING,-0.060747755219107406,-0.00902675714955789,-0.045133845619697036,0.07830412538295524,0.001218658832075661,-0.00797088731863974,0.04280068126662844,-0.12287691462837014,0.06222203327817591,0.04122622244773151,0.04099044785409005,0.102268511694885,0.06806337099622589
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.005460260032584265,-0.03161323579259048,0.025278827716666927,0.07516442655601831,0.007721070453965186,-0.006016954772520811,-0.006846758388103649,-0.1568942532093873,0.08364845491015153,0.11079090777333345,-0.0354172844589887,0.08642730505710325,0.04899806444894984
HALLMARK_INFLAMMATORY_RESPONSE,-0.04263059113956034,0.009531966440610842,-0.022497146470662477,0.002449642110877766,0.04638371282824855,0.004523622707570769,0.06761417141184013,-0.027891616717489506,-0.01583468384307715,0.06326899884479598,0.03192613464854772,0.06706958142919581,0.011138354853336934
