,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09372788785053908,0.02721929676734896,0.034485985968002585,0.01334961554490615,0.006625124117800939,-0.016585582567888897,0.008010189095075398,0.07404295078395966,0.005912048936077331,0.11007464190261636,0.15401842022757561,-0.013425628602665152,0.10912718139512871,0.09504730937541955
HALLMARK_ALLOGRAFT_REJECTION,-0.034591381340597374,0.044424497690823746,0.026442774094660466,0.046750874109726434,0.08950459787432695,0.04311361352185929,0.007224591799414847,0.12819709964300544,-0.07946571264175409,0.008911110936986367,0.13730986355977468,-0.014619506545966051,0.10420236672556653,0.010881828849548535
HALLMARK_ANDROGEN_RESPONSE,0.08953453951980218,0.04046643493903382,-0.023673428398498376,-0.04798772410118125,0.059406309943588795,-6.590387877183976e-06,0.0007786315662281837,0.11658472926191336,0.024684978141187454,0.11667497931591053,0.16141598019800557,0.029478079020612204,0.11882727060126876,0.12044148811189623
HALLMARK_ANGIOGENESIS,0.03555951207923633,0.05958304761540638,-0.018593236165884635,-0.059894570401518236,0.1313061437581914,-0.0877449187871593,0.025174310318006068,-0.04342569854268067,-0.11401464814869916,-0.02561467825458363,-0.044083852180346904,0.04314740631176334,0.05031210627357522,0.03472624848737741
HALLMARK_APICAL_JUNCTION,0.08316616058056639,0.019145225518132615,0.07784165084256925,-0.05435288106240808,0.07818284821456965,-0.01903533545061849,0.024676967793596592,0.11040964718876811,0.051241713080499636,0.14637263607152234,0.1293818281405826,-0.026240364750305126,0.16473924328379624,0.0815835816962678
HALLMARK_APICAL_SURFACE,0.1008649198356024,-0.01772654941592095,0.10307206199280279,-0.06217013190969701,-0.021388745260159495,-0.007036164859560825,0.005961320299932246,0.09260871345670782,0.05555706308859197,0.019032083347128366,0.10879576372048166,-0.04011971303666723,0.11294488489541596,0.10956016574278941
HALLMARK_APOPTOSIS,-0.02293696402950953,0.030766374038766905,0.04208352330796067,-0.04598322307695082,0.06441318420726655,-0.05480312020072071,0.009867855987931443,0.01617987781624001,0.041743881473704954,0.018930481409280227,-0.03594620834202444,-0.023832657825662493,0.07030871478686168,0.0792041256498405
HALLMARK_BILE_ACID_METABOLISM,0.08701625621308198,-0.04087381548161313,0.038656394073513865,0.019140212703307364,0.09616372782791349,-0.001063883044153262,0.010149379988741263,0.013426783675586633,0.03647654798324469,0.06683942188160776,0.130663548801595,0.0027494412820551492,0.07131280248462346,0.05437991959750666
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0881894984808952,0.03150520100769693,0.0410586412332676,0.027840148011169533,0.04820924973326308,-0.05976738108251049,0.038167940991153476,0.08357233801152512,0.02013923008277969,0.07277680534584678,0.16441477245292677,-0.008212986754734398,0.07205064896340452,0.10232555538834838
HALLMARK_COAGULATION,0.029260471705678505,0.07796394825996589,0.09684964567310532,-0.10190466489157124,0.06427270915330628,0.05101801586397361,0.022939316022230344,0.07087620967890321,-0.01149581552714326,0.14876874061153156,0.11630186572990564,0.0093153890082487,0.18935823967085805,0.0754987657506446
HALLMARK_COMPLEMENT,0.010492293145123394,0.07046870324080619,0.05133221197488389,-0.028365263566516714,0.07908985884646041,-0.10969902701901676,-0.005584411960856983,0.09631451274435229,-0.041576720598079465,0.014236743236667744,0.1064746466815639,-0.0146898538776762,0.09122030101509611,0.036603173910782515
HALLMARK_DNA_REPAIR,0.16126732777159028,0.010321939473761355,0.008479507031885528,-0.07320571333610422,0.06935858518472039,-0.05110736524851048,0.005151902024912602,0.12338861246998507,0.0752633277848741,0.08577169841500815,0.12940886667534168,-0.03913133920242397,0.10356161802237862,0.09662422165573419
HALLMARK_E2F_TARGETS,0.0758593157932747,-0.03145084385020544,0.04998984396440552,-0.020440839242280816,0.0698613407974112,-0.060699554268579356,-0.0137416409674628,0.07849723304422251,0.03850511743460779,0.006018310164400773,0.12573177729268153,-0.046165725845628815,0.07635049378182097,0.11753552196196507
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.060548069196345214,0.07001938672868939,-0.0009550679947281864,-0.07293923339607772,0.10280051197969517,-0.07219250882553023,-0.005789143638692511,-0.043957392856356525,-0.05522242347385469,0.1355905152732135,-0.02010394801393894,0.03322583084918892,0.15847789320407069,0.04906765758148129
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06813449934526232,0.0028776705133807517,0.03430419876668019,-0.025101704673795768,-0.0024785092131200505,0.004734383331226708,-0.0007140751350430488,-0.047989237899511324,-0.03465847479613852,0.047966227892650946,0.06006699395767355,-0.04442855679207745,0.08990843969597462,0.08583867874627497
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06690749050195396,0.046139505698794686,-0.0034168995630528276,-0.015960088048304122,0.004331346362336592,-0.024866121989156463,0.025713897825294076,0.08132427911481503,0.03012604168598996,-0.0032331959654892544,0.11546491751945173,0.0397359941568705,0.07383738585078217,0.07249785455848419
HALLMARK_FATTY_ACID_METABOLISM,0.05794903008034452,0.002406662301485701,-0.02182060664005883,-0.05849666069353369,0.043008762402222754,-0.021430930126118304,-0.04228608010282413,-0.010029866931173487,0.03947581954450192,0.12677788568040124,0.0071514304523276956,0.028663645749736413,0.03047418960685718,0.016284787302083423
HALLMARK_G2M_CHECKPOINT,0.12918806824853457,0.00020112693762049284,-0.01787742736805131,-0.01746490142180152,0.0705851914691888,-0.03840795321291339,0.023895710480177336,0.10547081823534889,0.06281155548178426,0.0727403497147319,0.12001968969534085,-0.00414375112924632,0.061328139791819024,0.0965008590526059
HALLMARK_GLYCOLYSIS,0.12241940440477024,0.032576365997297387,-0.04316140121697169,-0.12520293223018006,0.07475012943279133,-0.062307246173309364,-0.028793599949107813,0.01583005719105232,0.11270060049635983,0.07299390055993814,0.073167545589386,0.009580657686467943,0.09633908669183099,0.09624206212186436
HALLMARK_HEDGEHOG_SIGNALING,0.032612961649769553,0.01769909903257774,-0.036853414490326614,-0.006331033627884989,-0.06386013963455034,0.05483157442390811,-0.007923846493766519,0.10124379706579618,-0.03074469232573092,0.07941665636332104,0.013924460044570658,-0.03701391764032279,0.057049396960594155,0.10383829586794842
