,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.025788070708880582,0.06647349356970925,-0.0036240967426816005,-0.0010644995949024047,0.050182250203600606,-0.006068840533343086,0.024498118376489495,0.07752329600861321,-0.05919058824293654,0.0634114067992262,0.0560507363511758,0.1429577638383054,0.04414780731344863,0.09295481269727658,0.024565165001380663
HALLMARK_ALLOGRAFT_REJECTION,-0.04816148791645474,0.0025962147569056192,-0.012654992004111446,-0.007001256792908761,0.02890106362098491,0.04554425995496151,0.01714513477872106,-0.002005216012509171,0.06743712029665719,0.04327455720800957,-0.004220465331538782,0.09756788113903431,-0.006326367092128876,-0.018319178659876808,0.04624031538539831
HALLMARK_ANDROGEN_RESPONSE,0.05677292865794737,0.039410467546677645,0.017970719721333055,0.04258705503386213,0.03892301907855501,0.08053341403325384,-0.01037450143264037,0.0295458988932687,-0.014633889805077552,0.07589503537135268,0.04537087286898958,0.10819683447794301,0.05170706363471454,0.030003705330973022,0.04232818996867028
HALLMARK_ANGIOGENESIS,-0.0016126513986272693,-0.061276716880493624,-0.004172155917124302,-0.009743284778064935,-0.003194437072157797,0.05695374759590726,-0.05857282997250151,0.007206609606304831,0.06712160271728863,0.029835922406504806,-0.05455006401800487,-0.11325573584958934,0.002657840813883623,-0.02391348554541398,-0.027919295078426425
HALLMARK_APICAL_JUNCTION,0.07717477009378614,0.04180503717656908,0.015181166668346718,0.0036961222260792057,0.06581421810553692,0.07134921249408785,-0.03643812819470966,0.05338564007468736,0.04067313806097845,0.05578187625010594,0.050038855751662406,0.12989342787092875,0.06156627988982367,0.048482330127336035,0.040335053954602
HALLMARK_APICAL_SURFACE,0.04446635061195754,0.01891281149710371,-0.0037928863919025647,-0.027474406772872766,0.011334284505626673,0.012973453768181544,0.036903898516545165,0.03765411463535457,-0.10710219920936717,0.08280185558863148,0.14099083490507716,0.09823125471537546,-0.028182915955833294,0.046129069663740606,-0.014066537716934974
HALLMARK_APOPTOSIS,0.03601796005354126,0.10481857487995085,0.0015411108919381833,0.04476203142055885,-0.030211894877498247,-0.0277352174304811,-0.04827855823218959,0.019467977067248156,0.050517569319248785,-0.04656697640368165,0.012734477774774154,-0.04974882864506617,0.012521454390080209,-0.037992512754982076,0.05140170201229556
HALLMARK_BILE_ACID_METABOLISM,0.05776462899660816,0.01069257891595059,0.0035558828602187988,-0.026041959012600344,0.02577777669586596,0.024979191086976053,-0.04624099380478498,0.059800911164091995,-0.04050064372110408,0.050632676024715315,0.10993535265071308,0.09497868460895324,0.06321248384557733,0.10532817942785641,0.00529327433927909
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0697385831904654,0.042036514296266536,0.013025524752076963,-0.026801430108220056,0.05011730214768607,0.031837199061464226,-0.08811766093078326,0.029416428528887293,0.005009975229955617,0.07628316230528089,0.07819500892891923,0.12855137646364334,0.028770118280621405,0.07755955896385815,0.0145468675658075
HALLMARK_COAGULATION,0.017017948345422782,0.06061623766692017,-0.022335384754815217,-0.020664979090093603,-0.02406381176015455,0.04362860386272159,0.04296564664411234,0.03386507295832145,0.0720461442414529,0.012617607401455103,0.05135095019075742,0.11365264495113529,0.04832853054095731,0.02012187203307898,0.0984931112202811
