,UKF243,UKF248,UKF251,UKF255,UKF266,UKF275,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11764516763220767,0.028619720521442186,-0.059179063590227836,0.16252467626191966,-0.0034221495209160687,0.07615758761812856,0.0958474168271685,0.1567946768750539,0.0723141861123179,0.10541579369031134
HALLMARK_ALLOGRAFT_REJECTION,0.03174788596809638,-0.012543011696314565,-0.027185465670177055,0.04583049244784742,-0.031428038133263794,0.07567872691389471,0.12116448675108249,0.04069602563188453,-0.007257201992129183,-0.025608997264926756
HALLMARK_ANDROGEN_RESPONSE,0.05993704933216774,-0.014077403235760351,0.046270223399917515,0.01949746928594761,-0.12676142201367255,0.11536968626928018,0.0635538414060224,0.04194773805191013,-0.03836907424176459,0.07947303535006438
HALLMARK_ANGIOGENESIS,0.08746523582244657,-0.0004985152209010601,0.010770620815651881,-0.002778121497945882,-0.12794438327009613,-0.03283457506565531,-0.14781683559828912,-0.07308782712842347,-0.10250648986024566,0.1018473346641365
HALLMARK_APICAL_JUNCTION,0.09730771779321547,0.030799857359219526,-0.0421033303452726,0.15680331404101086,-0.12581211466591458,0.0351690734870267,0.13235346929374592,0.17486586158607478,0.03165606561700952,0.11603626960519259
HALLMARK_APICAL_SURFACE,0.11070450602219113,0.059052506900743706,0.04230660072217236,0.13714878298907443,-0.030740654711361812,0.017656615004081073,0.03873961092061696,0.18440249600441302,0.032547419027676744,0.07479040160096166
HALLMARK_APOPTOSIS,0.002154904252173198,0.06339186017674,-0.012840944440969884,0.031865789198692866,-0.001984185207139201,0.07051159507667759,0.08183887456794096,0.13816278462835713,0.016314525949220754,0.03953822038481099
HALLMARK_BILE_ACID_METABOLISM,0.12840208406694212,-0.06890608022057433,-0.023548425856101837,0.1366764181213595,-0.08010027608494705,0.08443072741199845,0.060904192879794546,0.14190056898198808,0.10718363319311404,0.09100656815033024
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07347858643133164,0.05549951469481197,-0.004989358682767992,0.1779152563337644,-0.17486940627936348,0.04500484055140811,0.11373316301413697,0.16092976090804534,0.09190893006048363,0.12655426299752
HALLMARK_COAGULATION,0.04262679908986133,0.06723338398956467,0.01681756847516358,0.186629961649416,-0.06559027457810353,0.07227319223387364,0.08966044078312387,0.150156860005282,-0.014069470891079018,0.09768489020230396
