,UKF243,UKF255,UKF266,UKF275,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.006391275032308645,-0.1358851708779211,0.03129669857569545,-0.005671027552292609,-0.09568642728154529,-0.04305949193207789,0.07681929363687712,-0.060902050078917136,-0.04321721762760798,-0.1290821174926887,-0.05686063892825442,-0.013833252126800907
HALLMARK_ALLOGRAFT_REJECTION,-0.059249685886072,-0.10285277823210487,0.17557709332210494,-0.07726992860495459,-0.12298290724414128,-0.06074193203811733,0.003805044024022134,-0.14983286848454064,0.00854140759232684,-0.035192826712852114,-0.13686879611522385,-0.04305925234031676
HALLMARK_ANDROGEN_RESPONSE,0.05171354202287869,0.07838733936313279,0.15678047947073054,0.008113752234220391,-0.11282474293184581,-0.03371403198660568,0.06544319350897672,-0.031176580900290206,0.040064202535235,-0.0086834544084041,0.04075315198754411,0.021859249428992058
HALLMARK_ANGIOGENESIS,0.10246939914343262,-0.20956441716214208,0.28500895453461433,0.10516202935579376,0.041991528793551156,0.17972973663968514,0.07490565332040322,-5.624236085925242e-05,0.04434584147040344,0.0921912605951717,0.022129509420078713,0.1716983567737904
HALLMARK_APICAL_JUNCTION,0.00039221062833777606,-0.16404201116928033,0.238637387327576,0.08767857115224353,-0.1446777365308116,-0.03370220179103033,0.06580556630494067,-0.006312492741382413,-0.009170264115953678,-0.014005328560286922,-0.06290110367273988,-0.0013630152020399386
HALLMARK_APICAL_SURFACE,-0.13603034281037032,-0.18493665057652725,-0.055654461438355465,-0.16373347849162861,-0.17181820006341375,-0.10012168076358949,0.0501409126479978,0.018552851722563834,0.006817720139297091,-0.08995799177403725,-0.10728862449808639,0.03988477065859134
HALLMARK_APOPTOSIS,-0.04557685794248722,0.1435587556351546,-0.08579546426753877,-0.03596077165437184,-0.03760483014728507,-0.056615515104743705,0.043445340505586315,0.06688319926363585,0.03683159418869991,-0.060601185671004185,-0.08044736486254891,-0.12559642108517038
HALLMARK_BILE_ACID_METABOLISM,-0.025618712712903963,-0.21884922329568993,0.19367106714668958,-0.03618289559015207,-0.03677450312457605,-0.1030810380530812,0.04335962394204516,-0.044759576694873376,-0.07235791307780257,-0.09579726989038541,-0.02851745787578218,0.02028332350177912
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.011227401990536068,-0.16131102223246555,0.2365587823919427,0.09576377786841805,-0.1290552182812104,-0.04583155203959236,0.07930056158882817,0.015804808601064445,0.005093102727314676,-0.0637739558166925,0.055150070425281056,0.008163127199469803
HALLMARK_COAGULATION,-0.055364285374114364,-0.1766057746695464,0.19081206967476363,0.02564345226539917,-0.1285411372078074,-0.020355222580090312,0.11004008010058054,-0.1097456591256842,-0.014938490063634508,-0.1649808849691543,-0.13625544878753976,0.05421596468793924
HALLMARK_COMPLEMENT,-0.04825495677830001,-0.08956025901722016,0.06496271743132513,0.06764572320355663,-0.09868508401426444,-0.08871568877699977,0.09030080361509722,-0.02529519929271486,0.07972707189676094,-0.03934711985463433,-0.005196677860676975,0.05516427263027819
HALLMARK_DNA_REPAIR,0.06050829227106996,-0.00010228283235567558,0.18325610300891834,-0.010144522494080217,-0.10440371238309443,-0.073701118884814,0.1342831233341893,-0.011502315098359323,0.03118661010144098,0.0237655935891836,0.03446369729863179,0.009945725651505876
HALLMARK_E2F_TARGETS,-0.05679298909939052,-0.24353175175203956,0.2623850807586152,-0.015531093806794006,-0.15842381309815556,-0.1600020536557926,0.07640359730182483,-0.019695778427576,-0.00914859700837203,0.03524549832125333,-0.033420202050038074,0.02283368970229771
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.16574810973736578,0.21480166249602814,0.23882805796984247,0.12723746357163995,0.03754830240120993,0.09264083456197168,0.1651311136840111,0.1747455817718303,0.1934593868016478,0.020936898451846,-0.09309373019783707,0.0958576795943079
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03658632260618481,-0.13007558530728075,-0.10664190295413749,0.08048351337982465,0.0883796214047026,0.13348663320493576,0.10737784028960133,0.09474623222292301,0.09764536352592543,-0.07929268438427671,0.0846636962562471,0.05519998102729171
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.08841841231564437,-0.1515221846628799,0.09867844454713556,-0.05687451671333134,-0.13644868870527646,-0.08609926906352493,-0.0022319784027777668,-0.040293432470174376,-0.02653626859491452,0.030156269353080817,-0.008202687999591335,-0.0010397677177503906
