,UKF243,UKF296,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.05489415954003986,0.025233062439242816,0.03953980328450445,0.05283894074520979
HALLMARK_ALLOGRAFT_REJECTION,-0.07438294564278689,0.051937435539167603,-0.005087603780246809,0.08809792908555918
HALLMARK_ANDROGEN_RESPONSE,0.07815100351661616,-0.015244796205523345,0.01582556837681896,0.0950091580466749
HALLMARK_ANGIOGENESIS,0.06810407766582001,0.046653088917445774,-0.0009334030439034413,-0.06286210169091008
HALLMARK_APICAL_JUNCTION,0.08071067200106859,0.01883817586409899,0.021502812342085512,0.04769502915949077
HALLMARK_APICAL_SURFACE,0.035222610799716586,-0.019974258591248642,-0.08482380699831954,0.04672583252832728
HALLMARK_APOPTOSIS,0.029871288655522663,0.06405233158746362,0.07520332310142833,0.02923983145197523
HALLMARK_BILE_ACID_METABOLISM,0.04600060913795011,0.003550909674671739,0.012462076005592798,0.0028746588839498703
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03719056023668499,0.06865435032932925,0.09353405249595825,0.09002288476787909
HALLMARK_COAGULATION,0.05213130494773281,0.0537400878472532,0.11488141264925542,0.06658358137346466
HALLMARK_COMPLEMENT,0.02964007127986808,0.054027493558518935,-0.02403147711332923,0.08687671079033862
HALLMARK_DNA_REPAIR,0.09496729407547375,0.03695668469725675,0.023357352043098432,0.07326298228438094
HALLMARK_E2F_TARGETS,0.04752086118916576,0.03539797454196543,-0.049344072501930215,0.040312821957650784
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1091742373198118,0.061370244082780266,0.0981388003087282,0.04093693944857748
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09133686538298999,0.0391084412906728,0.06963552945112034,0.022796876828289646
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02197869889354608,0.04846988436413382,0.026895812903931938,0.04341418413844929
HALLMARK_FATTY_ACID_METABOLISM,0.09558824215818756,0.01095414310529156,0.09603067732457522,-0.015758244115266603
HALLMARK_G2M_CHECKPOINT,0.08984816331561364,0.04953601944172585,0.019978015101704657,0.041675075252790246
HALLMARK_GLYCOLYSIS,0.08754100438753787,-0.0055768144063208114,0.07722664547830788,-0.04304622237859958
HALLMARK_HEDGEHOG_SIGNALING,0.06717329391230256,-0.010022927202838596,0.023308263109103132,0.07445274442640315
HALLMARK_HEME_METABOLISM,0.0828754062906529,0.03133894189470021,0.04833660340087427,0.026564911319627012
HALLMARK_HYPOXIA,0.04930106387207323,-0.005440208560998853,0.05068876784583761,-0.04466063886441482
HALLMARK_IL2_STAT5_SIGNALING,0.08124292387000188,-0.024271298072507195,0.03605523734906026,0.0078122544546824135
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0963885219109679,0.019064350565802416,-0.005106687424906247,0.01922816395746724
HALLMARK_INFLAMMATORY_RESPONSE,0.08366167260324651,-0.017556954927053604,-0.008223425464267527,0.02196781389594704
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05253291241828154,0.022436884382812168,-0.005297979914479634,0.01749764350293245
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.05704342815127158,0.08333326628191161,0.038511274352546754,0.06454677496975558
HALLMARK_KRAS_SIGNALING_DN,0.02479622081983142,-0.0282899138941099,0.021804326911658824,0.048040704201279975
HALLMARK_KRAS_SIGNALING_UP,0.06843092338909824,-0.04268199827713165,-0.030538520512399577,0.08626545732417479
