,UKF266,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.03298247714837506,0.04687334213718167,0.12051672999109321,0.04917554228673985,0.12317739073077866,0.02557019722569915
HALLMARK_ALLOGRAFT_REJECTION,-0.002082290681399191,-0.04035849674723234,-0.20157567598686976,-0.06145768997920384,0.07215512516341185,-0.015279483449345961
HALLMARK_ANDROGEN_RESPONSE,0.026675075903520678,0.07522120193639627,-0.0706337004280842,-0.020325326877515804,0.1448908945710146,0.026585320323610658
HALLMARK_ANGIOGENESIS,-0.023569799849733026,-0.08753231734480285,-0.17638581739091383,-0.06494628297782389,0.03942713009338357,-0.020470661292002947
HALLMARK_APICAL_JUNCTION,0.016727471190017103,0.05564014149549998,0.06492101208752765,-0.05341829089735173,0.13933116520199862,0.04422049337966757
HALLMARK_APICAL_SURFACE,0.021463027407454323,0.08171592100138236,0.08666054660329481,-0.011192301348714425,0.07338030101292292,-0.03974913485027588
HALLMARK_APOPTOSIS,0.02983358414885553,-0.042701566591541264,-0.04251079135365378,0.0542944965531026,-0.009519332903381132,-0.01471324579113811
HALLMARK_BILE_ACID_METABOLISM,0.06240951613977206,-0.039778138090558926,-0.029074141761975158,-0.047504464987126536,0.10541540757629761,-0.003930355039185147
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.022966977765306578,-0.06545731032374931,-0.1516374697513184,-0.08958644904796773,0.13658636343285774,0.005197803812352046
HALLMARK_COAGULATION,0.008075584947292984,-0.06456080077007798,-0.18926950880258706,-0.0836177049078195,0.08997800130123082,-0.004820252911525244
HALLMARK_COMPLEMENT,-0.004021429239458467,0.04059456118290716,-0.15615083323330348,0.03888593080776401,0.07530857078688574,0.03755228046034315
HALLMARK_DNA_REPAIR,0.002199495198762525,0.005466199005023909,0.1793351373871298,-0.04139246913280054,0.10311331153029452,0.0680976486498944
HALLMARK_E2F_TARGETS,0.011575182728636285,0.053833071608419866,0.17407515043196106,-0.060931474283742425,0.08261146174431999,0.028705051787292015
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.021782647413716813,-0.05318307776467648,-0.15819045968157433,-0.11078517484694834,0.0374479230398589,-0.004074528564164306
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04667915251831432,0.011718009621835475,0.14302708940124248,0.0802144711539196,0.11272547890710433,0.06946812004848907
HALLMARK_ESTROGEN_RESPONSE_LATE,0.057198669046051746,0.0599942609606037,-0.028758742678221344,-0.060986761229486874,0.12916298326928352,0.002827998009334224
HALLMARK_FATTY_ACID_METABOLISM,0.033435545437128796,0.02579159458026425,0.020064806439997265,0.0445941787521355,-0.009011924962831373,0.004804069434013198
HALLMARK_G2M_CHECKPOINT,-0.027040044485712133,-0.016806904917973133,-0.009791432814668854,-0.09148277494502709,0.06829272609786222,0.0002819118036260613
HALLMARK_GLYCOLYSIS,0.006442918087139207,0.05218497600209664,0.21207042392777983,0.006329547381328083,0.11429766743791357,0.06127642891306058
