,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.023182627667107596,0.03531635597629372,0.00809095871308174,0.005068338551237378,0.10266510716122594,0.0003793700498709269,-0.03581510541170187,0.005919543900911681,0.036010926395422006,0.044882204757195586,0.05678662458685845,-0.022635762338462463,-0.03685696013721969,0.3219316228101952,0.28735990690620994,0.0923894451017045,0.10471907518730281,0.11876289208894147,0.1431955863588642,-0.00787218996878882
HALLMARK_ALLOGRAFT_REJECTION,0.1057354091828269,0.12197516013880375,0.005350970085382574,-0.0016238456274634658,0.11096304357139573,0.0686764755012393,-0.011865620623102506,-0.012490129693319345,-0.00267575475646699,-0.013570897806236324,0.03879287650192559,0.08205052379469654,0.07373693655560701,0.11055407974076129,0.18681384311693108,0.11077561299457205,0.2015452035861519,0.2405211596265937,0.17546580622515526,-0.013711684949296999
HALLMARK_ANDROGEN_RESPONSE,0.03183491451942591,0.056241714471012845,0.012026399314577935,0.043432736503396165,0.03328838617066306,0.04607936075213301,-0.043112756001589723,0.00315451605091811,0.05771180741623712,0.04698125385614231,0.02135440686956446,-0.01322638290459547,-0.053930927349097685,0.2825889640567447,0.27512653642428403,0.024541081267790116,0.24640486403850012,0.17514294140021663,0.1765955340112238,0.06251447647064566
HALLMARK_ANGIOGENESIS,0.03513915157649318,0.05950709721846194,-0.012746808438057124,-0.027614484840925886,-0.09103773313361282,0.04745285039682442,-0.05884404377693459,-0.073977393592274,0.049039585560965555,-0.07465319735566832,-0.0845617417737985,0.0012780118875194565,-0.019049071857146146,-0.015003881153072662,-0.1552220702396961,0.04311869548046459,0.22632569662032015,0.0873807598776747,0.11450358631322302,0.022372618372332
HALLMARK_APICAL_JUNCTION,0.057994459161126145,0.11983381250467183,0.04014282675209696,0.0659916264768699,0.10597099278190009,0.07052753620952638,-0.032271044348096224,-0.0706979744781196,0.027414709310606904,0.03439669526084722,-0.0041478096050435185,-0.004331657244581816,0.006012097561849601,0.3070787883899502,0.27960099275616557,0.06679717147347726,0.2847776037749713,0.14719381592689781,0.19435992084541692,0.006764531168840019
HALLMARK_APICAL_SURFACE,0.09377734141077493,0.011631581573129254,0.03732079767200294,0.058161189744299575,0.059684786740865955,-0.09990992487029719,0.01168691310436058,0.016742158658402017,0.015691392368077525,0.07318788210007478,0.01953616667713231,0.02108012572411584,-0.02284030238703888,0.3177788257740924,0.232688965010151,-0.03025568452238411,0.10404077424926811,0.14560059865210484,0.04180738379913463,0.0609397716258776
HALLMARK_APOPTOSIS,0.09951486147620588,0.08327542936609873,-0.0008767188869498555,0.021372495704655388,-0.04466249225333468,-0.03782095642152784,-0.008415079519913935,-0.0821946232121836,0.023919161340221172,0.04030258793156081,0.08016058406413537,0.0341544276384367,0.07570093184169766,-0.07571854867146531,-0.051658208711277874,0.05107624555551391,0.15512481206492035,0.25743300171823874,0.1406761056740513,-0.011794587547601824
HALLMARK_BILE_ACID_METABOLISM,-0.0018397684998307856,-0.0007079312980462356,-0.03186365802297223,-0.02814056949353455,0.09110748951728115,0.005506212254096791,-0.06386438861428886,0.04019690775447364,0.0055708413906156795,0.07984642809804582,0.03352648616655819,0.0662773886710986,-0.026929092926286265,0.23181422710074373,0.21167614368770826,0.07932694137782442,0.12001162609403337,0.07701925205918042,0.15801720059613472,0.09550875864673089
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0016142126372771686,-0.10609727151674321,-0.027760699328350798,0.006715466632172655,0.06756300094047049,0.04906904563757323,-0.030828207478540398,-0.05815624659690322,0.02028145532593103,0.05692552514753692,-0.025894121704377434,-0.06510737324185534,-0.02272611902436769,0.3465502936422009,0.30539918714925784,0.030598204656455397,-0.08686117452185829,-0.03348494042324499,0.057568324263066975,0.14180562046261333
HALLMARK_COAGULATION,0.09601098919819444,0.1401160154557952,-0.007671150013372002,-0.038736426499822306,0.06103721914867756,0.05503925234385103,-0.038836859900942544,-0.02297273817117312,0.07847347409104166,0.030122104804437028,0.01160006598440244,0.00499385238016155,0.09886662729624535,0.20244854072465526,0.17134722582877837,0.07576188826918709,0.07460067368630215,0.26419778885393336,0.1678741063194348,0.05283882788677797
