,UKF248,UKF259,UKF296,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02663005802831656,0.03238735563257476,0.04867979457873364,-0.026301296764974075,0.11064717687779252,0.11942574407869942,0.008223956780881416,0.08903004862648019,0.03609583428171677
HALLMARK_ALLOGRAFT_REJECTION,0.02745119858988926,0.03725708061977309,0.03299925745285163,-0.08382131740964528,-0.022869267405769757,0.10266969988797191,0.07125248806219862,0.013110806101802886,0.027646839873099318
HALLMARK_ANDROGEN_RESPONSE,0.049040261322927985,-0.0027582519102758,0.0748060133673911,-0.017226280457079676,0.12404977657498534,0.09456506174808663,0.03566957004033094,0.071928301017013,0.045761684085093624
HALLMARK_ANGIOGENESIS,0.09175073377793251,-0.05965808206640443,0.06225028592369333,0.14439197778743992,-0.032886984290815394,-0.09280674412075043,0.04100492645857496,-0.07156164494353727,0.06697555552717668
HALLMARK_APICAL_JUNCTION,0.009797362920318804,0.01610924044200272,0.03694846067666176,-0.0186796042101793,0.1171576085051761,0.10275577192042541,0.04583660399945979,0.05663510005715175,0.030759625230029484
HALLMARK_APICAL_SURFACE,-0.03466889194979209,0.01692985342570726,0.04434069413833542,-0.07485223508050749,0.07152361263014602,0.1296452931767397,-0.0032179083634791303,0.03993390446829927,0.029161115537672425
HALLMARK_APOPTOSIS,0.08972791497653022,-0.03856842073716448,-0.007331424689646996,-0.051754056789808725,-0.060507623719090374,-0.03853701361270428,0.046772577231815514,0.017466794915908655,0.016359387338259125
HALLMARK_BILE_ACID_METABOLISM,0.02808423151893113,0.005000692071673639,0.028128813835358264,-0.041572746351150415,0.14227052781508695,0.11660119993573378,0.03120371316427405,0.08441065217036914,0.08340894317202935
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0128952116114278,0.03664135748377969,0.04825697967869797,0.05166858546794463,0.12688172770192843,0.14142115488350215,-0.04439900552962873,0.10130518886521712,0.09612250993944053
HALLMARK_COAGULATION,0.0787726161351988,-0.001758286782338756,0.06810080389012503,-0.08967519368795471,0.046780166780655656,0.10299673643497513,0.041580379523300404,0.0006548094774989121,0.01192625899693739
HALLMARK_COMPLEMENT,0.08364957435123019,0.07583531393406084,0.044451644996864374,0.024017425060580487,0.09548132575465058,0.07531986497722412,0.016752365147969364,0.11514546844097313,0.036032004193509104
HALLMARK_DNA_REPAIR,0.0027976957170246894,-0.03098804556977661,0.06936376085587595,-0.017717302306339597,0.13019637718715946,0.1435480958413316,0.027629815278693005,0.10439449473777206,0.0781647325871867
