,UKF304,ZH916inf
HALLMARK_ADIPOGENESIS,-0.010496539429797584,0.035934698666129354
HALLMARK_ALLOGRAFT_REJECTION,0.03885177296494853,-0.026484917775562757
HALLMARK_ANDROGEN_RESPONSE,0.06639220799987072,-0.040692879257067036
HALLMARK_ANGIOGENESIS,0.07756731298298829,0.03371070989872641
HALLMARK_APICAL_JUNCTION,0.012172664014836677,0.03388507603136894
HALLMARK_APICAL_SURFACE,0.0475953215063566,-0.015652074618287118
HALLMARK_APOPTOSIS,0.03385161675771619,-0.012502930358227402
HALLMARK_BILE_ACID_METABOLISM,0.0960111851059339,0.07773091207181296
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08802663856092331,0.09170719332842182
HALLMARK_COAGULATION,0.06369435125083893,0.057203579573699745
HALLMARK_COMPLEMENT,0.012005001888070873,0.0013542537295898446
HALLMARK_DNA_REPAIR,-0.000330480664383013,-0.0030583001614139255
HALLMARK_E2F_TARGETS,-0.0009513451414231739,-0.003949344932205641
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.059287129525856984,0.05035305588804927
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02113077571317029,0.06577145565003654
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01313548140442059,-0.018171824300514075
HALLMARK_FATTY_ACID_METABOLISM,-0.016981974593811715,0.03527599058120161
HALLMARK_G2M_CHECKPOINT,0.0012345177199662636,-0.04806003772495492
HALLMARK_GLYCOLYSIS,-0.04102864325681614,-0.0042980267004931235
HALLMARK_HEDGEHOG_SIGNALING,-0.06474312087468963,0.005265826907605907
HALLMARK_HEME_METABOLISM,-0.014065312346086595,0.04279466529032724
HALLMARK_HYPOXIA,0.0042519318502202185,-0.008746635447768764
HALLMARK_IL2_STAT5_SIGNALING,0.08220195186169565,0.018072294718284587
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.032831408251682334,-0.0819537234944112
HALLMARK_INFLAMMATORY_RESPONSE,0.006759462060348351,0.11323353317815205
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07214392343312806,0.0789492278839184
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06648573744491816,0.00021284484479822496
HALLMARK_KRAS_SIGNALING_DN,-0.017914363637688044,0.09168742375386937
HALLMARK_KRAS_SIGNALING_UP,-0.06403628922555955,0.06354615396069653
HALLMARK_MITOTIC_SPINDLE,0.03163422388616363,0.07897346644275662
HALLMARK_MTORC1_SIGNALING,-0.010493480910512543,0.011714142007534482
HALLMARK_MYC_TARGETS_V1,-0.015468877675913598,0.004759291524884437
HALLMARK_MYC_TARGETS_V2,0.037354203914189844,-0.042328047784192475
HALLMARK_MYOGENESIS,0.018439835176245808,0.04910588104182705
HALLMARK_NOTCH_SIGNALING,-0.022688842947589122,0.10920872048306361
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.028880182249899303,0.012275794863114137
HALLMARK_P53_PATHWAY,-0.025530935582269435,0.04499287534046577
HALLMARK_PANCREAS_BETA_CELLS,-0.0914011226807245,-0.015279280533655354
HALLMARK_PEROXISOME,0.011178660185021535,-0.032501079570204684
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.02434692264229205,0.03424918463241701
HALLMARK_PROTEIN_SECRETION,-0.022914702833253673,0.09536708947050092
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08120729076766298,-0.055221117945720266
HALLMARK_SPERMATOGENESIS,-0.019372209282299012,0.10044395661316376
HALLMARK_TGF_BETA_SIGNALING,-0.020816076858919855,-0.004713919972559121
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.016965890292760837,-0.10526371829264983
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.0006755779886947801,0.027058210189084525
HALLMARK_UV_RESPONSE_DN,-0.07819743891036654,0.08979219568920875
HALLMARK_UV_RESPONSE_UP,-0.023293208598986658,-0.067249730005682
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.004147307337045977,0.00998853335774389
HALLMARK_XENOBIOTIC_METABOLISM,0.055758184580477564,0.059465516834783794
