,UKF243,UKF251,UKF259,UKF260,UKF275,UKF304,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06430773180500525,0.08385020778412182,0.02125157313449764,-0.0205373534709151,-0.030420229510687288,0.05803768754791849,0.08911980113990332,0.02021813647392954,0.07589076080633039,0.15912847655426984,0.024811668028413676
HALLMARK_ALLOGRAFT_REJECTION,0.015095677457738342,0.035055333917035185,0.07639355262585443,-0.05825817642808321,0.10978354361302503,0.016708954754694076,0.1623853345441584,0.012174273267870964,0.01695064940265807,0.18463855345513128,0.034819522246850296
HALLMARK_ANDROGEN_RESPONSE,0.09514372924965737,0.07417361038581377,0.019401959022385146,-0.04798599671571086,0.11855379823089907,0.009810566882112029,0.12635003396010452,0.05734399406593061,0.11376533024904709,0.17304172824137268,0.09702452695360093
HALLMARK_ANGIOGENESIS,0.02284379116519508,0.03196731401013509,0.033496217280447126,-0.09013609160103364,0.07184120898218677,0.06593156268739875,0.08666410717455619,0.02350726142866644,0.037758745625803114,0.01713110702277531,-0.015678618165190793
HALLMARK_APICAL_JUNCTION,0.07185185757644119,0.08018567567597987,0.05942863723144817,0.09246523941877842,0.07366043625663138,0.06794815668560439,0.07968202513115237,0.03394478124234293,0.09018657118828351,0.18296645754944044,0.02409179062577206
HALLMARK_APICAL_SURFACE,0.06048985565318009,0.04489664264809564,0.03828807737740702,0.04224634018597612,0.08449109716078262,-0.05607113381836646,-0.01383148636868041,-0.08298809799327278,0.04669389044858388,0.16772634077013945,0.012448222045718577
HALLMARK_APOPTOSIS,-0.05119655462872136,0.01532242946255464,0.021200559675746643,0.045427473161649586,0.12031035543436215,0.04588992679901863,-0.02530801196458817,0.028405570817239392,0.0066346498400892545,0.1524175250564496,0.04445256047372639
HALLMARK_BILE_ACID_METABOLISM,0.07657919028474705,-0.008802269895000128,0.014572596865002736,0.03949549627413201,0.07385076426299238,0.018425299554521213,-0.0207955142168022,-0.04599246801260825,0.07964132853404261,0.09521853780740104,0.04843742681709321
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0801653872841387,0.05620310918898821,0.005847211327267826,0.08674861048975914,0.04337441352164213,0.06418235335697617,0.0535105326704916,-0.034516573362306034,0.055195764403510324,0.09175363257525164,0.03889795512444258
HALLMARK_COAGULATION,-0.03439474472079746,0.025527318078833256,0.053596314370968116,0.08858034857027784,0.06909192012719911,0.10091483892104158,0.0876218931492538,0.03424597503709676,0.10907186685906077,0.2204219006421692,0.05550283587711425
