,UKF266,ZH881T1,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04879498263549598,0.043808384487853846,-0.00853951442582512,0.03302144366235649
HALLMARK_ALLOGRAFT_REJECTION,-0.015937445774519266,0.03897499055415857,-0.04509671763902267,-0.040547850957034434
HALLMARK_ANDROGEN_RESPONSE,-0.039450045875014654,0.04477359529383585,0.0362739462782864,0.01734878480340192
HALLMARK_ANGIOGENESIS,-0.04074219319425743,-0.017598405915979592,-0.06166628946943288,-0.017067342835945076
HALLMARK_APICAL_JUNCTION,-0.042673982122781985,0.07773619010542447,0.009485408852225815,0.02434567322268975
HALLMARK_APICAL_SURFACE,0.023121501171374365,0.021011529502467624,0.03190685088531007,0.0561534939930456
HALLMARK_APOPTOSIS,-0.005845389563380692,-0.0038199088531325376,-0.029760717066645456,0.008858784192639297
HALLMARK_BILE_ACID_METABOLISM,0.0686437864262503,0.032403942207996764,-0.02820127887762498,-0.01651092268316546
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.061339236369139905,0.038972960089002355,-0.014807274993117236,-0.0005691286057889817
HALLMARK_COAGULATION,-0.026997285477752476,-0.03725698720708732,-0.04460908614084788,0.04349158923727626
HALLMARK_COMPLEMENT,-0.008255912903043889,0.03519202622849446,0.027495958333914956,0.0676357101759808
HALLMARK_DNA_REPAIR,0.023915461082740133,0.1093469782384093,0.06643446309380059,-0.014670501961324231
HALLMARK_E2F_TARGETS,-0.02954567620486634,0.13622927267239918,-0.04710925003407034,-0.014083923936367728
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04270302197016559,0.013248538065261163,-0.07743865439082662,0.03709941996628234
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06714607628151187,0.08366532918477565,0.027088926026775244,0.03636566791621132
HALLMARK_ESTROGEN_RESPONSE_LATE,0.032436619359233115,-0.0037075893456825805,0.008419282276587897,0.03661380497233328
HALLMARK_FATTY_ACID_METABOLISM,-0.03085639735931444,0.023518332674152938,-0.04217783245559626,-0.018436899907112312
HALLMARK_G2M_CHECKPOINT,-0.019440026698036766,0.03339846569790627,-0.010937034436514816,-0.013848639259278055
HALLMARK_GLYCOLYSIS,0.026600882686800602,0.10953606202779845,0.01680150682405498,0.031607026783178
HALLMARK_HEDGEHOG_SIGNALING,0.036972948406617016,0.06910418097647046,0.04391919870758985,0.05684662668240769
HALLMARK_HEME_METABOLISM,0.006908759514800473,0.06077533368453839,-0.03228239599432052,0.06390709603343506
HALLMARK_HYPOXIA,-0.0059583336156651115,-0.00998824252527096,-0.03476257903211756,-0.019877421100180214
HALLMARK_IL2_STAT5_SIGNALING,-0.014432919720180308,0.08897789288055519,-0.06190456208358278,0.05691154591134547
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.036747749597710246,0.03144663448036412,0.00018914235720806347,0.00919042197170361
HALLMARK_INFLAMMATORY_RESPONSE,0.027455799173630932,-0.017979200262393684,-0.03880260206772792,0.010557154226152237
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.06554224349744812,0.03532717570090106,-0.018761548379529848,-0.008197996191742723
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0068923980297440545,0.022354537268672876,-0.03145300785380532,-0.08517797236903693
HALLMARK_KRAS_SIGNALING_DN,0.06040958977616053,0.1208726673087876,-0.01812152176465517,0.07398791312374295
HALLMARK_KRAS_SIGNALING_UP,0.05230159889669179,0.07561992157748489,0.011002675382034881,0.06769220221405386
HALLMARK_MITOTIC_SPINDLE,0.016450328525642793,0.10042385755170842,-0.04889118071010402,0.06129308367911719
HALLMARK_MTORC1_SIGNALING,0.006377104807562767,0.04236542496933098,0.028858017085474297,0.0012458859507814984
HALLMARK_MYC_TARGETS_V1,-0.021661623865189703,0.11350420864063276,0.009780263450021004,-0.05032481228700182
HALLMARK_MYC_TARGETS_V2,-0.01295961284322238,0.042393609233635644,0.005553673286283924,0.028109495537112342
HALLMARK_MYOGENESIS,0.053055655330838315,0.028686379979408917,-0.011546487055062117,0.08144554955725765
HALLMARK_NOTCH_SIGNALING,0.017312469546448172,0.05852314891098061,0.028775828923303937,0.009171071440143714
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04522280899106326,0.09891991713250317,0.05155354750737869,-0.02053946576859039
HALLMARK_P53_PATHWAY,-0.00038186016590593437,0.0703994645295258,-0.048679135251704475,-0.013563955734080991
HALLMARK_PANCREAS_BETA_CELLS,0.09097399819100953,0.09815091537840957,0.07610757144438747,0.09453471482320333
HALLMARK_PEROXISOME,-0.02400253797386195,0.026027108337142286,0.02420700725228946,0.019410415526180468
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03645852884261021,0.11436440188388021,-0.007431599735732581,0.06612810656733203
HALLMARK_PROTEIN_SECRETION,0.04674079901216661,0.08524718508098489,-0.008209757255161583,0.033547635054022557
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.023405039708741224,0.025489803914451846,-0.01773116452241802,-0.02114380039810663
HALLMARK_SPERMATOGENESIS,0.03851195437829527,0.10687696430708836,0.03740213404838096,0.06777679634514053
HALLMARK_TGF_BETA_SIGNALING,-0.027139803203202698,0.04101511939939975,0.06142063818472369,0.0785199631411012
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0531004237770417,0.03622931716719225,-0.07494782342001949,-0.05128777189895571
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.015632936689285785,0.10929434488227634,0.0074268328223267,0.016142457027428978
HALLMARK_UV_RESPONSE_DN,0.054410227246446695,-0.003694955877061064,0.04402653644738434,0.07239885597871672
HALLMARK_UV_RESPONSE_UP,0.05783346212180673,0.07812103779033702,0.023212420905811833,0.04649510407632328
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.025655590045380133,0.042811903690268265,-0.024185327841512526,-0.00981476446655609
HALLMARK_XENOBIOTIC_METABOLISM,0.011340706360009792,0.007771185765146544,0.07184542120248467,0.019496848473321223
