,UKF248,UKF255,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.04902559085106517,0.05102276684545362,0.11339920194948558,0.026119973930548337,0.13366634462438848,-0.10094145907353204,0.08197965827663904,0.1541085864957417,0.07843772487833651,0.05785434448776314
HALLMARK_ALLOGRAFT_REJECTION,0.04688383058288732,0.02115828355343545,0.13563230596274736,-0.0034158053753293605,0.11411117905677144,-0.02714979556891262,0.04764182757062491,0.08661298891084829,0.06107773977931539,-0.009362816581685222
HALLMARK_ANDROGEN_RESPONSE,0.0663074558100424,0.08932523482967733,0.14340817218779586,0.02419967651354576,0.11262426667700828,-0.0647507707644995,0.0786318464751805,0.13251641091166813,0.062279119477400564,0.0225804824987063
HALLMARK_ANGIOGENESIS,-0.06224879124152386,-0.05547169573135192,0.11752394624480447,0.07104263905615794,0.11016387154824171,-0.02593457451510839,0.030357714192616226,-0.08746919389612477,-0.020718281077034696,-0.07366240810947847
HALLMARK_APICAL_JUNCTION,0.051174645431367634,0.01757408916336769,0.1103714659894459,0.0624279765641919,0.1342985754781734,-0.06484451606379417,0.09236189376658485,0.144594918640626,0.05629381282920529,0.028782322742345164
HALLMARK_APICAL_SURFACE,0.06058284322051928,-0.04588715460626894,-0.07414236941699134,-0.045634494595525016,0.01704509658386657,0.01739495477470396,0.06171620963168251,0.12058445054160401,-0.017227612711586023,-0.011370271868728304
HALLMARK_APOPTOSIS,0.036599307161533506,0.054036659941260896,0.015337772043018793,0.03951442510210515,0.08472858627849818,-0.13634051409409978,0.011779362711383065,-0.09606399544822392,0.0009168216090258948,-0.03165061107875013
HALLMARK_BILE_ACID_METABOLISM,0.028756137353485183,-0.03359363421151825,0.101003255605505,0.0278322988814691,0.09137029687183583,0.0019794527447796347,0.09006002689258498,0.17166216508060708,0.07360395755877529,0.07755468496869963
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.019344533222886363,0.05980931361406417,0.10722013479698976,0.04930067632741925,0.08415850182720484,-0.12805811121643568,0.09624322440523751,0.18728480551446516,0.0820214013037403,0.07432648174108775
HALLMARK_COAGULATION,0.06639221756359168,0.03879311918675894,0.11994210382550205,0.013901264156654458,0.10660818039794848,-0.09451038373246966,0.08183488181272756,0.07847413909245476,0.036231066479874646,-0.02707362407408612
HALLMARK_COMPLEMENT,-0.003073840098631155,0.06681760570983195,0.11845347825939918,0.03586359369745351,0.1775862781236632,-0.06013988348903296,0.0978790052276626,0.10764443926392352,0.03376106848760247,0.0362270938269319
HALLMARK_DNA_REPAIR,0.04987691169110566,0.107716480834085,0.14312500398618153,0.04679399400797722,0.10776411679721763,-0.08944347588799627,0.08360957991118219,0.1738105282013572,0.08090361242360626,0.09975478999431145
HALLMARK_E2F_TARGETS,0.04288536717266305,-0.004651864044598971,0.15803873266319443,0.051105378845167554,0.01764959494876349,-0.012229554673694456,0.10060059717521833,0.10049915782319567,0.03244314082334365,0.0636220286698811
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.028791475962447414,0.06455633296824426,0.11885785257141895,0.05894517314997906,0.10912312524083133,-0.17985886995250358,0.027943280739395254,-0.043540247994374955,0.04716067468589461,-0.036670776681934435
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015309725521939264,0.022210016552113965,0.062451390199521145,-0.07278484685809414,0.026046822844241185,-0.021191340934755235,0.06706174094450376,0.07200886412621339,0.040270509908664924,0.10873174659256936
HALLMARK_ESTROGEN_RESPONSE_LATE,0.014722237680551668,0.025019275287263772,-0.016414775413002233,0.06747594834021478,0.133403189681076,0.06538761629453216,0.0969692201175564,0.14769440804695255,0.07417575432412189,0.022524999669531233
HALLMARK_FATTY_ACID_METABOLISM,-0.007063354688027895,0.0806642829807022,0.06887231852730874,0.0989199009165008,0.08450225821661932,0.03571263844743826,0.017008715075282618,0.0527777927151545,0.035080198897443314,0.07614579674219184
HALLMARK_G2M_CHECKPOINT,0.005947040447303069,0.10507797198307121,0.1422607054446734,0.05846757892585459,0.03090967691211721,-0.07245161453030198,0.08734801192516582,0.05575419322502266,0.06338184844742768,0.08359179119685285
HALLMARK_GLYCOLYSIS,-0.022073721440734058,0.05289208812316895,0.0967271222476135,0.02063041289902116,0.08665011576734487,-0.10277001827031113,0.0817373774809039,0.11201629100285074,-0.009194897209673094,0.11000870816880921
HALLMARK_HEDGEHOG_SIGNALING,0.03757225061191172,-0.03730202300710862,-0.07585765837329243,-0.05284084187002899,0.03140647370600719,-0.15755161032994958,0.050051414880818414,0.04232730774272981,0.05748396476933055,0.06255434522667007
HALLMARK_HEME_METABOLISM,0.059184024738132224,0.06123116731397466,0.1348142663086651,0.020052910951450745,0.11678151902790877,-0.051008940685794285,0.07278512316300137,0.15870384575849897,0.048646388557638164,0.07144538967487314
HALLMARK_HYPOXIA,-0.06054136321499917,0.058815559244654,-0.06668984613456648,0.03839772226990783,0.07540485362149432,-0.027977883783497942,-0.01640611481514964,-0.004496498789181075,0.035594516579376324,0.05834742109221621
HALLMARK_IL2_STAT5_SIGNALING,0.07268862636445121,-0.02859535864299085,0.13446251684372132,-0.020061356183317253,0.12717735825353477,0.012191181067251818,0.07544973092568542,0.15196425587281157,0.009349606757744678,0.10002908651967493
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.030477395375834233,0.022323358632639,0.09065717468885147,0.07188081796126514,0.07545166519739706,-0.0020213226131426025,0.13056173148655578,0.08494821768017442,0.02941034746484146,0.07299885188886836
HALLMARK_INFLAMMATORY_RESPONSE,0.0066097048719113,0.11745187259538796,0.09357453799274404,0.06683282757150688,0.06330481010272085,-0.13541680453723814,0.01444154575532598,0.0026475165859206357,0.06181589289237233,0.03576160955254119
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09342579175437844,-0.050624549574365546,0.14041068082656818,-0.008831137232006602,0.03728634379077197,-0.012317657631597388,0.07906856764110798,0.1381326906373023,0.02314977841551612,0.04387806050274741
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04459092857398446,0.10103285578720467,0.09984049797827432,-0.00797776831795816,0.12503424343268207,-0.16188185863029894,0.06613950608966553,0.008464169846404251,0.04385074123568615,-0.02925985216940267
HALLMARK_KRAS_SIGNALING_DN,-0.029192620706000955,0.03321150625895868,-0.04431753770679757,-0.020385738349907714,0.011165367948940094,-0.04039994604951297,0.04512696595693524,0.18068629001186526,0.013877716759898009,0.09901782279956682
HALLMARK_KRAS_SIGNALING_UP,0.03540242608299032,0.08054036071299299,0.03413246147121582,-0.03662782803772888,0.1606434414523179,-0.04907491092108527,0.08574249725909243,0.09740985998249027,0.04209074379299365,0.022991724853352123
HALLMARK_MITOTIC_SPINDLE,0.030582924582514204,0.04176953691440949,0.13350010326362952,0.023979390160857605,0.1598674642804925,-0.028363836989629902,0.0682726342826837,0.13073438939589224,0.03958821089296926,0.07434915428181912
HALLMARK_MTORC1_SIGNALING,-0.03347696475347576,0.015986423885008143,0.06651696755484296,0.07503106417640529,0.11072367176423187,-0.09528649702899544,-0.02277547538028105,0.0036406983144988223,-0.0053712762394456095,0.07710314155902628
HALLMARK_MYC_TARGETS_V1,0.06070905752921804,0.06689274229635944,0.1587690315283521,0.0461279279075561,0.06664725314088979,-0.099533332478896,0.05653704663960623,0.1918521545968967,0.0699582309769879,0.13494353348916813
HALLMARK_MYC_TARGETS_V2,0.04050585924440179,-0.03249610241009772,0.12576055194476687,-0.0310917146545053,-0.04532783366347224,-0.11727744443488748,0.012488471048339066,0.09101707541609057,0.028175949841496392,0.03535729670509029
HALLMARK_MYOGENESIS,0.05794285872528751,0.002468243504935766,-0.03935396248285537,-0.009776105538655855,0.1065205231010883,-0.07360049188230093,0.05513680945282708,0.12944827790579488,0.05731145074809518,-0.0025950660965905893
HALLMARK_NOTCH_SIGNALING,0.09981925757934419,-0.023339846465729088,0.13280222298508534,0.011923784744177832,0.11499107193628423,-0.054875237871805316,0.05172316950255588,0.1529305770472553,0.011854698690922328,0.07019675708164358
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.054711251364654975,0.0798195406578947,0.03285995268666552,0.0012523705434883657,0.0029934862870517943,-0.12164069403677752,0.05886092870788286,0.19408643576786352,0.04392780651909648,0.1206310902089039
HALLMARK_P53_PATHWAY,-0.02464303620450608,0.08586490296974997,0.10354718995498922,0.014561605032344183,0.09852918135635919,-0.045110192540772275,0.04527274393510937,0.193696244848659,0.04362884107338436,0.15256473825870945
HALLMARK_PANCREAS_BETA_CELLS,0.05043039600973926,0.070789709321617,-0.018982078873257386,-0.006491743157133518,0.09435575380041872,-0.11335185292069914,0.05053299169622961,0.16142051264249738,0.09577041468998669,0.11918266096612443
HALLMARK_PEROXISOME,-0.0016739560427657427,0.01950839164091555,0.07193723999513074,-0.05748824425974005,0.035670945034348624,0.00033797198563183684,0.02861880540400452,0.12011035677041591,0.020880725302811997,0.08997880172883102
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04459393314182505,0.03924016860158223,0.04036251920565217,-0.0010841414046190447,0.08610387809467526,-0.08109153150799,0.04956950532547126,0.1551486840985137,0.04302361053989046,0.04569447566367543
HALLMARK_PROTEIN_SECRETION,0.013941920967395055,0.116505217980218,0.1260435716911957,-0.00991505647268746,0.1286572896677483,-0.059356479207283055,0.07367369363134998,0.17376776250079257,0.037332928577421105,0.0828106116707142
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03192775567232383,0.06654083491610197,-0.05990913163230054,0.02405951388538642,0.07856698139812963,-0.09564735105402455,0.07659863250768048,0.21849456614929952,-0.00895463918328813,0.09175006620282421
HALLMARK_SPERMATOGENESIS,0.01067916741804296,0.0124944908511888,0.061229069332433765,0.05808031415722479,0.0907979908260231,-0.00045526730932483715,0.028809684468545815,0.16969848468635734,0.04878844048797545,0.12226744049567356
HALLMARK_TGF_BETA_SIGNALING,0.05232122245797518,0.02757336167855643,0.14283840118578367,0.013700755198009586,0.13034152457195752,-0.09056313244931148,0.047583117091432134,0.08041157462921479,0.09029377985683007,-0.009759593352549549
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.057144716739634796,0.0836760719865864,-0.08444933868273526,0.08987456402326928,0.13880081566413957,-0.08238430988414884,0.0944960037071368,0.020128629987189214,0.10726176905864385,0.04599828507857271
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.02842897385428547,0.047553115924794415,0.14051358794821653,0.03462880292634961,0.15110391458610012,-0.017296078782103427,0.08506156804136518,0.15295944439420794,0.07475653329583641,0.09198172016914703
HALLMARK_UV_RESPONSE_DN,0.023829264976008194,0.02820036720061766,-0.0018282771915218493,-0.03967978592439954,0.17809238564514565,0.027595156802796523,0.05279736767447652,0.07890124659409888,0.049938559553209444,-0.005024570904742099
HALLMARK_UV_RESPONSE_UP,0.019202272924806404,0.04251704638774338,-0.050831728601554105,0.013889389193936804,0.07826641713287281,-0.08558157034805589,0.06938421463334855,0.12961072936044193,0.04110957209653767,0.11808516646432923
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.037183466021609365,0.06496298651154755,0.11237667030973357,0.01333970037009822,0.087288495528807,0.011762405758819233,0.03235547323743667,0.10437475176240102,0.04963256956149164,0.010856235733970434
HALLMARK_XENOBIOTIC_METABOLISM,0.006414779790020949,0.1509028999551798,0.08688767358771517,0.02439672151608414,0.11513659885817172,-0.06463258005665616,0.07433186475524053,0.16359446499837146,0.07167653217323952,0.08006771657450307
