,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.017030487781048344,0.037321778391813644,-0.05526057359114014,0.0048910109070493075,0.037027232348827925,0.15419564909641187,0.13003721941184643,0.05009779772920241,0.12608677637512442,0.1351910395891796,0.04113845873027181,-0.0582021202322374
HALLMARK_ALLOGRAFT_REJECTION,0.05520647598933484,0.1426512666687342,0.027762554273438496,0.0627173539424369,0.04185194130561246,0.20766591073322122,0.1201544713016878,0.04801906450459812,0.14396603690092988,0.06651266007991455,0.10579560048999616,0.1386515156870343
HALLMARK_ANDROGEN_RESPONSE,-0.024999723432711056,-0.002884487165703268,-0.00855266763763853,-0.020817522358288498,-7.425389030032818e-05,0.14303531567775238,0.12011610954067645,0.02860366849352689,0.11280345905317646,0.08400452421453113,0.06177926574786954,0.1015619171635432
HALLMARK_ANGIOGENESIS,-0.0035260463097247043,0.03706877780905059,-0.07008884442763373,-0.04292936290355471,0.006906235106593305,0.17226010938584746,-0.0768218410465388,-0.040887989312462174,-0.034840687885570175,-0.1228903585535116,-0.02528245664668421,0.24474762550713255
HALLMARK_APICAL_JUNCTION,0.009139793127110215,0.09282955259704494,0.014366437628713346,-0.006415287609191051,0.03860876406076744,0.17746726941505933,0.12737290840098464,0.07431464649252828,0.100148797382142,0.12631466358645638,0.09299158455753612,0.08409275914692554
HALLMARK_APICAL_SURFACE,-0.014243465562253572,0.008261743212214174,0.015641251164690725,-0.0023664097931969615,0.012152831430122274,-0.1070368692616481,0.10210421939096563,0.009588675878983348,0.09314281978787917,0.044822159767669456,0.017137292686834855,0.09318593403779621
HALLMARK_APOPTOSIS,0.005928984121846793,0.032040675114577775,-0.06374816420576374,0.031846036142164136,0.058559706516558514,0.043849261466023436,0.02380653537534158,0.023564878550305656,-0.069956377917879,-0.04985169723162278,0.015184646425365206,0.11924086863296672
HALLMARK_BILE_ACID_METABOLISM,-0.026073556615739412,-0.023792430053605713,-0.006045550957754341,0.025531134630554182,0.036020804459652805,0.16548490468685786,0.09423781095835089,0.013287347383439858,0.06818836566531564,0.12418823979965037,0.00453272367868322,-0.07695960380886685
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.020909081819089962,-0.07643215333609667,-0.033057928024712226,0.012535215123234644,-0.0012632061811783807,0.09837899093814426,0.13038538628585686,0.058528040677947736,0.13991731556596107,0.10081757580249097,0.004027788223222762,-0.13721585643032036
HALLMARK_COAGULATION,0.037775144776980574,0.12982128183249309,-0.030819075638842303,0.027463041144052992,0.10262884518748075,0.19309536047434317,0.04476629576539138,0.041321801395007254,0.09347613478938462,0.06476936814534838,0.043036744499637195,0.1435917960860439
