,MGH258,UKF248,UKF259,UKF260,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.017401033793236795,0.01725364093914057,0.070268000100195,-0.00798154397906277,0.07607344422105733,0.08176160481060202,0.02076770816963048,-0.08616296782604016,-0.01724440492271748
HALLMARK_ALLOGRAFT_REJECTION,0.016893621253514148,-0.058887136629108446,0.0248227754645356,0.011057825521132002,0.11388856200143758,0.07701556979397135,0.001487858752453583,-0.03439807501213575,0.1071295863337207
HALLMARK_ANDROGEN_RESPONSE,-0.06173578722494043,0.04270343816874331,-0.013892024632957113,0.08742025651436612,0.055932888374987576,0.08590148986018771,0.051267866197363184,-0.008034266212035214,0.049237929159829365
HALLMARK_ANGIOGENESIS,0.06019631681542008,0.08448464970577947,0.016484878262655572,-0.07106380071879502,0.009883639825221864,0.014696154377848462,0.010045037667322712,-0.07103541078095972,0.032920404712263415
HALLMARK_APICAL_JUNCTION,-0.06399587652499117,-0.0032035889770678843,0.03766513841446484,0.00806825996557187,0.10101906182196509,0.08138282951410611,0.05858907772658862,-0.05711520553876269,0.03573161988123413
HALLMARK_APICAL_SURFACE,-0.03610700658743884,-0.005597826733059987,0.06928317563132737,-0.009959591826122396,0.07247302712109731,0.05896319022575225,0.06702844058273062,-0.02783790435546714,-0.05576462561854241
HALLMARK_APOPTOSIS,-0.03771915441714106,-0.012414177379528222,-0.0006167244155293315,0.021817345451737736,0.019134467611330797,-0.022883654951997182,-0.0005008217618239981,-0.02646660155868695,0.021554605028378044
HALLMARK_BILE_ACID_METABOLISM,-0.025263710321713324,-0.01151412632799449,0.05831335499212024,-0.007018047926180857,0.09109939307994681,0.09586705478201552,0.07234686435896405,0.05726530074026288,-0.03845665879931939
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05292605387726767,0.046419966174677925,0.05427431163330515,-0.023090791462954167,0.020493066043361794,0.08997267840915404,0.0102549656964793,-0.017465378382033263,-0.05826620396257023
HALLMARK_COAGULATION,-0.025470782173781473,-0.007809514649126761,0.0440100371195542,0.05010322306408698,0.05630100468062456,0.05867307525206226,0.0586591929124201,-0.08189261497927423,0.02725766927048591
HALLMARK_COMPLEMENT,-0.030612067064206536,0.05623147209789162,0.04593277282028772,0.007415785828065924,0.11085762335506552,0.10564842873228897,0.0027249169308798597,-0.0636141824121929,0.03076911584559741
HALLMARK_DNA_REPAIR,-0.07090142035911523,0.029183149422616485,0.053379276649351555,0.020831859130718867,0.07414561419131883,0.09308157017589327,0.045151521411717355,-0.05015648336220311,-0.03378483702614086
HALLMARK_E2F_TARGETS,-0.047137085071784685,-0.0107761925245715,0.08025772543603867,0.03240188823302461,0.10126201617533545,0.09672652816419862,0.05494462247999357,-0.05021312306088243,-0.008346674106996223
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05696277778280881,0.01805746893832513,0.004848638545324425,-0.05567030139073098,0.052551733484749195,0.0034361666538889933,0.06269330821999618,-0.05576545663568494,0.04880139760798684
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04503386515468521,0.057135111149491186,0.03355094356491476,0.1114550078656016,0.041511098210452645,0.05743199294411477,0.05181653496700107,0.0047374348472660685,-0.04872862567403563
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.017027141558353567,0.0355842854466803,-0.005922741581752497,0.03093853702469945,0.07615329908794748,0.08600434029545431,0.036893348457179384,-0.07514486778075555,-0.011248715305620006
HALLMARK_FATTY_ACID_METABOLISM,-0.03453906721281789,0.03845061315685967,-0.003395323003117641,0.02065712580473783,0.046948345833389714,0.04833690811946992,0.013144566242007667,0.03858864448418251,-0.01244018557007743
HALLMARK_G2M_CHECKPOINT,-0.052881798593951736,0.030863084130482984,0.012176261340160824,0.005067285209091452,0.04657903739447637,0.059401123658394964,0.06918413591154293,-0.01995292759189651,-0.02079562211407172
HALLMARK_GLYCOLYSIS,-0.03941817642683087,0.07685648853857943,0.00347295806098841,0.0010211840775149119,0.05872543649134015,0.06514546130464792,0.06451916833983282,0.020068168049952095,-0.06852717566393793
HALLMARK_HEDGEHOG_SIGNALING,-0.04411218143396526,0.09407249467547303,0.03096236277308412,0.0952889622267146,-0.017458888166168134,0.06607326959134814,0.0444876269987483,-0.05355724896902578,-0.15259024427848603
HALLMARK_HEME_METABOLISM,-0.07024649888023478,0.06333959233726193,0.05683071894178599,0.028869388699274787,0.04485757888079958,0.09533621311721631,0.04720426643033069,-0.05231806399658128,-0.02426597633514811
HALLMARK_HYPOXIA,0.011730889031617892,0.06222386929733522,0.011297781350456691,-0.03790087348229951,0.006236067231219484,-0.013314786299844379,0.006044528171837703,-0.05628345906821951,0.031356849461589
