,UKF259,UKF266,UKF275,UKF296,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03182318399890821,0.07403567308174912,0.041857830659351405,0.0022496246188132194,0.07669133220502133,0.10092187636664383,0.009876612487593521,0.030754883215300198,0.027387564167615747,0.05523385809601937
HALLMARK_ALLOGRAFT_REJECTION,0.007717327133434888,-0.00694097183748338,0.05045936097265287,0.0163745786030262,-0.001590405220161256,0.06298698871602461,0.021923009437886457,0.032460855963816586,0.041506735380187586,0.017215225595743667
HALLMARK_ANDROGEN_RESPONSE,0.018021416118151688,0.06902119997504834,0.035876641411754985,-0.0009361618496132896,-0.030844288593889088,0.10971379321811282,0.0738362575741816,-0.011873592880945116,0.023722179488987846,0.003458775765861387
HALLMARK_ANGIOGENESIS,-0.07427716523498284,0.045269348844876454,-0.0035378309861610942,0.044706195423380196,0.10774380091560551,-0.013386773839082733,0.06783258156673706,-0.0023507796106592787,-0.059228857354908154,-0.06976443611571549
HALLMARK_APICAL_JUNCTION,0.03858210410327951,0.054970930787186074,0.008792043430032821,0.008854798654142227,0.043908476244380865,0.0712144243154265,0.025010420925035526,0.08091413374505237,0.047356891050045945,0.0537121820288606
HALLMARK_APICAL_SURFACE,-0.04367989034624038,0.06363028894146648,0.0010031580450991428,-0.0076055265267741,0.08365510967440808,0.11627015109379324,-0.04372336264965669,0.02295999680102319,-0.012196170036959235,0.04446935979078679
HALLMARK_APOPTOSIS,-0.0017310350380555274,0.004893730782790861,-0.037965605181137126,-0.013277323965957743,0.04606827535384461,-0.014376785581869717,0.045558130768137216,-0.001314723031548504,0.029911191849299162,0.012040574206068029
HALLMARK_BILE_ACID_METABOLISM,0.02429002525935499,0.019708740056274175,-0.018780132921169004,0.012437705920098218,0.08398527572232592,0.10797270113452294,0.01851353406762264,-0.025017901669370148,0.00506872875091913,0.02912959254038505
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009898843131923515,0.03977944875604925,-0.0640759495963167,0.01270598895196167,0.07425283856253033,0.11156559098667439,0.0077275496893020375,-0.006340755974696863,0.026942900860177834,0.03162895588951487
HALLMARK_COAGULATION,0.010364766530198244,0.007377204041651052,0.06765258195528179,0.020098988870456167,0.09163029907053509,0.05166211828519376,0.048533454305353975,-0.04167352991122894,-0.010349401073990608,-0.00485672492053483
HALLMARK_COMPLEMENT,0.010449601231548557,0.037568889111997995,-0.08969385232999777,-0.0064918709228080395,0.08397748038255452,0.09996932046968651,0.02393096486263979,-0.002307420341088969,0.0017567609452701577,0.054835506372484015
HALLMARK_DNA_REPAIR,0.0001680101221778253,0.07972858868152968,0.006150804040385574,0.029677194524930874,0.05943583535583998,0.12893501042457306,0.007181505983509187,0.03974384459718276,0.059341717746358776,0.045594765898720115
HALLMARK_E2F_TARGETS,0.03763844828498435,0.03582016954626121,0.04041715220581751,-0.0028380513175345133,0.06629083442681666,0.08053580481234753,0.009728417918356881,0.043089360280870424,-0.010759325455886485,0.02271758558581562
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.002701403762805735,0.03364486154647323,-0.032427295658518256,-0.0037486166521148805,-0.024805261145383988,0.023505920541347418,0.019912027604384572,0.0013108297227410644,0.013654119713653243,-0.058697080721744566
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0073161777517671564,0.03632600379271881,0.06979312180502788,-0.03181617147262161,-0.007437177317504256,0.057036084135845155,-0.006323142578262413,0.09518030150634095,0.04821068311635312,0.01056900695019332
HALLMARK_ESTROGEN_RESPONSE_LATE,0.035667112293345564,0.03784008295741822,0.0211978553985374,-0.010408573520506937,0.11910147732814086,0.08956477305503777,0.030942139446723395,-0.0016733982781608396,-0.01052191632410481,0.08929266513538889
HALLMARK_FATTY_ACID_METABOLISM,-0.06516216185991819,0.036536268458184105,-0.090912208230405,-0.005199982634247779,-0.018962809893514277,0.03324337212329851,-0.004967976416325999,0.06833550084271355,0.03580496199909896,0.07313517750250177
HALLMARK_G2M_CHECKPOINT,0.01120317967112756,0.02736768731354511,-0.0017012747885828505,0.006312082633139947,0.025972000785169265,0.05220222035332426,0.016508326565179022,0.004706206711889267,0.018174484270350684,-0.024016364002856498
HALLMARK_GLYCOLYSIS,0.0063562909598915245,0.09502911860473313,0.013478566604597331,-0.0019058266251921504,-0.010016811154656314,0.09486132320652063,-0.035776933986224585,0.07341271181849929,0.044686126524825266,0.01733702681621453
HALLMARK_HEDGEHOG_SIGNALING,0.023108626475043567,0.040783873899581255,0.06807390942000446,-0.013003628769353027,-0.038358483868334785,0.044119744491649765,-0.00044999145968033656,0.08880498175234247,0.035025396219536487,0.050168022711834265
HALLMARK_HEME_METABOLISM,0.017118272581741353,0.09562135783861365,0.047849368880940456,0.006568547060659329,0.06999232901907007,0.11395009910869477,0.022212956446187936,0.0034923660002683064,0.050284220104546015,0.08402256953427326
HALLMARK_HYPOXIA,-0.029580876368916348,0.035162709691005975,-0.10084270740124805,0.016865709729195984,-0.04761277715895198,0.000636823167922598,-0.002464730018408125,0.0028920410257958027,0.04267104674367284,-0.040905823498003965
HALLMARK_IL2_STAT5_SIGNALING,0.014415169272758068,0.05622684571791835,0.026547584001152515,0.010594164124377744,0.08188425347473856,0.09441894159543926,0.04153768740975361,0.022109674172025598,0.04465235893410901,0.0019963255331524065
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.013117235531904395,-0.020890501723785704,0.009456850385128399,0.023949878175455262,0.06286685393042513,0.060333554037366205,0.03005441277236977,0.03254028366712441,0.02467081375601211,-0.03544765357755067
HALLMARK_INFLAMMATORY_RESPONSE,0.024323349562621825,0.0011590737731200977,-0.037254731990956504,-0.03289002255922924,0.07887246827305937,-0.014346275509592192,-0.03751581183539886,-0.02435720753565672,0.0037328987746445223,-0.056325703858209376
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.020865538697990935,-0.005051538853694769,0.05045595852967965,0.05442305819934501,0.1182209157475634,0.10929665861163589,0.03857090601779333,0.014501973198665176,0.05394491538667782,0.0646235707763335
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0075516216607462655,-0.011284389477423848,0.02876944983842563,0.012353554889457198,0.05875347585705023,0.023165925728022604,0.04215394379851288,0.0014120916062773361,0.054878673189937624,-0.04816920482417936
HALLMARK_KRAS_SIGNALING_DN,0.021426977821783485,0.10704667697513484,0.012089668062142222,0.02551884747322261,0.08550523334335307,0.09033109399503671,0.04653135562091122,0.08760748082135,0.035836449553509266,0.09712868531796964
HALLMARK_KRAS_SIGNALING_UP,0.02188559020749516,0.045113579825441875,0.07675719164312564,0.05139175023331143,0.066923660109459,0.07701055203683026,0.04533531035838814,0.08308431402340644,-0.007640938636529963,0.009160572138378783
HALLMARK_MITOTIC_SPINDLE,0.02175305021243519,0.10067028728694057,0.01561237905368086,0.004294463565553608,-0.015537827139152135,0.09134714356606811,0.028400348252312222,0.07065768583727296,0.03064709254392204,0.08279163934572698
HALLMARK_MTORC1_SIGNALING,-0.033175109508819293,0.07047741506776664,-0.02427152436411742,0.00022612049966122706,-0.035489219750076156,0.016122930595410933,-0.0095480723739267,0.009021534615874557,0.0663270109982635,-7.020612071180072e-05
HALLMARK_MYC_TARGETS_V1,0.0012514112507522857,0.07609755757368397,0.051767038650927834,0.021635646374983025,-0.025535639937165577,0.11178780601309568,0.036392656135693036,0.05267905340083223,0.06381454031297984,0.012340245018867244
HALLMARK_MYC_TARGETS_V2,0.06368027559383191,-0.016243255255940527,-0.008676937807046241,0.0006342631977899195,0.009377660110599463,0.040027586661793506,0.03584809579644173,0.028527345559304106,0.033998530842440956,-0.004968912087606804
HALLMARK_MYOGENESIS,0.02620822456785459,0.06652885647947604,0.04738575715393569,0.008525170860430847,0.05879557069181579,0.08918470770514657,-0.012108434067090734,0.02848341756250248,0.012383274989181675,0.09116153722986339
HALLMARK_NOTCH_SIGNALING,0.03303669520212754,0.033164889148544714,0.06783759065563945,-0.01851363186880172,0.05344649763027773,0.11655950111206306,-0.05403892944051799,0.06296698036086514,0.042402092424010746,0.02316046833690735
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.0030268716093909977,0.11871629044178515,0.03128140823997511,0.026017516258457458,0.037149181673397653,0.11267199977807345,-0.019105167140131947,0.034147797368264086,0.05271333873508356,0.07566713114803096
HALLMARK_P53_PATHWAY,0.0005052467248540331,0.052385792308732186,-0.051426951791858876,-0.006233985695056105,-0.012636513038233373,0.1118715547178032,-0.021925191862223442,0.004707164893637684,0.11509430270645511,-0.0009625866871095186
HALLMARK_PANCREAS_BETA_CELLS,0.029908306606925443,0.11378383509646335,0.06410327574405976,0.022774506204761173,0.0689818748055017,0.10276053010091295,0.08286138356654853,0.07715410369154525,0.05425951400898531,0.13153720715139203
HALLMARK_PEROXISOME,0.03013527851029622,0.06089271794132034,0.08258416296672245,0.016655051130860687,0.12643760476980842,0.07564191382610964,0.07168835703051749,0.0014024009888010862,0.022917247954097962,-0.01646256094822068
