,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06468050481542509,0.08486309626670775,0.09859512313765165,-0.02678314900338291,0.034936817625490446,0.013060893651219591,0.12333325641591092,0.04046750392648213,0.05292975451198834,0.028689819245168908,0.0417905596103342,0.08498223571955904
HALLMARK_ALLOGRAFT_REJECTION,-0.014599418140733551,0.04810313833967305,-0.15206911062592487,-0.04320064591019098,0.0472082273710286,-0.040126676276760115,-0.21789827941210083,-0.05533647329199513,0.032101646855149775,-0.06821216350830799,0.048981241245704646,-0.05314836799657638
HALLMARK_ANDROGEN_RESPONSE,0.0533494197556261,0.10231247825926791,-0.005088246153822915,-0.04375378598872836,-0.08423093863359418,-0.03669879051946174,-0.06635943985968656,-0.028472741434293757,0.027665371584520725,0.020049942387052953,-0.02043709138317139,0.0882607890829624
HALLMARK_ANGIOGENESIS,-0.10350737825143864,-0.130733464073988,-0.09502494660363106,-0.053957381652884544,-0.1686965789697042,-0.04910471877444171,-0.26064783739648645,-0.04683303917816614,-0.02980714602689488,0.04768187226042181,-0.13605860638713924,-0.0477913828695573
HALLMARK_APICAL_JUNCTION,0.05796268681009727,0.027809490998386813,-0.045637432062608306,-0.08196672607687003,-0.13798232985976322,0.02204965080326517,0.07466668480650376,-0.07602043414768557,0.052721548255195136,0.08638970290061851,-0.00036011626004952516,0.12405805306641
HALLMARK_APICAL_SURFACE,0.15365072635740987,0.020502909476008246,0.1331465943459338,0.07467646037972875,0.13257171309719795,0.0023911623430537183,0.13419586888030183,-0.034696102890895794,-0.051052331546325276,-0.022065677568515917,0.05115477148830579,0.06229733994066552
HALLMARK_APOPTOSIS,-0.07617915903301523,-0.02672553127183466,0.03705045809219089,0.040280343186168424,-0.08708324241424467,-0.014311148754080771,-0.013540050611594108,0.042166856992680406,0.021860060765432753,0.03810775813571853,-0.027483382080723918,0.05921015309894561
HALLMARK_BILE_ACID_METABOLISM,0.07396361753498178,0.00025754560487150686,0.011296788088785039,-0.09014917143278571,-0.10554118823023141,-0.023826294380617924,-0.02372642228865576,-0.0625475647581756,0.026654517716501867,0.04087390502396503,-0.016410603508505255,-0.005496287236780353
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.022839653953792734,0.011346710446591704,-0.04508765283566802,-0.06464497888293638,-0.10246918928608847,-0.029242845439120674,-0.20399542623295683,-0.05677470588467145,0.030901869056321363,0.021995777394177705,-0.012969421260179028,0.0325359707958614
HALLMARK_COAGULATION,-0.0019641373910616994,0.0073786686648103054,-0.13084202569462655,-0.07828763995775329,-0.13417982869116832,-0.13256300950446606,-0.2570346061721459,-0.0756967618907968,0.07776030749637701,-0.03799568366003008,-0.05371628811037101,-0.0069411172502917215
