,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.03414062231906174,0.02467099187798551,-0.10024878291203052,-0.01298950679847602,0.06652088862247717,0.12133966014778844,0.11105329634113023,0.23557049820438947,0.24304772583087816,0.05021127825127263,0.11064775166868833
HALLMARK_ALLOGRAFT_REJECTION,-0.1060470548877718,-0.015552078713256905,-0.11210650697718566,0.040883379937558244,-0.012365512003931491,-0.23560522312131396,0.027423824615182942,0.10198652704207979,0.13916265506675013,0.054627104650342026,0.0044145545977629244
HALLMARK_ANDROGEN_RESPONSE,-0.0062523354304980135,-0.034925248773715,-0.09782569843392536,-0.055152149685858805,0.027515115210472414,-0.08525599367368616,0.04658387809646305,0.19692327388198,0.19555545845875505,0.04855504025180266,0.11496158689483169
HALLMARK_ANGIOGENESIS,0.017507196980829875,-0.07889268608292498,-0.11958665531635224,-0.07543419137736974,-0.0016085714980254393,-0.23040818540038577,-0.06001165815968658,-0.09200499601689624,-0.2156360395055215,-0.01589535159515568,-0.11029944829087893
HALLMARK_APICAL_JUNCTION,-0.009224465668503731,-0.008390091356898876,-0.12653580586460433,-0.09074163690641712,0.0237247835039049,-0.012617269532507438,0.041383199311343294,0.182834894868167,0.24988790808349368,0.06467615415634972,0.1132844066382917
HALLMARK_APICAL_SURFACE,0.037833642114722725,0.056014973495860744,0.06127141018032578,-0.01805187718606555,0.02938976198960715,0.11155686411157108,0.005535046168102099,0.11642777450969224,0.21751217653627908,0.05458291875492596,0.08176001685467756
HALLMARK_APOPTOSIS,-0.06005023381443156,0.026094065542298026,-0.0759751971398974,-0.07380447525112067,-0.002792042572144095,-0.05030477284604959,0.025473127243442684,-0.028976310077610312,-0.1430069429463428,-0.07493174970994025,0.04840544726060133
HALLMARK_BILE_ACID_METABOLISM,0.09769024173152228,-0.018503544629135234,-0.139493797016174,-0.048761367450314876,0.0264118600181612,0.011885572844240985,0.04612844480494325,0.2084487060859879,0.25909150437708517,0.040643888077662255,0.06005224489373426
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02350651523659959,-0.04518646241024475,-0.07569398448514762,-0.07234639691997083,0.06711457308522356,-0.14921362654141732,-0.05255417057949656,0.21069743284263526,0.2791731331202795,0.0211195518791676,0.07723156614546985
HALLMARK_COAGULATION,-0.06390186882228881,-0.06517865876068495,-0.13532048659241985,-0.038672347087426805,0.034900412591841574,-0.23823215151142405,0.02146336038440769,0.11575044723225761,0.14646200597019626,-0.08432274988659037,0.06745839955594736
HALLMARK_COMPLEMENT,0.03571358098624934,-0.05261010257461924,-0.11510967489996292,-0.04379817135268766,0.11569259475960451,-0.12123220877144177,0.10078071033515852,0.10302694589864503,0.11828626650539753,0.07200819478628635,0.13262844752010075
HALLMARK_DNA_REPAIR,0.03352923137022123,0.015327776736708466,-0.10642040970338054,-0.026431482609494288,0.05801715769415958,0.15876108475745426,0.051954618153885766,0.22833893411307327,0.27927780298245675,0.12848585509199137,0.17351517768516414
HALLMARK_E2F_TARGETS,0.05134276694587422,-0.07694561874256464,-0.11477534265601154,-0.06981321279350856,0.01823632553426703,0.21329673202452393,0.018155917301325143,0.014353717762781219,0.16600618736762207,0.06901412867156512,0.06595075646201701
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08937622192464252,-0.06545229568810791,-0.12408438071726999,-0.09505342752711123,0.055427906234704144,-0.1948385133784184,0.0004543553496060547,-0.09612439923548746,-0.1410184907663408,-0.04668895887497846,0.05566873832260406
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.020188876903751405,0.04272428051145005,-0.09779913660403927,-0.05819045205110117,-0.020441987900186528,0.20016385340005627,0.08828451359539444,0.1464133500461588,0.1450018124681363,0.09412430229241862,0.08361897743896843
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04100807199261459,0.027953083553971577,0.07398995544500189,-0.03147542906181034,0.039824286796210875,0.00908382426389262,-0.040268850298991646,0.15996926410406243,0.2532878334676116,0.05654521479709285,0.03593742398832032
HALLMARK_FATTY_ACID_METABOLISM,0.008062376541455637,0.019693600657198048,-0.06404116208809411,-0.09559510628202468,-0.059480977906939,0.014393426774484819,0.04374928747794144,0.003095761825864386,-0.007082137362235315,0.04669291917606975,0.0020222828068614702
HALLMARK_G2M_CHECKPOINT,0.03417065205099574,-0.05486376317077038,-0.09576432078691663,-0.08342771606896772,0.059259992325379436,-0.0028144403463422215,-0.01150650583134182,0.02985028608887626,0.08735501542787162,0.047682155447255736,0.12278777014414578
HALLMARK_GLYCOLYSIS,0.07416465925075093,0.044779381656604646,-0.10764664059636814,-0.02164466126291095,0.01976384802409199,0.24421047743387236,0.015570782414024348,0.10198179927441113,0.16151828718026556,0.08599754574876499,0.17913441705512675
HALLMARK_HEDGEHOG_SIGNALING,0.16138556226296244,0.10360520605013386,0.09226235871393379,0.0010424283282309155,0.018079969486784045,0.27214561660626463,0.10866538870378392,0.0029917802718035496,0.09266956177643683,0.10186229397816618,0.15337797175185103
HALLMARK_HEME_METABOLISM,0.05375166306463561,0.05255754666462934,-0.08927664404094325,-0.023866808705699277,0.07733962603272344,0.11184396798151815,0.0614226635858094,0.2073294620929029,0.26251347483903603,0.06260351530140268,0.10921522132647427
HALLMARK_HYPOXIA,0.000539300619165694,0.01418408826973008,0.05637486791319795,-0.08787141867819843,0.03789197867909434,0.02040495619676553,-0.0658073991261772,-0.062204825243129314,-0.1323294783787285,-0.0715471576721173,0.011493904773460432
HALLMARK_IL2_STAT5_SIGNALING,0.018461704768081084,-0.019999315850614544,-0.10390983916553052,-0.08917852802745234,0.07016444649952307,-0.07600531322721164,0.05094232162785315,0.0974762357083669,0.2297460118505424,0.06323237026956953,0.08557847067994206
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04329595417986471,-0.05106449345484336,-0.12165474804795975,-0.12179369441341306,0.005698347094405663,-0.20236053487245326,-0.03702837559672137,-0.014397870321480327,0.08649503851878286,-0.05103116954831709,-0.006847183488574443
HALLMARK_INFLAMMATORY_RESPONSE,0.015487181310916009,0.013017686138341476,-0.051758332055071604,-0.08876037277087949,0.03718742630795108,0.0858313537320744,0.01356137970240986,0.028949708439673268,-0.0073851920031685015,-0.048606376331005424,0.0771297798313543
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.01221512470908249,-0.07931843596545632,-0.14515384806569975,0.059548046057320156,0.021835801893044227,-0.15924156672112835,0.002450351070138262,0.17353061973943784,0.2412210059529853,0.014979176287492544,0.013973372439845033
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0948896329480192,0.05320327108026523,-0.13144354355768184,-0.02439252548760769,0.026362313584135908,-0.21440416120819966,0.019188714554450616,0.06304892880304527,0.014489771151638492,-0.024816748610962298,0.07645998000594675
HALLMARK_KRAS_SIGNALING_DN,0.12669622608327388,0.057202297541468515,0.013062762210850622,-0.06610549887204095,0.07182991252206432,0.20761576700055334,0.023868419479917746,0.19611738554771577,0.27915692118484725,0.1059489467345188,0.1499969110028094
HALLMARK_KRAS_SIGNALING_UP,0.02988358658433811,0.09477217867816938,0.012002411139535686,0.008276997938376473,0.038719321517144835,0.2243560692763088,0.09967429432371087,0.11856565344866571,0.18075870259755525,0.1013398710540282,0.16552996665682573
HALLMARK_MITOTIC_SPINDLE,0.02880784700281455,-0.04629993840645778,-0.0861432504241965,-0.09084416094575538,0.016756064773340275,0.15711160123702456,0.04069846610261275,0.1673471904953122,0.21620662447540456,0.0900509714494156,0.10088973566260863
HALLMARK_MTORC1_SIGNALING,0.021538611292350355,-0.00831787090124494,-0.12502814521976943,-0.06553871738767778,0.027618976708545358,0.12107752627617598,-0.06778926899160448,-0.059989770752756515,-0.0683057635698725,0.01398399689754362,0.13751877845037908
