,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.010708031918094989,0.15248539102175412,0.021017470652101633,0.10081352954654514,-0.025930895289179367,-0.03558545311168273,0.05392847368358815,0.05559411019103893,0.06565999160259692,0.07855785350040771,0.17625638294533946,0.16530398524914083,0.0788188319626701,0.0549059490867212,-0.011495143162739016,0.028836450039437744
HALLMARK_ALLOGRAFT_REJECTION,-0.030099885145215576,0.06632000811906913,0.033130551614747525,0.10477347227066142,-0.04280793436394209,-0.18666314023151553,0.04549016757103375,-0.0032498123252684037,-0.11182637868837078,-0.05653125948193072,0.14024663931705683,0.1182472246612348,-0.03128470255334332,0.060269485713320164,0.017355870003321797,0.046443277178710406
HALLMARK_ANDROGEN_RESPONSE,0.016256693046231712,0.10374231799251832,0.03406980357262668,0.20005322779336018,-0.12067923952110327,-0.1612119849087669,0.015644425231605006,0.04475326923479145,-0.05440894156409777,-0.07423943018082306,0.1443705823685953,0.1531747890108748,-0.035413939078340714,0.08117735128189929,-0.0029713456764428104,-0.015406458636082978
HALLMARK_ANGIOGENESIS,-0.03214319560028973,0.007147769340421224,-0.10636271737600898,-0.2070703596297706,-0.0865678812025039,-0.2354512983092548,-0.08503562340003834,0.006020846809503571,-0.12996841484985794,-0.21218677153071544,-0.02150369326756833,-0.11038673750523628,-0.09161033574512664,0.07995662502309776,0.007936061197195834,-0.014490047398641017
HALLMARK_APICAL_JUNCTION,-0.00347132913521487,0.15142874278799331,0.04274523997479863,0.04060239578719669,-0.09736899546815664,-0.16375532788507524,-0.020264359513409734,0.031249359594029566,0.051399798321590646,-0.12622883278936295,0.1728404466878826,0.15204477015290996,0.18203019107038101,0.05073277620820744,-0.023970146739066583,0.08656524462105869
HALLMARK_APICAL_SURFACE,0.01878166473314292,0.13636611953646527,0.14604714707109628,-0.001828255808403687,0.012383530595956848,0.11859586760180175,0.01738902566715913,0.024628854475824354,0.07271800186727483,-0.042434063427062095,0.12215900031897331,0.16920359656092512,-0.028531189076188956,0.052789004593957425,0.004889330414886105,0.0786572598099157
HALLMARK_APOPTOSIS,0.02071998234725661,-0.026117094905482526,0.03340659547826976,0.09156666624490296,0.0018597694003950496,-0.02766863268444182,-0.06880693647050684,-0.03249630616150221,-0.03216289190230528,0.09747260765931237,-0.09029958774108139,-0.08330749592948888,-0.06081851136695639,0.06265779046554128,0.00539050529103422,-0.02461441675082661
HALLMARK_BILE_ACID_METABOLISM,-0.03908943370918303,0.09264511117308682,0.03450470131783483,-0.038398072791040266,-0.10939311170614147,-0.21519504527134156,-0.011003492894811492,0.06445245717982945,-0.03569887909469621,-0.0953985461583771,0.13748756140315382,0.16655861503892636,0.025442695836172063,0.03006783568573187,-0.04869393760236797,-0.08185782253021472
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04147146123955697,0.17601418541331476,0.04006647711321921,-0.026958456484334363,-0.1688946731309161,-0.16535781695417223,-0.06687651038996366,0.00849716427633955,-0.08310134676660692,-0.17153873744318662,0.20382404361299658,0.1830640534629647,0.11959968677223855,0.05845579192212664,-0.07429868715302693,-0.1425348905019192
HALLMARK_COAGULATION,-0.015144671534018371,0.08690714172676993,0.04514267562292851,0.13239213530354574,-0.08018223504164515,-0.2023423404331841,0.0010334961550840806,0.016894196793342833,-0.126213611186351,-0.1440188071687845,0.09643862013002256,0.07272745832822437,-0.1043004783809923,0.09650925853631061,-0.03420714332181271,-0.13978086667185013
