,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09629388866679213,-0.06577331547368873,0.055187570338824765,0.05532288812955716,0.11505957830303702,0.08400739701601002,0.11502491531617659,0.04917014000144282,0.020466451730489773,-0.003830781402366167,0.11838648953427738
HALLMARK_ALLOGRAFT_REJECTION,-0.12702157367025094,-0.09262069991041696,-0.024837354056093545,0.01592110476932093,-0.1253481426263342,-0.08181002755539826,0.02239708023638655,0.03976362914973187,0.07024398092792784,0.05225350425336375,0.07442149632485336
HALLMARK_ANDROGEN_RESPONSE,0.026476794202945735,-0.10070667705348522,-0.07550329405193403,0.018729183526911303,-0.0896249424303415,-0.05787813573353769,0.11327529967430787,0.05751560227084908,0.01578876873124621,0.01992722962101116,0.1381869712313043
HALLMARK_ANGIOGENESIS,-0.06374995698691374,-0.11771760742236616,-0.07740969875927328,-0.0637180876438411,-0.1027445178116017,-0.23062558888416876,0.027400753377092985,-0.021988574864012355,0.00037916321352440195,0.030406601612795767,-0.07336299208764219
HALLMARK_APICAL_JUNCTION,0.02667047503231625,-0.10775016043088853,-0.047540745742095394,0.051425079910238536,0.045905653149533286,-0.1385373606594167,0.11593279387151585,0.057816971547953906,0.010973604124943871,0.05218640003313295,0.07994382826825086
HALLMARK_APICAL_SURFACE,0.14663129855069096,0.11429239122000054,0.07109581101338512,0.05885501114199614,0.14179044932817084,-0.10740980423233609,0.14905458316724043,0.054465726051518136,-0.0009261692070321927,0.07578143534125904,0.07401934147726161
HALLMARK_APOPTOSIS,0.008715403182276546,-0.05253932585686963,-0.07106535882559506,-0.00093064981232378,-0.06660496788160664,0.11939648965921325,-0.054648596641305676,-0.02663223155851148,-0.034224835115897086,-0.021662209453564174,0.044443305450890626
HALLMARK_BILE_ACID_METABOLISM,0.009799125664786669,-0.12437078971596735,-0.10238487697351259,-0.04447796414531462,0.017664214996196602,-0.07360609837644164,0.12148332678824324,0.0499299886926087,0.015888746722320046,-0.0035449439337728833,0.0670677231118774
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0559659235827937,-0.08106817660782423,-0.11673405513313805,-0.040696029024178224,-0.06651188049832306,-0.17528873501565567,0.12237081858561571,0.10000852515465986,-0.04475712588764544,-0.01592518461511259,0.052086261996477146
HALLMARK_COAGULATION,-0.12435783027014251,-0.12530213001457197,-0.05220041288487025,-0.011810909346650437,-0.12702284884099296,-0.12019423133405173,0.06297012114549734,0.04374476335093288,0.018892005071155724,0.0371495779949417,0.06514300087478406
HALLMARK_COMPLEMENT,-0.02391763042511929,-0.06328954443056958,-0.10331749783759392,0.006103846269006779,-0.002537389315293202,0.04271347499233804,0.014534969610200303,0.039719177432645775,0.016816891449433453,0.06845623844878847,0.09942106366288132
HALLMARK_DNA_REPAIR,0.04329685479530878,-0.06137541218534538,0.0047026061557489994,0.060709947926873856,0.1561522152444233,-0.08879222131768921,0.13753392473066814,0.06372679206131825,-0.0009820268636310083,0.11336212918390885,0.08748012795580212
HALLMARK_E2F_TARGETS,-0.024619679755584566,-0.11003102641088622,0.012801912495343556,0.08109159422109677,0.1356586824179811,-0.13091618222400178,0.09991517552491397,0.08274746234525418,-0.015764467286683268,-0.013508952018414826,0.037270029471169364
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08995684321807379,-0.08459395838945906,-0.10429184470514721,0.018427633910018035,-0.08363515485377579,-0.20569756867795844,0.031052065098344073,-0.013887672424641399,0.03585565241858022,0.05755252366386647,0.0024577845276113446
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07725199432863014,-0.08362055097031097,-0.04394317537404757,-0.0010368477415789615,0.16069147959119645,0.2060883767425152,0.10448131904676435,0.06150359008882957,0.02670995325300342,-0.00987936675107103,0.046888202487229795
HALLMARK_ESTROGEN_RESPONSE_LATE,0.049595873844718,0.11631315633673477,0.022105812171236104,0.0308843336269887,-0.005297231895758547,-0.1394383002228826,0.1544145201674558,0.05592684008759764,0.01246281160890966,0.065736412784526,0.0816603838924614
HALLMARK_FATTY_ACID_METABOLISM,0.10092829403565139,-0.11145712451809912,-0.012283931413116875,0.04410834257235007,0.062230986644757985,0.18780144340289834,0.0804541702749803,0.022773529905835973,-0.03424774119017992,-0.008759890073346103,0.03578191807307084
HALLMARK_G2M_CHECKPOINT,-0.08161856728140175,-0.10806727532798,-0.04876307973908217,-0.019386639752613115,0.01929168599625574,-0.19830494113263136,0.08104400189238543,0.05521478988238518,-0.010056771739960233,0.0001396560155356913,-0.014072257403912262
HALLMARK_GLYCOLYSIS,0.14251191916651051,-0.04465279516789235,-0.0309494004484763,0.05741203307063408,0.19571860263063348,-0.016566415716685556,0.15213432241457142,0.043974949571850525,-0.010972309499240001,0.043946476630895855,0.1174584618962113
HALLMARK_HEDGEHOG_SIGNALING,0.1561587252574145,0.13642084276345703,0.04637759975350198,0.05853215598694409,0.1967336233124692,0.22512065424088767,0.0935814227766814,0.061668702316642676,-0.059455569651769735,-0.007150277296040863,0.13532264941840305
HALLMARK_HEME_METABOLISM,0.1531868961961396,-0.08291741827894666,-0.02516746465825429,0.0693561790616876,0.13790579995406266,-0.007779159631660699,0.12771268186221965,0.05198485451977691,-0.023553658102940748,0.05420848455094088,0.17691654485565955
HALLMARK_HYPOXIA,0.03539481873740177,0.07559777128178993,-0.08724033971840742,0.042950596114807,-0.02657024794062988,-0.16786868225082005,0.04367808839783327,-0.002583595743911153,-0.037200463975202984,0.01985488174562883,-0.07332245495004484
HALLMARK_IL2_STAT5_SIGNALING,0.0060488140879621935,-0.1004258178039532,-0.04680389674075036,0.03760355214453223,-0.01797853133883511,0.005003823853106733,0.12164107667409547,0.07317239570488222,0.020441055991391805,-0.02002505292100466,0.05676505608285656
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.11494798188457622,-0.12812606325019052,-0.04890878306360705,-0.06525574233022366,-0.09714446637045404,-0.21989914836302224,0.07725655270004053,0.05837228017029009,-0.024408334558335104,-0.018024161509434162,-0.011026984491788365
HALLMARK_INFLAMMATORY_RESPONSE,0.10340154594518668,-0.05023437584026553,-0.054957778986675074,0.030958888296775015,0.040452060432145685,-0.016756038568031147,-0.005430828674770066,0.007853466770681576,-0.025917959609752236,-0.04940886503078617,-0.044744098543406975
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.01668047316791695,-0.13751167122145597,0.030629386833312452,0.0034034532624174,-0.09199283928620151,-0.10706649717801435,0.09515556836393022,0.08744768464548712,0.014717767037040612,0.0110145889599593,0.13643333344195563
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.07884388503299725,-0.08467368816347409,-0.07663257860415748,-0.00854734205415224,-0.1152217814901307,-0.22135002250732808,0.032112101087585235,-0.002190555154266103,0.07859666047675291,0.021523048672126132,-0.009111143885467132
HALLMARK_KRAS_SIGNALING_DN,0.13648439663463988,0.03437283465990204,-0.022974676087940987,0.06848497417620218,0.13122686139811296,-0.03120220070494956,0.16975638835556195,0.024547993088002595,-0.016308696435434464,0.05000390336481454,0.16738462117349404
HALLMARK_KRAS_SIGNALING_UP,0.1663769287434033,0.04068741660488718,0.08018183234724664,0.10425669924180439,0.15977096218133904,0.222488857067833,0.1049851661261747,0.06490987671730486,-0.0046391673055616745,-0.02555575449495238,0.13619330412256653
HALLMARK_MITOTIC_SPINDLE,0.03925687604290476,-0.09722884118623497,-0.019243137675156976,0.08062038359077724,0.15600240473260626,-0.002069413512134679,0.1284841573874936,0.034538338275560236,0.00942748174532056,0.04214922839341844,0.15302875509505628
HALLMARK_MTORC1_SIGNALING,0.05248472678552182,-0.08055130221465658,-0.05282395435758911,0.06346220004663598,0.13241362244514465,-0.18375300267762326,0.11004148908285434,0.026611209084880967,-0.055976559516435306,0.025262109806466822,0.012798589453478474
HALLMARK_MYC_TARGETS_V1,-0.02686984364795404,-0.07433598655639974,-0.027740168312449485,0.052644902462803365,0.12135150120042933,-0.15481496250500615,0.12375238834922761,0.06814532736142254,0.010171531392134133,0.10770131213365948,0.049980677460024436
HALLMARK_MYC_TARGETS_V2,-0.03194081813159152,-0.03380262195170083,-0.05080366767180713,-0.0024272327423276304,0.021828865482683098,-0.11940375619531174,0.07344428552902074,-0.015468283606296582,-0.035275276810664245,0.012247896651598646,-0.026573681403734464
HALLMARK_MYOGENESIS,0.06837220727915469,0.0725469263654291,0.019626985042589865,0.011485323489092245,0.1213839425676876,0.19963600732901143,0.09639788937382349,0.04451452019041958,0.026141970385948603,0.00019790428484391302,0.15458849838288508
HALLMARK_NOTCH_SIGNALING,0.01165048964856514,-0.09411377553829992,0.07162385734504977,0.056404918827801395,-0.029295111136859668,-0.06162978270753789,0.12318450227381142,0.05607532456997588,-0.01144427352126885,0.009629288097469416,0.08995702583176826
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.13437821118094057,0.11248809127001723,0.027364372763716272,0.10381808264011476,0.18269709396287329,0.10316350450871878,0.1172870377740947,0.07199488589470075,0.04912779384373982,0.12998993445790866,0.12489219116388112
HALLMARK_P53_PATHWAY,-0.038949915691700185,-0.08565895920065422,-0.05418314705617911,0.02936961337959426,0.007989536950404727,-0.032478334153380126,0.15943027545568858,0.05936917986745857,0.014952388417283975,0.11178475032007675,0.06182668940211763
HALLMARK_PANCREAS_BETA_CELLS,0.16618401012782263,0.12910659994809928,0.06255706325913715,0.06729731722192157,0.1785742377372652,0.1670947576287465,0.1307172396362253,0.044895888039482294,0.024617391133869803,0.0315164940541604,0.18222812183460319
HALLMARK_PEROXISOME,0.03000503788994505,-0.012797986086193326,0.08073925242444903,0.0371023674020602,0.09193072994191179,0.047097029822534,0.10150069772135654,0.012499891343548735,0.016015855111976993,0.01918206252685279,0.07116233578643132
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.15783325636237933,0.01713176120914089,0.01585601334759075,0.05164079199272742,0.18424902474662985,0.17151562175534849,0.0770103889615784,0.0368954798739592,0.025568260131835358,0.048138735227416095,0.15459557112755287
HALLMARK_PROTEIN_SECRETION,0.16342971097465056,-0.05038983652938737,0.03436677574770899,0.1031742673769638,0.20696897321078958,0.014098847046217165,0.1492919866023524,0.07463927817072805,0.008884570381945931,0.08314061403225327,0.12718920847230994
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.059904426320672464,-0.045658360077427476,0.038244511956185966,0.052763393313673315,-0.10817754000174128,0.13650792418709823,0.11090434832142552,0.06953909651562211,0.033572923910948765,0.043503518861970535,0.07379104196203794
HALLMARK_SPERMATOGENESIS,0.14247499574386702,0.03229487206000437,0.04879323549807185,0.055079701544689996,0.2032360465280759,0.1833330052971497,0.16066235908866233,0.06251616450270096,0.03330029982377379,0.04990976518913586,0.15282247301260576
HALLMARK_TGF_BETA_SIGNALING,-0.04153431465348738,-0.07632127021543056,0.0423995284262345,-0.0010028628289784566,0.009075835585668159,-0.14469136311191022,0.06590374953243162,0.0004705951640930187,0.06358338412195992,-0.005676912158422821,0.10999762729248949
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.08140739876059971,0.12994157548891402,-0.06749118157748084,0.003152122173403575,-0.10367660865185953,-0.13089387416832993,0.03310834164082402,0.053635550540916434,0.05568469668914936,0.014902890346195977,-0.06825674505928145
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.018943045727882052,-0.06355430726318313,-0.02346893017111415,0.0962015050791364,0.15658738753999127,-0.08267315112633558,0.09474522318416972,0.0576414299842322,0.026658801641897014,0.032497669327263785,0.0706122074777402
HALLMARK_UV_RESPONSE_DN,0.11564727845616536,0.07623289307732861,0.09812333783018524,0.06128622568999079,0.16293589489640573,0.21184014303138382,0.08976639787788052,0.0161081493305996,0.0436320255139825,-0.0018845550957503493,0.14326008439956
HALLMARK_UV_RESPONSE_UP,0.09355807932166939,0.12758562655705852,0.038662183944420454,0.0877695605222069,0.1670078393407648,0.1626523688407082,0.14025494723355214,0.04328782702440855,-0.028819873546824845,0.028752694515168868,0.10743927856413055
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.09176071220534102,-0.13684544045787866,-0.025240043377509964,0.01974333787566631,0.09901531513510703,-0.20500932707070932,0.0333076177215883,-0.016400222854799282,0.003267767286696959,0.0041922440308114865,-0.03306803638413848
HALLMARK_XENOBIOTIC_METABOLISM,0.017920017219996257,-0.019309200473445132,-0.07222565605089921,0.020601217279128142,-0.033140571777223585,0.08253761049730521,0.10169030211295127,0.049406669819857606,0.0016780086097580378,-0.03005074678222083,0.00474748242508542
