,UKF269,UKF275,UKF334,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.10792386419296485,-0.05013852936255915,0.05714247132460872,0.060544813403105274,0.007186326681006004,0.07339978621049237,0.07399677057632596
HALLMARK_ALLOGRAFT_REJECTION,-0.1269705417623424,-0.03468316640504319,-0.01690434192089109,0.02789310647811529,0.09914231109803488,0.06163346754846219,-0.03674558315791855
HALLMARK_ANDROGEN_RESPONSE,-0.17148079895534776,0.0509205595040417,0.05549253780825806,0.056836606990224144,0.05773298574934194,0.07722806659129765,0.025648310531664498
HALLMARK_ANGIOGENESIS,-0.16548425942088218,0.04667611224386135,0.2122420129900065,-0.02830453845738652,0.07970166729137083,0.01809868937330029,-0.009014164262602946
HALLMARK_APICAL_JUNCTION,-0.12378608464411163,0.026558658642104604,0.11813275604420494,0.0366925523664793,0.023548407252283857,0.10465593111860684,0.03152388576349741
HALLMARK_APICAL_SURFACE,0.10294301376030715,-0.0895105461710049,0.17413383739692562,0.029137521755140994,-0.005118566636369569,0.0805905951337978,-0.027419414602970454
HALLMARK_APOPTOSIS,-0.03371477635266523,0.01848723176053412,-0.10540670368096228,-0.08908572770166884,0.06398395700266685,0.013430593603536567,0.01653973139922224
HALLMARK_BILE_ACID_METABOLISM,-0.19780808275843764,-0.011552715556433548,0.03579554389036867,0.06604656656019213,0.032168512453537565,0.02137474767238289,0.08593770974312473
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.17594366520400484,0.06674201874115375,0.15068524712207748,0.05781406259753498,-0.03748120324050983,0.00781151212658323,0.11305964896480318
HALLMARK_COAGULATION,-0.15167553422286545,-0.0007019338714687155,-0.009117023378070936,0.009988731691827797,0.06437325691897106,0.09792513361404685,0.041436503501174865
HALLMARK_COMPLEMENT,-0.09649757168037686,0.056379498085193186,-0.0064213099079781,-0.017850994594511418,0.045580176957597786,0.07245083005989499,-0.013181558179017349
HALLMARK_DNA_REPAIR,-0.1164674086604231,0.021006293294326895,0.17938833351884145,0.04503128229355439,0.02793164139793091,0.05043113297650667,0.10048209330277043
HALLMARK_E2F_TARGETS,-0.18650781335673156,0.0018686820289896548,0.11589936069806153,0.00037632741647965467,0.008933874923852085,0.02433783749780701,0.10915466679158173
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10595549593340611,0.08777592001974828,0.1862921047515088,-0.0460384561209462,0.10062178616606776,0.08050150302296821,0.033352460022844754
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.07374403761692286,-0.0012280193494574973,-0.022783514141360824,0.010893918778131192,0.023383570956867623,0.037124402269805096,0.06386125223393412
HALLMARK_ESTROGEN_RESPONSE_LATE,0.16357607634943,-0.04109882156895733,0.14055846977277228,0.03913837347077063,0.017497405231108484,0.03126991506423385,0.0778176774728502
HALLMARK_FATTY_ACID_METABOLISM,-0.13978631690224508,0.07579016230772623,0.012301407906879053,-0.04539094637088829,0.004248998350867231,-0.0032169970604449603,0.0029358266585964017
HALLMARK_G2M_CHECKPOINT,-0.14096268917661034,0.04621910627659189,0.1776489696389273,-0.02613932653912,-0.010882355338564046,0.04205394260817864,0.0773737972639309
HALLMARK_GLYCOLYSIS,-0.09354563000553114,0.05097092867946348,0.22458603218869458,0.001447204004671172,0.0064421091667527216,0.029635187155478637,0.013495981395204013
HALLMARK_HEDGEHOG_SIGNALING,0.2119843380327999,-0.044488385737166916,0.07292472675655073,-0.023541905027805957,-0.04903815592651866,0.03435768417634581,-0.07062298961118182
HALLMARK_HEME_METABOLISM,-0.09715292634057789,-0.020316346412239537,0.16123664595039358,0.046281142624125145,-0.020330375125604778,0.0318039096725112,-0.0030115140786690967
HALLMARK_HYPOXIA,0.20770194919634416,0.039828562352156024,0.1919565694856952,-0.026463225180423097,0.020470432271899493,-0.025513413195319277,0.0898423876298655
HALLMARK_IL2_STAT5_SIGNALING,-0.12600545414298475,0.05067685745941325,-0.011981017548769755,0.032150084566139596,0.0117818284600828,0.05435990067196171,0.0834628893971896
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.16164119909253807,0.017121561743725398,0.09656645839215139,-0.008750246209082982,0.0251634382542408,-0.005730784161294853,0.03405357295758354
HALLMARK_INFLAMMATORY_RESPONSE,-0.10680349153706473,0.06774610230534192,0.05152022559615421,-0.09174822791487747,0.058477645391558385,0.036146294436088064,-0.012795670670277986
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.18824100658380294,-0.03870649706647901,0.13436369191457806,0.05746942849382393,0.07132193732188255,0.06817777420733581,-0.06472823203666164
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.09546437811542566,0.03611376340589714,0.09113268753298882,0.0054396897834341155,0.09267720128560564,0.08039106345929065,0.05246339681596396
HALLMARK_KRAS_SIGNALING_DN,0.049314580521055966,-0.0298602136458196,0.09164565108458242,0.03348524872837487,-0.04828635229574501,0.01831345842205397,0.02237854329170533
HALLMARK_KRAS_SIGNALING_UP,0.05682735333354223,-0.02220528126807199,-0.01917426248475235,0.04005391323421789,0.07057689300335918,0.06036748238376688,-0.05011896476380846
HALLMARK_MITOTIC_SPINDLE,-0.1496864765999146,-0.00015181050734623607,0.10763013771802898,0.037286525362535905,-0.010623093499287766,0.0672068426116959,0.007920263585294834
HALLMARK_MTORC1_SIGNALING,-0.09449007579732134,0.10171832099472632,0.21662300541154614,-0.06254977334599866,0.03198522918067552,0.012149201221251226,0.03164518234606589
HALLMARK_MYC_TARGETS_V1,-0.10882411294755594,0.039104419216828064,0.1514656185984755,0.07426954280819993,-0.01761469778309685,0.057972929591827545,0.0716689144533665
HALLMARK_MYC_TARGETS_V2,-0.12290915905987276,-0.03724486722724847,0.07585406183417912,-0.01861921231482178,0.04406828291911393,0.04794371155704083,0.0476095356726949
HALLMARK_MYOGENESIS,0.04885054546952678,-0.049208322719235295,-0.07835622160447986,0.023478163126449937,0.019061696429022536,0.08751296023003471,-0.025283139092419145
