,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.02864389787125934,-0.014515225621731622,-0.005710039218353962,-0.018183619437943985,0.05582260484331466,-0.020771338069778534,0.04675855734191116,0.004474495476003619,-0.0012390396201544856,-0.0022686708869756635,0.15882137602745552,0.05295285702997158
HALLMARK_ALLOGRAFT_REJECTION,0.014063749313613583,-0.0695744005148193,-0.0002819942162857021,-0.060522309309197546,0.038962353792441125,-0.0869959570868107,-0.014039153148982282,-0.04252389878452517,0.015392412874098588,-0.03190762472264625,0.09138586579872195,-0.052412802630338706
HALLMARK_ANDROGEN_RESPONSE,-0.014615860422883703,0.02040624416778986,0.03216290759060261,0.04833372689554323,0.07055614819369924,-0.0019212753478815286,0.03539945673830811,0.0012358451372904925,0.016955928979191244,-0.03554343849744105,0.02571246449326003,-0.018176234307493325
HALLMARK_ANGIOGENESIS,0.04441532931186706,-0.05557779083772272,0.00942289315170163,0.02869345596081167,0.057589565766172864,0.14501327683388363,0.056099899207742665,-0.035474730976898475,0.060418626196022396,0.07043119667665954,-0.153763678355047,0.04002813854609046
HALLMARK_APICAL_JUNCTION,-0.03595547367069766,-0.04569327723803205,0.03378175929873342,-0.028306353617063136,0.07534956151760695,0.05656322500592929,0.012125380189968274,0.02631753473437523,0.029154892453159182,-0.06438736844637967,0.06716955514409241,0.06772531162388899
HALLMARK_APICAL_SURFACE,-0.05654280639015154,0.00995371230785366,0.017402836559080228,-0.00955062017405937,0.0032672854140041955,-0.07267621050405294,0.021210574759345072,-0.0031779395231998626,-0.026288798478187003,-0.09623850317075355,0.07633291889690558,0.028512199179230903
HALLMARK_APOPTOSIS,0.022094594616963757,0.059859728310013405,0.005003738813803975,0.030373581368669057,0.037441802761151825,0.10862865098297969,0.022343222538993172,-0.010454731235557747,-0.02931244821850197,0.0361380638498967,0.08888584091932668,0.0015235379177348327
HALLMARK_BILE_ACID_METABOLISM,-0.005608137249652578,-0.012291789274466872,0.029903125792833267,0.01496337175401754,0.08208629833744745,0.0029084477398197413,0.02434401444205461,0.019308088830086164,0.05602251572998914,-0.04629805367490191,0.13916858149540984,0.05215221413162924
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.016391241156846325,-0.02502524949331073,0.019227569666874725,-0.006245402235774536,0.06163462527083182,0.1453915793542897,0.04668447890198075,-0.0052930881166419735,0.03528295694928287,-0.028164563701183597,0.1578544745454001,0.03784955786184598
HALLMARK_COAGULATION,-0.017642944095468117,-0.035503184800251934,0.05293719755532972,-0.016594155863415495,0.058694914373932275,-0.0011300637977205885,0.011318019945589205,-0.01685948267275292,-0.017305216694391657,0.014217337652475175,0.058496623841059824,0.026809696778112457
HALLMARK_COMPLEMENT,0.038991144653527474,-0.0854157536250851,0.02714442392819534,-0.030237607540623112,0.0889318406223724,0.06693250750473342,0.014150637648888627,-0.01924597580484484,-0.023984764260287228,-0.07786394280766534,0.1389922043797797,0.018113860739397084
HALLMARK_DNA_REPAIR,-0.006861323167854137,0.01992355052683105,0.0029323476531508937,-0.005169765213923221,0.059873126905546734,-0.00808516603072987,0.05903444885058426,0.0017178632094476704,0.07404245257653266,-0.07661147850894706,0.1427314454348372,0.040791081824178864
HALLMARK_E2F_TARGETS,-0.02786530076770046,-0.019101641350640422,-0.0052716657095764055,-0.03434561515962122,0.07246021815186374,-0.005245326795679965,-0.027782056841771756,0.0010784054418715447,0.025133273124716284,-0.0746536736513032,0.1156436552729413,0.06058992067842494
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03767686452152569,0.0008893655315895116,0.010363100165685037,0.012203388658985199,0.06623190510885942,0.17107159194376131,0.032611072890158146,0.01710698227373471,0.05614911644257513,0.055696153963800975,-0.03751050060143546,0.04361273472392668
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02037550566690228,0.00032708380596959265,-0.0025449812690771624,0.016991503906153844,0.08632463827243879,-0.01712816104125866,-0.006129610699942547,0.004480014372966973,-0.04645841772134271,0.02579946229930365,0.10641006299967211,0.036779417531756814
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.012668368209814564,-0.0013000316040817207,0.03234523965400058,-0.051716354877655815,0.0281767550507047,-0.0384247099940156,0.046860636482302404,0.01443457990510252,0.06505384338966605,0.05448013863034928,0.11343091948556834,0.054991996136192656
HALLMARK_FATTY_ACID_METABOLISM,0.07676904452332421,-0.009300051357461387,0.0032027833618110207,-0.0063080910045257505,0.042806503179893526,0.0838756233892532,-0.016235753945717964,-0.02486118585089912,0.01934010242395071,0.024044875167747986,0.06694828013524066,-0.0009224674806841111
HALLMARK_G2M_CHECKPOINT,-0.04153706541754321,-0.01999375129894239,0.031169502124772767,0.044036680453598744,0.07097490948094373,0.052611084352335365,0.00876257601792404,-0.020415433462633577,0.04103938502900072,-0.02503927135575362,0.08826600071291887,0.05162583878502721
HALLMARK_GLYCOLYSIS,-0.021309470551633524,0.10993918018925464,-0.014534883121050059,0.054911756973593566,0.08108222657432597,0.04875959182428937,0.06690195616031504,-0.026681737700211292,0.04962060347132524,0.015071883053360905,0.12627470918640943,0.05752316616653605
