,UKF251,UKF304,UKF334,ZH881T1
HALLMARK_ADIPOGENESIS,0.014848494950716927,0.04067426153128196,-0.06595777708252921,-0.03555574826944749
HALLMARK_ALLOGRAFT_REJECTION,0.010585229048832847,-0.10686475594356228,-0.0455286570965727,0.007911632986441184
HALLMARK_ANDROGEN_RESPONSE,-0.009542298363043048,-0.027254081142422292,-0.03577265185408556,-0.017722196854103766
HALLMARK_ANGIOGENESIS,0.027848286489152194,-0.1212415448039258,-0.011657646312290031,-0.011575762263159164
HALLMARK_APICAL_JUNCTION,-0.01202022181926945,0.033472705942945366,-0.05144305918672099,-0.009007887541417228
HALLMARK_APICAL_SURFACE,-0.025729182971926542,0.037530008413813,0.012947939687756987,0.005407965606817867
HALLMARK_APOPTOSIS,0.052807967939568996,0.027541687017606717,0.037068114540433815,-0.02774806227549162
HALLMARK_BILE_ACID_METABOLISM,-0.07654408328537916,-0.009872446284638741,-0.029108167418536134,-0.02024372063881707
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.003570978161237241,-0.05820830844715248,-0.03879040285083086,-0.024867543984517255
HALLMARK_COAGULATION,0.04884526390670254,-0.08215468382794419,-0.03247770783818672,-0.040489668596007555
HALLMARK_COMPLEMENT,0.02700610220707273,-0.0752055304528336,-0.017267783034609522,0.0006543482800067036
HALLMARK_DNA_REPAIR,0.018869682242970816,0.061245666789667697,-0.06593744152774683,-0.010564028446254635
HALLMARK_E2F_TARGETS,0.028774651807524563,0.09232448969129589,-0.03064842020543774,0.05355045910395954
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.010543983776496981,-0.04644779511157303,-0.036348670285637846,-0.002514455676945882
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06592685115632026,0.04816281667514182,0.00894690885322906,-0.0022561473185939884
HALLMARK_ESTROGEN_RESPONSE_LATE,0.020839518701703322,-0.029859232557504892,-0.02473760641093175,-0.010353995478483478
HALLMARK_FATTY_ACID_METABOLISM,0.021540584639547826,0.00925117589429635,-0.008228021675129281,-0.005145405783536774
HALLMARK_G2M_CHECKPOINT,0.007011396742820085,0.005371259045926077,-0.0436155564855011,0.08050847577819135
HALLMARK_GLYCOLYSIS,-0.025852403471785683,0.10325744474569838,2.978217721970916e-05,0.03619719829387647
HALLMARK_HEDGEHOG_SIGNALING,-0.018303109891304327,0.10093692328991233,0.025718946629448274,-0.003910421473284232
HALLMARK_HEME_METABOLISM,0.05281467858381735,0.09727513612657496,-0.03649398047155227,-0.005478218887931971
HALLMARK_HYPOXIA,0.011512882660076369,0.01922057454883307,0.012773800218971607,-0.01238343964476647
HALLMARK_IL2_STAT5_SIGNALING,0.009628108094795012,0.002170528489408357,-0.026905479395663436,0.050678722630866535
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.008457462547593131,-0.06736680095692014,0.02537691958095385,0.025744910561508967
HALLMARK_INFLAMMATORY_RESPONSE,-0.023958142671923817,0.09981376251965264,-0.022108464900264815,-0.014217735387309142
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.031632310585145255,-0.054131974963247204,-0.016844236720343207,0.02201406521240248
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04534526230352519,-0.07370215775955229,-0.024258231764684515,-0.041911385473778144
HALLMARK_KRAS_SIGNALING_DN,0.0469975240955928,0.12418967825875499,-0.02248181679990688,0.0017317608572867361
HALLMARK_KRAS_SIGNALING_UP,0.06091676711399192,0.11683067135351509,-0.0194735011487427,0.0016669894294384193
HALLMARK_MITOTIC_SPINDLE,0.0019237574696483704,0.05186330621235986,-0.029599962394200176,0.009730530576693538
HALLMARK_MTORC1_SIGNALING,0.008672336182397863,0.10501566349165624,0.000460297588616572,0.033942812638993125
HALLMARK_MYC_TARGETS_V1,0.00806765759395229,0.11901126289321787,-0.06764793875730293,0.03094704040220439
HALLMARK_MYC_TARGETS_V2,0.04906387568561878,0.009016861186472016,-0.06397033605234156,0.01601713605468939
HALLMARK_MYOGENESIS,0.040572555125543634,0.027233639508132196,-0.03193890528746007,-0.010377689603004295
HALLMARK_NOTCH_SIGNALING,-0.03749794782842084,0.05654186051276392,-0.060793924199628674,-0.000973882023924026
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.018364476622459467,0.1296736137706893,-0.05591529458518049,0.026017104009981362
HALLMARK_P53_PATHWAY,0.014263736721715622,0.03253638443234868,-0.055331556017874844,0.008551181272179666
HALLMARK_PANCREAS_BETA_CELLS,0.03151074496555963,0.11590798275489123,-0.03306893987643614,0.022035746547798316
HALLMARK_PEROXISOME,0.06293637776282435,-0.012322067426234191,-0.02515738851059907,0.04012246266727861
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.044489318425146265,0.09232919176213746,-0.029089840271842655,0.030659336489070436
HALLMARK_PROTEIN_SECRETION,0.023302888638056015,0.11499570367493961,-0.04644468514704553,0.008746070998885113
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.010713220421885564,-0.07021246638901554,-0.03489236579933324,-0.01256075185440489
HALLMARK_SPERMATOGENESIS,0.01442396160136161,0.11243880416840073,-0.011815981267113494,0.0024777812709582386
HALLMARK_TGF_BETA_SIGNALING,0.018522078831089712,-0.02631498479133557,-0.025622841877869503,-0.042448608355762106
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.002132560417070012,-0.04436659050081577,0.032989921817369025,0.031070660988707574
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.0006161066888660171,0.12778881032812878,-0.040616901717042,0.0022088196425166166
HALLMARK_UV_RESPONSE_DN,0.022120354137699295,0.09709398884740435,-0.020110914168495385,-0.03376783753622584
HALLMARK_UV_RESPONSE_UP,-0.02640962574990683,0.13218252121996782,-0.010981905513690564,0.0010658835230820036
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.01985209982255668,0.04353029317350236,-0.007285693740630775,0.05788494937617446
HALLMARK_XENOBIOTIC_METABOLISM,0.04337250361949958,-0.05973340965727,-0.01593456430602374,-0.026111582690990343
