,UKF243,UKF251,UKF255,UKF259,UKF266,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0016566555646390392,-0.01128923738195474,0.05210417227190378,-0.05945427511467509,0.05019479367856071,0.015599299716615866,0.07331345380030266,0.011757608592444183
HALLMARK_ALLOGRAFT_REJECTION,0.018353441191071518,0.012234773812390121,0.04971019514544983,-0.026503868317045886,0.08660235429770544,0.004975795184345397,0.05674348957007243,-0.03382776909022411
HALLMARK_ANDROGEN_RESPONSE,0.05973828177591313,0.03365150363332945,0.008047689224652738,0.11037591735861164,0.039226756746518196,0.021582110645594576,0.06665701106569494,0.04171139039000343
HALLMARK_ANGIOGENESIS,-0.04000405774031347,-0.005147236244502143,0.09119009118714294,0.02330394164462944,0.1246307094084585,0.003781639912816041,-0.039069428200507246,0.0375251651108005
HALLMARK_APICAL_JUNCTION,-0.001456679880748073,0.051486543221331775,0.03852616329888446,-0.018097175526959938,0.09495909379441508,0.027828273337785255,0.04080144639880223,0.020257486117672936
HALLMARK_APICAL_SURFACE,-0.05534950887830758,0.044249086989831425,0.016007615703528877,-0.06182959539240219,0.0012257036500120464,0.06274017479575676,0.021561784804245948,0.02890848301241888
HALLMARK_APOPTOSIS,-0.022921513185835754,0.003962364779767775,-0.05537238299542104,0.008800523637375527,0.005168871219875823,0.050513840347590204,-0.02473331009618464,-0.04488780088251555
HALLMARK_BILE_ACID_METABOLISM,-0.02107125897154862,0.004920756768922707,0.028219981409694138,-0.07059354557665402,0.04720914874920443,0.013112828918353917,0.017759177525857473,0.037372471815399336
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04372613408674096,0.011315216071149057,0.015316339084959591,-0.02614800061748186,0.08751965928249994,0.0228157110486293,0.04808316202051271,-0.0025435059857225914
HALLMARK_COAGULATION,-0.04720100185077912,0.007699319844260919,-0.016902078965043074,-0.09263346005525222,0.014034544111845081,-0.04137175513893141,0.016492185210643495,-0.00795425202684616
HALLMARK_COMPLEMENT,-0.019143210295136062,-0.01197040975794141,0.07838490642272458,-0.009978915836763485,0.022308796045424243,0.05954802021948894,0.05090513629944157,-0.020460400497147497
HALLMARK_DNA_REPAIR,0.06950200703459604,0.024717305902207967,0.022114506105368144,0.09491260949597613,0.1108295758034227,0.06350437367289812,0.04257735315463377,0.07563746881819686
HALLMARK_E2F_TARGETS,0.012037553028184333,0.03956597976383627,0.03731930761966341,-0.024471487608529716,0.08964872762219168,0.019467016386431845,0.01255139604342866,-0.009596020540608836
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03733730979015573,0.03392348979578942,-0.008281340514062855,0.09050276176245269,0.08301937162401901,0.05033481692523943,-0.007052134082382845,0.0654089998880955
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0012966610790807534,0.042103744060962615,0.05146523942801868,-0.0016201238343248902,-0.022629942520906762,0.03759593752380866,0.07604263465406853,0.04783925239689652
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.027807759787128215,0.03369670482489891,0.01835942767074533,-0.023437287473991146,0.06741279092888823,0.03155237956694451,0.011821106710987182,-0.047632804714417123
HALLMARK_FATTY_ACID_METABOLISM,-0.039843511025793414,-0.02608396761895639,-0.07391416541238535,0.053296513187075734,0.008250280043690645,-0.000335465654537672,0.025948159894741415,0.029469815648704822
HALLMARK_G2M_CHECKPOINT,0.016653271070636022,0.019418509746870524,0.014420196693062756,0.012207472452868467,0.09153928574208675,0.03471675807052922,-0.021700076660614426,0.08103325935132902
HALLMARK_GLYCOLYSIS,0.036746441416999405,0.03553207956996857,-0.0346259053527155,0.041137217475496986,0.07169429883912479,0.08161121584005543,0.06415006182762763,0.031191449658751542
HALLMARK_HEDGEHOG_SIGNALING,-0.07342239881724719,-0.014906663192262453,0.08679489917737657,-0.03253695743311768,-0.034580682662433825,0.09365258656807637,0.03473886547371412,-0.055486319060501534
HALLMARK_HEME_METABOLISM,0.05370946344125256,0.04577896115666834,0.052740052421153295,0.016383893845880494,0.06500056779770728,0.03643744562443273,0.06888530638811026,0.048814986870058794
HALLMARK_HYPOXIA,0.10933672333829925,-0.006702632964430976,-0.06025695547854402,0.11541366220121226,0.04227897030236155,0.07130404943366737,0.003510775159375159,0.0716101233267472
HALLMARK_IL2_STAT5_SIGNALING,-0.03253577407445068,0.009054022999729025,0.07570423410007332,0.0328445365540645,0.042421012914417945,0.08133719945790996,0.042462066252338074,0.02845628446967164
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.02213986934915685,0.016082389286158637,0.0032363161462315155,-0.010159246578854005,0.08310817641244653,0.059322651537743694,0.025783457926571524,0.008002523370079612
HALLMARK_INFLAMMATORY_RESPONSE,0.005317689118376939,0.031196962052815764,-0.036380730102336806,0.0037107711286994615,-0.044528822635305394,-0.023047992809494322,0.0027900517244056652,0.06901220447475001
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.052221032280231026,-0.03162444322174727,0.07306961919648645,-0.0727750286042794,0.07105873827484895,0.011292549278746726,0.001237294685380157,-0.03033661517813411
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.015092944299800112,-0.023639002789728764,-0.02846657920968699,0.029122582354376255,0.00686506755908107,0.012361077612899887,0.006371354439049476,0.036657514376556406
HALLMARK_KRAS_SIGNALING_DN,-0.06041968720331427,0.05099402210067299,0.002691230670763996,-0.08113383384190467,0.03697697802375026,0.01393823243353061,0.03645478365662751,-0.03493671229876264
HALLMARK_KRAS_SIGNALING_UP,-0.06365092701126863,0.04027173661162345,0.09817285574982927,-0.012184040878362806,-0.04830170925742823,0.07519252117012454,0.04545406058092139,-0.04327189935884197
HALLMARK_MITOTIC_SPINDLE,-0.0036605859754497076,0.05104980080403029,0.05206353790997625,-0.00855144007101674,0.07087311107763321,0.028603308077909926,0.07235370951907623,0.03310509941454969
HALLMARK_MTORC1_SIGNALING,0.07829374526954384,0.046849548932394805,0.002844636734520482,0.08452580307310847,0.09302545899957448,0.050449950487731925,0.04106023966487061,0.11737890834420966
HALLMARK_MYC_TARGETS_V1,0.11494782106459113,0.053830105202641615,0.01491327362659032,0.12036279614544367,0.1191662830268588,0.058774322334173235,0.05123848883775883,0.06578263704457683
HALLMARK_MYC_TARGETS_V2,0.015998754769625503,0.015201361350952475,0.033229904239208574,-0.0037609377803071485,0.10798770626966384,0.05337662354285746,0.0010551257797062812,0.09556080083442077
HALLMARK_MYOGENESIS,-0.05367126244308258,0.02503052866450214,0.020467213933449052,-0.09089270477365378,-0.029190166786267,-0.012584250341535909,0.019718842601954212,-0.04522757935992957
HALLMARK_NOTCH_SIGNALING,-0.07312808740184495,-0.060968750555923816,0.05871905894771988,-0.08875488595041814,-0.013173595077731193,0.04625166085051549,0.03143355571594146,0.038936485178399954
