,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.14481108872360898,0.03204381995586189,-0.040195456017873665,0.024079760430610626,0.030240859837971194,-0.08622648591954232,-0.04694275589802494,0.049612858927755736,0.05243288718667189,0.08288185244339535,0.030973763365058322,0.0369458824256555,0.022371909833411516,0.0612032889168863
HALLMARK_ALLOGRAFT_REJECTION,0.039488329625658604,0.015234805894301333,0.05226688442306061,-0.0017689672182106383,-0.032058345296624734,-0.14606543303109848,-0.04773450659248839,-0.05016148425336228,-0.037398476280827986,0.04000627548828356,0.061122020760172355,0.02594781516020162,-0.00027728238573337765,0.033695176528966767
HALLMARK_ANDROGEN_RESPONSE,0.10036865135022506,0.02376098518147477,-0.02669408262287521,-0.00018726857140489222,0.03913195701324309,-0.004313235943759566,-0.012033611085938088,0.0077285657937637975,0.03419270958365812,0.09628734437846673,0.06821750753240027,0.026775112805601495,0.0009654407404548533,0.10048684796186265
HALLMARK_ANGIOGENESIS,-0.05397310458183659,0.009327735253671445,-0.05739937475968967,0.01256860522921385,-0.1107457239517912,0.1729924604218631,0.056537976450868915,-0.036724841709812966,0.025600002790790593,-0.022036279888902815,0.005889958841359966,-0.026093979862451915,-0.030896680243738935,0.02332785902032374
HALLMARK_APICAL_JUNCTION,0.13957027442095793,0.020192231130861292,-0.020939409319748685,-0.0005008508664991631,0.049115909061748085,0.013216299688589837,-0.05895022143062097,0.08195193131049744,-0.02891891641137562,0.07921623703705864,0.0331859787042339,0.0489907898818519,0.0450990762796537,0.10985979820032037
HALLMARK_APICAL_SURFACE,0.021792145471687823,0.01314361302468898,-0.059893858145306525,-0.02063156017363527,0.02888826957662509,-0.11149335819447381,-0.029201391429360464,-0.0016927929012163045,-0.06718299087902958,0.03969935001226447,0.03428756395460272,0.10789764595641099,0.08181756177478637,0.09099024742938683
HALLMARK_APOPTOSIS,0.09937149924215234,0.05084750142676341,0.012268006474298156,0.049561644883140486,-0.032212986953410516,0.14389879776560777,-0.026680355335466043,0.03070979275197882,-0.004437827421869474,-0.038612304998647325,-0.011910621698211233,0.019211295776107556,-0.0033191462949674526,-0.012775035688782698
HALLMARK_BILE_ACID_METABOLISM,0.0757698893837306,-0.0036860642131485034,-0.024299582212525997,-0.06626962507479063,0.0191767021718507,-0.029148826329284453,-0.026568894359354327,0.042431319018994045,-0.031211487316091618,0.07754307253704462,0.03895334661382706,0.04857301748206046,0.0445956030464748,0.05683707301826976
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06605782639012434,0.0322866965309571,0.007229824222676204,0.018456062054756358,0.053580877211254596,0.13839387982694398,-0.06291875561799472,0.1307422822069951,-0.06416056310724126,0.09424493226896588,0.034445011363724555,0.03372224076168824,0.049554081765682836,0.049908183557821034
HALLMARK_COAGULATION,0.14353622509384875,-0.010486430411792681,-0.005162797790681279,-0.012437790828103557,-0.0013222716080853276,-0.06480835944203295,0.02762249069653981,0.013060516027216562,-0.0033151860161861214,0.06200860386562257,0.037548639666709516,0.024769584865567632,-0.02612877433971074,0.05793978988030137
HALLMARK_COMPLEMENT,0.05603007824802492,0.030369094137025487,0.00741883433239087,0.028383719780903826,0.0008705214210693446,0.13221683170058735,-0.0435252519217726,-0.03290520556356663,-0.06111555439617002,0.05422824996804884,0.031126740982955266,0.056195235437463534,0.05270823380904608,0.04714608143576999
