,UKF248,UKF251,UKF259,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.07324860476655291,-0.03341897137408691,0.004009119957845871,0.08596126396863418,0.09654464061456276
HALLMARK_ALLOGRAFT_REJECTION,0.03903491944199501,0.01341314209466079,0.021097878416234072,0.04262134927628183,0.04791838146377267
HALLMARK_ANDROGEN_RESPONSE,0.07933593750330167,-0.005870115404935708,0.04378127381438226,0.12599017915538027,0.08477895888787697
HALLMARK_ANGIOGENESIS,0.013278468055572645,-0.026221459306512835,-0.032544058842727326,0.0509432902510412,-0.02777550463615049
HALLMARK_APICAL_JUNCTION,0.07082177920711479,0.03200731190973375,-0.023477352884374428,0.09275645703075888,0.08007581487083928
HALLMARK_APICAL_SURFACE,0.04759364887545514,0.07914401816920028,0.01256285449219583,0.0746824189320798,0.05864820266737305
HALLMARK_APOPTOSIS,0.008629778868291612,-0.0017487624461397539,-0.0061261050468451135,-0.004512252597526534,-0.0321788038503638
HALLMARK_BILE_ACID_METABOLISM,0.0341502449162879,-0.03614761716998114,0.012621777404953587,0.09678887951485897,0.0487477498663224
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.046796301729450394,0.0729634951135931,0.03890487348091546,0.09841345951920692,0.0812743317957829
HALLMARK_COAGULATION,0.03723543841314104,0.0015635099704668935,-0.01718050917303808,0.06109331159585969,0.03999231659058099
HALLMARK_COMPLEMENT,0.06589998728443955,-0.06804429230850348,0.04800317448550037,0.06674028569397292,0.05439699175494104
HALLMARK_DNA_REPAIR,0.10253431658092294,0.017880902346770273,0.062255374203411665,0.11568682054940946,0.08279381953922021
HALLMARK_E2F_TARGETS,0.07814305038131385,-0.02123727361147651,0.0071648480969246755,0.10073414249906908,0.06788043446661293
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03788397155432011,0.0009176356042497217,-0.03021026987149571,-0.009030872213346192,-0.03661457968821529
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.038426643267351665,-0.011095085755994022,0.009056066421297337,0.028450216471706362,0.052896036378455184
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05339832279949545,0.04361485161465257,-0.031189092573109888,0.11634315033272895,0.05006522835981558
HALLMARK_FATTY_ACID_METABOLISM,0.0329922374764971,0.01480019418574796,0.04439602245487354,0.06551527022058237,-0.014447254796616578
HALLMARK_G2M_CHECKPOINT,0.07328251490507243,0.00885544254491406,0.0047406929213317205,0.12277373112137006,0.04600481018507132
HALLMARK_GLYCOLYSIS,0.06795747045568175,0.03782929894894226,-0.0038178683461342353,0.06834003413467875,0.08154619303004515
HALLMARK_HEDGEHOG_SIGNALING,0.05172744666279694,0.010279619936979218,-0.00967394307899773,-0.016838613483029185,0.0520737631667698
HALLMARK_HEME_METABOLISM,0.09502958464908572,0.003081502638356957,-0.012635552312966765,0.11315325878395827,0.06749962980171534
HALLMARK_HYPOXIA,-0.027816656048849687,-0.017909011669006828,0.0034318934848894425,-0.016796473090738187,-0.036172274316284884
HALLMARK_IL2_STAT5_SIGNALING,0.0760212587914456,-0.011233102537102206,0.01618774844389822,0.08647850584312756,0.06086620855657753
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.027498663640271787,-0.0015357104051237354,0.0023747226095546872,0.05199395787980898,0.0487128561250309
HALLMARK_INFLAMMATORY_RESPONSE,0.03663096476092899,0.01438257762112915,-0.034303815541948245,0.0810169021655526,0.006889476159464927
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07616913908788368,0.0177455742912036,0.04312255778004429,0.10731548951187732,0.05401888258360627
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04040737521096487,0.013812999859172453,0.07699130216157339,0.011303042013655675,0.0358657739528435
HALLMARK_KRAS_SIGNALING_DN,0.001521693824726357,0.014006943381283598,0.013305968829714172,0.07422995680546936,0.08149643842846241
HALLMARK_KRAS_SIGNALING_UP,0.08647678595610875,-0.00833427969612773,-0.0037281151769899814,0.1169526610902609,0.09742164864074859
HALLMARK_MITOTIC_SPINDLE,0.09734756051536618,0.012631521010101723,0.021587067149017945,0.1006896137537971,0.08230429550234615
