,UKF259,UKF269,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.025132379643282805,0.07741409349989879,0.01162456951187268,0.010973312328612822,0.011820811769008023,0.038530207719626265,0.043316111733450534,0.07584463840826446
HALLMARK_ALLOGRAFT_REJECTION,0.013557644927109992,0.06745165939243655,-0.011264414789997535,0.045391289280549876,0.006191286853132963,0.05744596490686806,0.01570711156254245,-0.09027263002016345
HALLMARK_ANDROGEN_RESPONSE,-0.011299825514281296,0.07965698084615905,0.007402951404826155,0.023708956019757015,0.00015328462883107218,-0.021148290892014365,-0.0075730075332505024,-0.03832992343490288
HALLMARK_ANGIOGENESIS,-0.0011623180104234918,0.07459727844665419,0.013853211354453566,0.07356475620392779,-0.036307495748525646,0.013038488883628572,0.06519223344764971,-0.13359505939614935
HALLMARK_APICAL_JUNCTION,-0.029492537035083515,0.10889710647952991,-0.004542149729244354,0.02522782162753419,-0.02533427123750049,0.029310408616315533,0.058111434791555075,0.03839856687376239
HALLMARK_APICAL_SURFACE,-0.016881501670727002,0.01693128812855884,0.012042718123384505,-0.05269564743468201,-0.04357743939505958,-0.01842210076368759,0.041428356454211834,0.06364727108639064
HALLMARK_APOPTOSIS,0.00753963314492012,0.04135054935887993,0.05208482337795114,-0.009509011302921366,0.020789741405287006,-0.0931059451140454,0.0019519587669966079,-0.042822319863743706
HALLMARK_BILE_ACID_METABOLISM,-0.012535951396788455,0.07089776379429692,-0.05978242449757165,0.002554478908089392,0.015357875221226475,0.021548514843018004,0.02064663501059312,0.021671398760543883
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00795280097763264,0.04314587149435184,-0.03289273199448957,-0.0012381549501396024,-0.021078523380568398,0.03179772449634408,0.04080202570939044,0.0977294683006577
HALLMARK_COAGULATION,0.024297436372189125,0.059189600101185756,-0.05260690386898184,0.0076463229007244105,-0.024888897065826747,0.03592095234491592,0.059995401157189834,-0.027526443296919303
HALLMARK_COMPLEMENT,-0.005336472580210837,0.10347858580485518,-0.00324032624644576,0.04562625399863954,0.029527987631876397,0.04488354988921586,0.03411446711146428,0.043895605803212535
HALLMARK_DNA_REPAIR,0.0004597981147043365,0.07832886948990782,-0.008025524897437552,0.015984830908577715,0.01092976715308897,0.005888126804317537,0.062223566051999656,0.10455532900510726
HALLMARK_E2F_TARGETS,-0.033892047720889336,0.08344444146358676,-0.07305279120293548,-0.0030294274795080235,-0.011261101883577783,0.03256217741541699,0.06131506841761375,0.024221800064547036
