,UKF251,UKF266,UKF269,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.01018097641876742,0.057707959920390475,0.05379753482872093,0.02442755738934613,0.05400912354109178,0.025358467590723913,0.029939008733458387,0.09800384644706564,0.06806269650360743
HALLMARK_ALLOGRAFT_REJECTION,0.00926537889425427,0.11061752726545677,0.02436300586454028,-0.008838859395915076,0.05822607836352275,-0.03001064371026503,-0.05233555656613269,0.10984726883761371,0.012786539539694141
HALLMARK_ANDROGEN_RESPONSE,0.027636327489757292,0.12747986202921927,0.06035993907619238,0.04968145811819441,0.059944712188627805,0.0023302056149990635,0.10170561844973262,0.036042897977337916,0.12449680920196388
HALLMARK_ANGIOGENESIS,0.04080643914328011,0.12296368545491729,0.01622789240009134,0.03173652497072442,0.09910830210581767,0.006925020108816108,-0.11365009415633011,-0.061571014455053086,-0.016509843413364547
HALLMARK_APICAL_JUNCTION,-0.00374160758447351,0.1540129915881037,0.01751908721476151,0.011680221218255531,0.12191938122473571,0.011728388516641023,0.026708767611082398,0.09046135649740253,0.07837980217833282
HALLMARK_APICAL_SURFACE,-0.01721244905794329,-0.04153327256763292,0.01087650818240181,0.08258729236260016,0.049074606236803514,-0.010328114926203563,0.033179404640764194,0.07625994634332318,0.015184396396156132
HALLMARK_APOPTOSIS,-0.011110543816672912,0.029980868877026747,-0.01878481646349797,-0.06857318749521908,-0.014064295266134045,0.05077906531843402,0.07529284645031341,0.03922822061485285,0.05587172965194223
HALLMARK_BILE_ACID_METABOLISM,0.03647758502436021,0.11300080073945122,0.05884328355933341,0.03109388821024212,0.0998201400732566,0.026675811449005847,0.08474381494162826,-0.02565339782175005,0.016964157088387354
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06776345144243903,0.1420875573237104,0.0527081915319837,0.03651653041628313,0.10758328534934236,0.09223020448999703,0.1125956767795194,0.08015607664196944,0.10264134898422392
HALLMARK_COAGULATION,-0.05851154612990892,0.12220022776305295,0.037773994063921346,0.003841677007471101,0.08771059615799778,0.028450436421949506,0.002801360291109387,0.09223367898937418,0.02896031752809544
HALLMARK_COMPLEMENT,0.07924067126765341,0.07563865305817949,0.0037633310500428604,-0.005807140398609122,0.06289277064657667,-0.025195501264340038,0.028656977974018723,0.10861475664434071,0.05089515134225819
HALLMARK_DNA_REPAIR,0.03083355470891925,0.13117707519526584,0.03680602107254299,0.0014229286291819942,0.13068699765727676,0.02436717521051746,0.04911069256158278,0.15047981883950523,0.10678667025033448
HALLMARK_E2F_TARGETS,-0.0004890757838726466,0.1400323152004633,0.04718678033062708,-0.0012866355684488858,0.07792421639236502,0.005483167993310887,-0.03661288198135718,0.061807181460733746,0.12234394929216835
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.049681053046933925,0.1432685730365668,0.009688638883051309,-0.004002289918546856,0.09072671070085774,0.0356348418448905,0.03624000718827628,0.09100243128171644,0.05673503933472599
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.005145791152896319,0.026024706905312132,0.02374928821971672,0.024272961603253894,0.007688155798892903,0.0189509471959967,0.06429829234897301,0.0017662779728217736,0.1147616321864144
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010229012702260669,0.038025714804165375,-0.046219618541223105,-0.05917009568315958,0.060380871167517905,0.0528189910393001,0.031124354519409803,0.08980344880041727,-0.05325627219246312
HALLMARK_FATTY_ACID_METABOLISM,0.02710400881370136,0.0022976150622027814,0.06084661512806163,0.02892106073203446,0.05246486806295941,0.055129998617625235,0.12025756291411151,0.0411374688348768,0.04516160014608936
HALLMARK_G2M_CHECKPOINT,-0.018330537677888312,0.13098734849537416,0.038035657178088385,0.019469821730225385,0.11896554258582767,0.012321259640050687,0.03336948583066051,-0.036684881492838724,0.10236884740796487
HALLMARK_GLYCOLYSIS,-0.005214102507064574,0.024219947411095274,0.03097112484699556,0.0035388099550265734,0.06465671038913218,0.06644924060186799,-0.006095948935538061,0.1223907855001792,0.13283469147694
HALLMARK_HEDGEHOG_SIGNALING,-0.021021088776146616,-0.10051226485052857,-0.052871696831842105,0.026923370142565285,0.01862667759103368,0.04498264798237543,0.10058624513080942,0.016642339836703855,-0.006009057707353853
HALLMARK_HEME_METABOLISM,0.014686603733357215,0.08542969001262751,0.033916271409614895,0.02971561843473402,0.14134808073350466,0.005953902199334004,0.03360090968683373,0.07702262570557275,0.06311787304678966
HALLMARK_HYPOXIA,-0.008711234031319496,0.007885863538646225,-0.0013399227552308838,-0.017443555316603604,0.05422194337327624,0.08951674076073023,0.009707084933601815,-0.0167030490416826,-0.0023828592533179866
HALLMARK_IL2_STAT5_SIGNALING,0.010911309737683847,0.06722049288496716,0.009500907980452831,0.038106822752987254,0.0895784088348202,0.039310501252924686,0.09529118328877179,0.02930289784363556,0.07528650592265376
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.012156809368467598,0.1129465131452318,0.04304621185759561,0.046796405480915765,0.1093457968712469,0.038379406806874475,-0.014210353095465712,-0.03870922569474387,-0.10511776729253408
HALLMARK_INFLAMMATORY_RESPONSE,0.03332174492688634,-0.03412520417739539,-0.005158615073838739,-0.035837612582974715,0.023944265442021835,-0.0002748842673062029,0.03417265263077331,-0.04602813791309363,-0.056060526194047396
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0017668491144245673,0.12579922508849434,0.045253800045278895,0.05890425186657188,0.09648006454157491,-0.07536337569670407,0.1018784545934122,0.0703209631082715,0.10262177629997643
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.008855247882073982,0.06601877061215615,-0.013350347585609441,-0.040835436933948685,0.08077580639681571,0.019159526941593206,-0.01724153472111652,0.06198225018893863,0.044153349728228
HALLMARK_KRAS_SIGNALING_DN,-0.02094308007933334,-0.010405974759212394,0.015348608845071722,0.07878555289707444,0.05815911483833009,0.023203033338115166,0.0469075706373625,0.024047598358495573,0.05822489148531623
HALLMARK_KRAS_SIGNALING_UP,-0.028329971259607182,-0.06624459498975327,-0.032771351869850925,0.0916204795906107,0.04076736954430268,-0.003244871170677065,0.02547366143561843,-0.017289089490292946,-0.027850657324354246
HALLMARK_MITOTIC_SPINDLE,0.02740137269510673,0.13026892188279568,0.06077046428503165,0.05568493545385399,0.12076258730327433,-0.023534736767784097,0.05195662747024512,0.09479668016793327,0.1670968782883266
HALLMARK_MTORC1_SIGNALING,-7.27108242036425e-05,0.08774384756833246,0.04097261333248614,0.004355196082059521,0.059001946146370395,0.09032859142732105,0.06076842602302899,0.055856845646037365,0.06333931780079315
HALLMARK_MYC_TARGETS_V1,0.016805040279269632,0.13671417315924705,0.03500168934394316,0.06442603312734418,0.1197789071843815,0.01598152858757582,0.047564643373526255,0.13591696033571035,0.03874758008236164
HALLMARK_MYC_TARGETS_V2,-0.0066340159006865115,0.09607222773829552,-0.005839669608761249,0.005834162265843889,0.04863551105559781,0.03142677789612471,0.019229730390589388,-0.0501558219292418,0.04925391544296534
HALLMARK_MYOGENESIS,0.013876152068556191,0.02291164020674364,-0.017926198961705653,0.041378335135008985,0.04890364016569676,0.05068775581892512,0.08867019175983253,0.11517936845457279,0.07309176642429548
HALLMARK_NOTCH_SIGNALING,0.020798666574562242,0.08497204469834899,0.056967921180546305,0.03155802372280096,0.09070775001239016,0.05893375687370305,0.05338249501036516,0.09701735313091527,0.07739396695073
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.039805798028505444,0.03515370431971445,-0.027510520596423223,0.028410748073468866,0.035198915857611056,0.04060930836320176,0.03282858544857458,0.1672468980978374,0.0776517957816749
HALLMARK_P53_PATHWAY,0.005880501010879968,0.10198867443153722,0.014487935427294554,0.023930303063831142,0.08882145853655772,0.03455641951621637,0.04421166583691834,0.08165242167454927,0.05155103930069298
HALLMARK_PANCREAS_BETA_CELLS,0.053591652858200514,-0.029543795112897984,-0.02617683447599099,0.007968901665585448,0.01051400376702655,0.00464083088581239,0.0010236047127486728,0.05783076327324169,-0.048434651067609885
HALLMARK_PEROXISOME,-0.03804764875961064,0.08589644773025014,-0.0008505779320052114,0.028800546702693358,0.05895337833579852,-0.07310123115144193,0.036577263247289354,0.07855923974159235,0.01067867243933061
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.02735889471450443,0.05126706233090392,0.012211937852612069,0.022155928820807896,0.04394024771277338,-0.021996098855979248,-0.024499258023678677,0.033087030844930324,0.015322569259778845
HALLMARK_PROTEIN_SECRETION,0.05467445071813716,0.025745097048612442,0.04266890673546711,0.032677567313899154,0.1126073759336661,0.02204629996533355,0.03798219037414621,0.04817726322296608,0.07291672219698658
