,MGH258,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.10482650153731018,0.013322304676126846,-0.06000275090062201,0.0028783919037852638,0.01131105496153458,0.06312128303004377
HALLMARK_ALLOGRAFT_REJECTION,-0.0034701223400005012,-0.03717392840450901,0.12136216713731733,0.06668312937470447,0.04483591498499228,0.022029095008918316
HALLMARK_ANDROGEN_RESPONSE,-0.08041521997699051,0.03152052315949688,-0.026299610592970667,-0.020754561153247503,0.03631088300219849,0.09727786961318102
HALLMARK_ANGIOGENESIS,0.0716144857294979,0.07447575457377076,-0.06619664002288382,0.009937746265982364,0.010658312879834674,0.08144672092340356
HALLMARK_APICAL_JUNCTION,-0.11117198971606586,0.04585361696444475,-0.024844877558480704,-0.025522838202120025,0.0031881550734354333,0.08752313737676573
HALLMARK_APICAL_SURFACE,-0.0712716336893881,-0.05125202686762124,0.055807125540548154,0.0014966497156072701,-0.025677371867279447,0.08238259021125353
HALLMARK_APOPTOSIS,0.027395852958921094,-0.03459657021174028,0.02321799390996553,-0.05634266173305781,0.013415811927068394,-0.007741260841392913
HALLMARK_BILE_ACID_METABOLISM,-0.0700882054265823,-0.04782506114997764,-0.007891344647731108,-0.038378190735326966,-0.03252152501828602,0.03675349689814165
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.050843924929400146,-0.021857628799425953,0.012234938343097784,-0.023385558191935493,0.007241677626229595,0.07613860977928401
HALLMARK_COAGULATION,0.05724925986156933,0.05822046449715317,0.022680958603778254,0.051804519119482625,0.0011669283540564148,0.07773319523890462
HALLMARK_COMPLEMENT,0.059395295823427764,-0.022033121197732243,-0.030625363823174497,0.013421683481687373,0.022059804704596262,0.032707813431556765
HALLMARK_DNA_REPAIR,-0.06826409451449866,-0.06350964547683323,0.006096721127500345,-0.0154469234453386,0.019811901152720694,0.07865424966778564
HALLMARK_E2F_TARGETS,-0.07214887634652509,-0.0615730590533485,0.014028486607740623,0.04236216836507054,0.05110647244526977,0.09897053808317807
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07458681993601597,0.11668252615251276,-0.024971889381804856,-0.03696205439826663,0.07709307693381885,0.06407606107225039
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.08770308103887,0.024318205884243865,-0.051525062797600434,-0.06443114665715466,0.019383790746049515,0.052721285649401456
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09138934800356448,-0.08704584977462351,-0.003591968095418713,0.02978757380247022,-0.006461866301952611,0.016845531927939538
HALLMARK_FATTY_ACID_METABOLISM,0.07335294758245031,0.059828815261085785,-0.14320962710852456,-0.10763199590410881,0.047022543213064344,0.005874701463552949
HALLMARK_G2M_CHECKPOINT,-0.08266691598577218,0.0011157327497549004,-0.052041756023583574,0.03007244032469957,0.02894304201784668,0.10765465544736418
HALLMARK_GLYCOLYSIS,-0.12577281820931896,-0.03743910795305195,-0.023377395064876832,-0.034763316218539966,0.009321101105906143,0.100325792737656
HALLMARK_HEDGEHOG_SIGNALING,0.021995859971751963,0.1582473488263903,-0.04866617762923595,-0.043379079153660585,-0.012600487044879616,0.05308644431020204
HALLMARK_HEME_METABOLISM,-0.028059033157308816,0.014525284334381385,-0.011867749531818756,-0.017516428843498914,0.00630462737762377,0.06307427166476774
HALLMARK_HYPOXIA,-0.10921544778335432,-0.028480008407668005,-0.10523734906897211,-0.1426884339349152,0.05940150601923252,0.0213995091238594
HALLMARK_IL2_STAT5_SIGNALING,0.005454031494478516,-0.04290139399427118,-0.013588487632365275,0.01990911947348871,0.004858223443454518,0.04587727221473767
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.008146567363655053,-0.010440372571597384,-0.07535553545684039,0.06299115051840183,0.00862820055277488,0.07709787069696795
