,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.02249326544270401,0.005301724939573651,0.03761738793177651,0.04640595366230218,0.09643440159368427,0.06308709459680695,-0.06849856609542945,0.061949965915680555,-0.028878719465758318,0.1352319328603915,0.10344922172751453,0.14514127487941994,0.17089479097593943,0.13272267808778046,-0.003457299840412386,0.034759585697299575,0.1339759085304661
HALLMARK_ALLOGRAFT_REJECTION,0.07028212521001945,-0.03777740948926721,-0.014772070565737922,0.03258111531566271,0.02597001499900345,-0.08511323664945361,-0.24830275197469986,0.014587273903148346,-0.0276065317593639,-0.30109296017964615,-0.1304901211886836,0.04324950074327307,0.08547363784521256,0.0019584951803878646,0.08332279102346347,0.1412244409946852,-0.007069231816529983
HALLMARK_ANDROGEN_RESPONSE,0.009363505186312703,0.03728936813017534,-0.006334798679881417,0.023051730775065123,0.19626798678734633,-0.0012708772959509184,-0.21180860951261454,-0.03230163900014203,0.032582294081944047,-0.12492113616994055,-0.10442701103695215,0.12886902571932246,0.10945962370037209,0.0017861129952879452,0.04671615941313428,0.06578046641287219,-0.03096280321537597
HALLMARK_ANGIOGENESIS,-0.13398291189853534,0.001879716930291759,0.03320733623916948,-0.036390470248792,-0.21259240388263773,-0.08012465006965529,-0.26159724265036666,-0.1292376216361323,-0.06106018390010679,-0.29276899703212306,-0.2998233230919419,-0.13770652958811394,-0.07771109593269955,-0.05992748725470046,-0.028812851110290662,-0.12916672163953807,-0.20536590967358248
HALLMARK_APICAL_JUNCTION,-0.02928769396052603,-0.008950185722241166,0.04294529089624124,0.02475216043373982,-0.003235716872285202,-0.018535297413724786,-0.17723032713397283,-0.0880540650007752,-0.015905060386063114,0.006903350840643779,-0.22122972088056464,0.15097289187140037,0.17236557180226159,0.13879920980844782,0.04698533159562362,0.034262950985563395,0.1617930126352567
HALLMARK_APICAL_SURFACE,0.12495427946674342,-0.006219831894678975,0.004061853157671997,0.03484712173466362,0.004731381460191672,0.06339825838995239,0.14021174026092878,0.0872628603650975,0.1232996361668047,0.17049318577427963,-0.10880301078217589,0.11808409112941133,0.13666251290487724,0.12388041911781722,0.007514414632250983,0.129879629485076,0.08790981697944784
HALLMARK_APOPTOSIS,-0.012179614163175447,-0.04001774869027934,0.03508494915111452,0.04844158169733381,0.017988097658644515,-0.010993168579212141,-0.05127306790910517,-0.08435167471972849,-0.05847018172357846,-0.10186503980573369,0.13674446503408316,-0.10122403289518145,-0.07458460240915371,-0.03589669407959131,-0.017068463704968152,0.06906886086349243,0.12073530191625585
HALLMARK_BILE_ACID_METABOLISM,0.019307357797824966,0.016342307492459608,0.013117885968402243,0.049502770475826685,-0.042190456226005243,0.016558943191027718,-0.23695927171331294,-0.11091113893295851,-0.03770885537286474,-0.000759960675135966,-0.11144809568078201,0.06504534896386657,0.15056391057085827,0.07957840532945024,-0.010034484331393772,-0.056252385851993936,0.05579991627005407
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08867980647034925,0.05662500180340768,0.034862366884771616,0.009635014727274065,-0.005184469086875899,-0.04616445163726131,-0.18208215411806444,-0.14584450766870133,0.02064179983024152,-0.2170535798010294,-0.26954010737483874,0.15978203650506037,0.192350536095592,0.06261941266248142,-0.05031335251107107,-0.04533138138918144,0.08438748286742834
HALLMARK_COAGULATION,-0.07869475224564966,-0.06258670597316651,0.0194076373851873,0.027830766782981447,0.0782315221536147,-0.09348154129425969,-0.2644853564299992,-0.0739539441059301,-0.08611663952611923,-0.34851539483922933,-0.18662716984381142,0.055756001248462035,0.0988016696851327,-0.02852148932234315,-0.025805643839441637,-0.010530642289073683,-0.045583547572891826
HALLMARK_COMPLEMENT,0.11231556207446972,0.031232438375887343,0.01496574084176311,0.021893537522875227,0.1693991253755755,0.04016489444710502,-0.18780536120484442,-0.09681100208230385,0.07793103210273102,-0.1759130862751127,0.07074032274450832,0.08446617767229198,0.11856660107416117,0.09830593179614845,0.00925952588194837,0.038619357902453175,0.09708230387173201
HALLMARK_DNA_REPAIR,0.003507384070252984,0.05883355934301105,0.0723657679727701,0.04514728344530255,0.16994592569518377,0.015130679290954985,-0.14460591463307176,-0.008539680173672123,0.041983468010285706,0.13548913017674769,-0.12821743934174376,0.18537726894497172,0.17885732650822703,0.17206360683701008,0.058268549386835886,-0.05174195434435343,0.21113065880166776
