,UKF248,UKF296,ZH1007inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.1477141993957155,0.08206107658644872,0.1215684501663715,-0.004922369985738521
HALLMARK_ALLOGRAFT_REJECTION,0.17534028796284487,0.0724302969385334,0.12211596249038612,0.03748561348076949
HALLMARK_ANDROGEN_RESPONSE,0.14008390476366475,0.06051947063193491,0.06810297184563681,0.027218231228936733
HALLMARK_ANGIOGENESIS,-0.06927415500651761,0.05941507444314439,0.0529564514608848,0.05131990080502999
HALLMARK_APICAL_JUNCTION,0.22426803041352877,0.07387188625038615,0.09916708020893607,0.06420689106199023
HALLMARK_APICAL_SURFACE,0.08345519691010049,-0.07646641040152916,0.06779803113840188,0.0705704484517133
HALLMARK_APOPTOSIS,0.10108388225911784,0.011963262436776275,-0.00560925640201466,-0.011447871457083491
HALLMARK_BILE_ACID_METABOLISM,0.024962837611375896,0.06968324348591802,0.05880375177801271,-0.06912355355460224
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06173403309405373,0.07250847284652086,0.056198399046599706,-0.06658353562367589
HALLMARK_COAGULATION,0.2332179840215657,0.08621437031461321,0.11013487153318612,0.06759956790515324
HALLMARK_COMPLEMENT,0.06265299998955179,0.06707517736060563,0.0756623093553885,-0.01295070558124367
HALLMARK_DNA_REPAIR,0.12909938453926856,0.10235635670085017,0.14090422651799994,0.021709992385303165
HALLMARK_E2F_TARGETS,0.11809770479184425,0.05283273119235604,0.012350777798265072,-0.02448307497717617
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.2203179438593116,0.12613375313788092,0.08845148186750693,0.08968969092150092
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06790798379622369,0.035943059881597655,0.01452464056086605,-0.02522924616740123
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08405191789579945,0.052248036403817026,0.10646403740711739,-0.0424337627933302
HALLMARK_FATTY_ACID_METABOLISM,0.032432098982494356,0.03204995750761366,0.0853320086118693,-0.004600457716054243
HALLMARK_G2M_CHECKPOINT,0.03598349671762633,0.046040164542369304,-0.03338681931818456,-0.0067802758523396725
HALLMARK_GLYCOLYSIS,-0.09879217601696091,-0.007736921884826616,0.11667898513677961,-0.0259142940657543
HALLMARK_HEDGEHOG_SIGNALING,0.014277346114305258,-0.09519424839038448,0.04779498475368136,-0.06027185944304633
HALLMARK_HEME_METABOLISM,0.10583530971355537,0.09611585110324222,0.08456116740315738,-0.012280336853029865
HALLMARK_HYPOXIA,-0.18977622166334923,0.028246628650886764,0.12436939960977482,0.003169833520160706
HALLMARK_IL2_STAT5_SIGNALING,0.1245485335607015,0.04638164345052988,0.08806674041840093,-0.0018861516803007007
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1256023794177381,0.07626498417750366,0.10978148441812022,-0.06123315387166228
HALLMARK_INFLAMMATORY_RESPONSE,0.12136038889428623,0.01351867915493751,-0.009474668507198771,-0.0020585295615400154
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.12189477055393085,0.1119101889710206,0.08464096814502843,0.049216704073932006
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.070845012464492,0.07701681819983178,0.06650435357975742,0.0014155085135896064
HALLMARK_KRAS_SIGNALING_DN,-0.04281957405392739,0.042955179429646946,0.015333967233742748,-0.015443900822365299
HALLMARK_KRAS_SIGNALING_UP,0.0968698370303538,-0.0294237696744115,0.11948978233130747,0.03254722967929088
HALLMARK_MITOTIC_SPINDLE,0.18905427117191653,0.05165186934210629,0.06657804192437879,0.03481844303292101
HALLMARK_MTORC1_SIGNALING,-0.07908851389109808,0.014901053545582063,0.07494625333684053,0.0019398716486011373
HALLMARK_MYC_TARGETS_V1,0.13859652326026473,0.11719705996936368,0.14212308380660643,-0.0058042790759473915
