,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08909984118618829,0.09076576714513897,-0.00860789195573458,0.04861128805500925,0.21151801800991585,0.020927122970837576,0.00033768959389006995,0.06321671199244262,0.07802775871429427,-0.08056417019967603,0.0037343808414401583,-0.0286051208584623,0.01870333115163183,0.019546590285788645,0.01929794725385674,0.13447817809947635,0.22641084957235136,0.23356298052042637,0.056932245653158825,0.01742801290919987,0.19740571952115019,0.11425868747233445
HALLMARK_ALLOGRAFT_REJECTION,-0.07067654426853856,-0.11516926513536144,0.01852911828813542,0.1036545715430081,0.11481121145248169,0.012429757335791807,-0.005923096046299744,0.19790506643105057,0.08014463933813606,-0.008039025879521888,-0.009411318663608345,-0.022982247089650097,0.014622841835684623,-0.023404315393673044,-0.046549156426167505,0.0383098339825883,0.06441696996810697,0.12664799509688046,-0.012353542078414778,-0.011577901833472718,-0.06189951284251552,-0.09455775254598785
HALLMARK_ANDROGEN_RESPONSE,0.1003013311008018,0.028394450441189312,0.06070692973838773,0.011299931872594824,0.02882392976614046,0.015874962222188153,0.031177198146874634,0.20823693132661208,0.05535555162766982,0.0764235536690302,-0.006711065923135585,-0.04963842414426322,0.03354270321894553,-0.07520065390112235,0.0052274239243854746,-0.00021896243991610036,0.1793220278707602,0.193133051081139,0.035656883885088975,0.06897254348620807,0.09067434749677768,0.03267540347453834
HALLMARK_ANGIOGENESIS,-0.06786716766296977,0.040920181594204415,0.13072055989515138,-0.13256315071762476,0.08652392353493979,-0.005733150557579201,0.027873981260933434,0.28216671672781685,0.10441478257916476,0.12328186491222942,0.04723287519047907,0.04523872115771638,0.2504239637571153,-0.04002994041684144,0.03645164556132781,0.14425631117709858,-0.008750681833241509,-0.13422027003088627,0.04616234086411657,0.08665386058466622,-0.1570449766196084,0.05385287596464522
HALLMARK_APICAL_JUNCTION,0.14370840792382542,0.054043108876555446,0.013887568908911553,0.09238342684971654,0.16418269953220074,-0.029695279879872836,0.009478715570908588,0.2906019674350278,0.12710546587357696,0.04364113840681136,0.0003615719669113644,0.010284447636482934,0.074554607618694,-0.04266276344477291,0.018419409876491013,0.13852401887411397,0.22540792717929653,0.21649784972726877,0.040564610134749816,0.07014706860890177,0.1064525014312461,0.10486212128399137
HALLMARK_APICAL_SURFACE,0.0079584798358909,-0.029216890333056956,-0.022440527089811074,0.05685891037324557,0.08138754924710637,-0.010243413102193559,-0.04125177735484594,-0.04400054450141097,-0.013071178163491086,-0.07534539445342968,-0.026559549644935912,0.046250727788147705,0.1024804418795536,-0.05797141922068856,-0.045807970481563216,0.045222610529479706,0.19221745201303486,0.2286155866044639,0.047525354187159044,-0.004826965186948523,0.051876374678724434,-0.046967220886934787
HALLMARK_APOPTOSIS,0.04303083915990068,0.03710167520035473,0.011948205438623283,0.026749887167202713,-0.062375125334757545,0.038995141965114,0.015020999518541378,-0.08745013444700399,0.054008506823906594,0.16188989338960816,0.03517252943258435,-0.017044184063791608,-0.13025616666811274,0.023283845003675595,-0.025483264743618093,0.20213067882513303,-0.053652856745268616,-0.10259196776644103,0.07578404415363135,-0.0431263603905771,-0.00660187862550988,-0.03858768920992167
HALLMARK_BILE_ACID_METABOLISM,0.1217093758790148,0.03185972201866531,-0.007734510185194065,-0.012190312894553393,0.12227336311349084,-0.03331033073295281,-0.015153268416680911,0.19516605935718379,0.09505493565681562,-0.0032591566439484133,0.012117317170394467,0.0016638564574414773,-0.0031037814565400513,-0.04746337972090232,-0.11367362653884984,0.0705432432624864,0.16841896157802824,0.20137843147819762,0.0756382749319831,0.008414837290726417,0.2593752098340473,0.19582751526987222
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09435930916949306,0.08454515102996173,-0.0020115196882468517,0.056944376169825894,0.1474233248785473,0.005134451325937914,-0.0044544088162141865,0.2563389468384722,0.01737723864000931,0.13159805291447654,-0.016284292890444765,-0.0033616421399975454,0.1190108493797558,-0.004040437035443295,0.02389334078890467,0.05515421695046016,0.23929309008731733,0.24343230349762887,0.026669387895889574,0.01922530922621365,0.28193185844941704,0.18812290324003578
HALLMARK_COAGULATION,-0.08338594051370983,0.0673265297287356,0.023775788128183168,0.04702449126350448,0.14304473077286695,-0.010636408252815794,0.0916441942694909,0.16055537511480492,0.09153163828695074,0.003620141845741154,0.010628438895760166,0.04396462970579318,-0.049298614521438314,0.0020366997235120644,0.021026083511941237,0.17738394728366516,0.13714843917867406,0.1288310425522982,0.0675743386545535,-0.062210429827007654,-0.0339322470965582,0.07208043231916506
HALLMARK_COMPLEMENT,-0.00675593832583156,-0.006611576339005002,0.11976987856117345,0.0011597011255614672,0.12476661855782675,0.016690123434489737,-0.03148058241297178,0.07783414910160541,0.12615898518733154,0.09049685156104763,-0.06657262347706414,-0.03547825212047721,-0.032056097767187625,0.048818409586024014,-0.0899691995481771,0.14037360484625017,0.11450723812498032,0.12953996511646548,0.034360873211550125,0.004769674611239456,0.2354968844121772,0.07566765196423006
HALLMARK_DNA_REPAIR,0.11127060232125996,0.0967519468935377,-0.006944826603735747,0.06387911580563112,0.14336469655941356,0.04021465548299276,0.04324672637369375,0.27318657733187074,0.0831549551830152,0.03507285994713141,-0.010281910379340878,0.0019497602117417078,0.16250763528165973,-0.016324201998530862,-0.02643953589899889,0.2126129293937896,0.24207898691425836,0.25333426686744154,0.03710584106582583,0.07540655212509961,0.26695752487055074,0.21767650467696212
HALLMARK_E2F_TARGETS,0.10452075029823714,0.023616789454187475,-0.035636241663202166,0.03647278185858913,0.19199799717231048,-0.0193313515704637,-0.027585889766970285,0.296737318654074,0.0872271127258545,-0.025667758677297994,0.00884880962888534,-0.0004791190963322962,0.030784123295505558,-0.002304943232336239,-0.1267881435962048,0.015741537130498456,0.17597119238226822,0.1602394488964585,0.10478366862841258,0.05891844790709842,0.2567028075814888,0.1702557529253117
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09529878612396085,0.06406201238521561,0.07767776952887391,0.007785649302128829,-0.08417592819628796,0.02363863925681422,0.08503649532147484,0.26895363695744284,0.12822554852348605,0.150513882117292,0.0010579063290220671,0.10140262847466372,0.22234659059985468,-0.026417542468767093,0.09590958042926412,0.2832724385871432,0.04776338020107675,-0.06912141744507172,0.07681131124628345,0.036964689829268656,-0.0802730193986887,0.07287962846200105
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.021404352482560476,0.10553572720899043,0.093484846614419,0.04585866135285358,0.021389680843867314,0.04072403413314147,-0.05376946256802733,-0.020651780280433813,0.08717301873837896,0.0209302335214186,0.0029213171521682347,0.05733226786487147,-0.020565414487583877,0.039583948432395266,0.13825812344577576,0.19858788072429837,0.2327244589403704,0.14012798104739177,0.06341721272084849,0.06459880766551199,0.21983515433314893,0.14415388748054764
HALLMARK_ESTROGEN_RESPONSE_LATE,0.007490349128847631,0.06663568542144056,-0.006107575161537156,-0.025453486777869544,0.14251481034913308,-0.005226325076316579,0.05023357280837302,0.09557330382920749,-0.006815751538767008,-0.06025414693612734,0.03143100471124363,-0.02177221253218658,0.24411262920105237,-0.024285234533059065,0.0012864197642341259,0.090900655025722,0.21177057051655357,0.20036980406859597,0.025886772904746454,0.04499091921834919,0.27713552325513224,0.06934202696275626
