,UKF243,UKF255,UKF259,UKF260,UKF269,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.11552034770357773,-0.13084616812257285,-0.10342484564455903,-0.339897448825288,0.024747830809209725,0.09025293160713115,-0.20819832955624185,-0.254043332467494,-0.09493775186883055,0.017049039272796145,0.04197759769740124,-0.014956074093140157
HALLMARK_ALLOGRAFT_REJECTION,0.06256683000241241,-0.1188680444012804,-0.047485803223124935,-0.14999280170467144,0.08036554701734844,0.061740011349168386,-0.2815905234503421,-0.261161103621519,-0.07479022436205784,-0.03564212230781673,0.022239816098350997,-0.0439624726379822
HALLMARK_ANDROGEN_RESPONSE,-0.01304007424281882,0.09828189890195033,0.11356583852276987,0.016199594463348857,-0.02953538211963051,0.02228329043241926,-0.10664490325751416,-0.13038174260073943,0.012093567762897557,-0.04198083755416834,-0.005570110277299056,0.04542843195599807
HALLMARK_ANGIOGENESIS,-0.013571962380925456,-0.20443181095472818,0.09469928018235943,0.2823434745612058,0.09660933638573163,-0.10201283498985457,0.19935501463413735,0.31232679555099235,0.1826696471603323,-0.02416427019321452,-0.0972705844739514,0.1411547136077808
HALLMARK_APICAL_JUNCTION,-0.06336909295890882,-0.09860726849073367,-0.1397981271574855,-0.08988053052586958,0.11488226890374417,0.053889188888753804,-0.11341123164279168,-0.1710183904016902,-0.10279745833368926,-0.06956317086603636,-0.011299902561299154,0.0455015114973783
HALLMARK_APICAL_SURFACE,-0.08402364604870517,-0.12572855433892027,-0.18914652290688144,-0.2947255777714575,-0.005516971577621403,-0.04288519879132612,-0.1997310580823172,-0.22001699535714442,0.015017689945614,-0.008505252131965521,0.011724108051236616,-0.10201612566620702
HALLMARK_APOPTOSIS,-0.05420749846747876,0.09180101879923878,0.05133039031853263,0.32868187803228144,0.08947668979877388,0.1331751644096419,0.38170293524916765,0.39709445280736616,0.021598588105000333,0.0018692416419153035,0.04283376939665489,0.021069112193371573
HALLMARK_BILE_ACID_METABOLISM,-0.13676145621638577,-0.17107003669409876,-0.1320072654794898,-0.3785589764608812,0.022228652416279113,-0.006245679975695866,-0.1625260442489181,-0.27615020526006123,-0.10588077829016812,-0.050687889381948785,0.04958190997575096,0.0008219235781731591
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09859436054436493,-0.09733792101779784,-0.017251150772814663,-0.2485602425679567,-0.025934379650130557,0.05868307491752545,-0.19967069370818658,-0.27649872238669415,-0.12093541524626296,-0.0072180692672473975,0.063116669261751,0.010733198255174011
HALLMARK_COAGULATION,-0.10580314307529107,-0.14181797366926732,-0.18998530116352197,0.024499602858566713,0.08562213595291651,-0.13205080471379488,-0.059618120483359134,-0.051001162693841536,0.050440088471247264,0.052193006519364364,0.007883148315168148,0.01606318400575663
HALLMARK_COMPLEMENT,-0.09993172684720357,-0.06229341789069858,-0.06545279176487333,0.06813821735636238,0.10155113457044514,0.1372779842716028,-0.03351861103347824,-0.09109416980142958,-0.05776650892598511,-0.04127786735433803,0.09675157853200425,0.006449601642042177
HALLMARK_DNA_REPAIR,-0.07398639265502721,0.02440430093892444,0.18514125293382974,-0.19985052638469095,0.028477102164670844,0.11519971612059506,-0.19094721099670411,-0.2570659418949597,-0.13311814809561268,-0.04723810537185145,0.04004973918239323,0.09121405141097433
HALLMARK_E2F_TARGETS,-0.11181124209047451,-0.20409447169826478,-0.05645270980229084,-0.32697815451172435,-0.018271386046099212,-0.07896886813193323,-0.1865637208347526,-0.23915328107760098,-0.08526474589017252,-0.010453306482560723,0.03556538366722951,-0.0015166022358866404
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.048959176769595235,0.16673809571613238,0.17625642636485594,0.35921834138028125,0.15084976714324505,-0.14067118611338864,0.48296023079229483,0.5083431423616462,0.10114479284529196,-0.02268020241277556,-0.02765245594149403,0.17494786556735775
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.048714176736056616,-0.11247032703950634,0.05560794495762057,-0.09119737369538965,0.029523121458939667,-0.12182971016471478,0.09397853029670004,0.05827943091027055,-0.11089093898413285,-0.03540092604806046,-0.018448422676022282,0.09036995370891854
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.15872480893566737,-0.11817789296654967,-0.1502189365405783,-0.22604483845418333,0.0027188544017955002,0.060334401704722374,-0.24264863079079008,-0.344912738953912,0.03508064504244539,0.05156638184776831,0.07071234953391496,-0.05347326156674696
HALLMARK_FATTY_ACID_METABOLISM,-0.0058598817049794125,0.15437173831299597,0.17379744058611538,0.11090366803872878,0.028169673898702872,-0.0483968966519293,0.23725591603433102,0.13896217736877367,-0.058911479530101785,0.012589023193401425,-0.011708663431269587,0.17125631380514114
HALLMARK_G2M_CHECKPOINT,-0.0026775047389792014,0.0999748159885924,-0.02785804793780077,-0.006090913096833947,0.03598113185065021,0.08832972250268058,-0.03987712642851834,-0.09721134166060692,-0.06575008842335978,-0.05180732355716114,0.0442285439155992,0.11448633538785233
HALLMARK_GLYCOLYSIS,-0.10322862410871748,-0.016923805779239028,0.0723085656447899,0.18724240085772484,0.04720365477435613,0.03136820638865982,0.042969964917998746,-0.0821479227155761,-0.08389844176140106,0.007783308139660469,0.047409961775756106,0.06960430172603913
HALLMARK_HEDGEHOG_SIGNALING,-0.15493908342367704,-0.19108253535124525,-0.10799351958232731,-0.20901942829555625,-0.03434276053944408,0.0361274537320495,-0.07599383391215474,-0.12461849990003462,-0.14584452323991193,0.03455341040339164,0.05661976655824433,-0.13869395164992465
HALLMARK_HEME_METABOLISM,-0.11137397668540096,-0.0005619935305383859,-0.033527913408504605,-0.2797903189336944,0.05868068039818507,0.07742910923797922,-0.15572147893613522,-0.24847155779185642,-0.13183168565563558,-0.014644204085409725,0.04308808406695498,0.026125532538936482
HALLMARK_HYPOXIA,0.16974935862507162,0.21183208392875105,0.24117638727424406,0.3834329918715095,0.09830995166933136,0.05180695656195024,0.46693195216901334,0.437343059322132,0.07224701921950777,-0.008556260108639096,0.03571818432754733,0.23838098729946874
HALLMARK_IL2_STAT5_SIGNALING,-0.018901780716932843,-0.14731243491059073,0.12739249761627447,-0.09220188301927577,0.03555862841776119,0.016511147660156086,-0.13874460306917846,-0.18881227693908095,-0.08329245615908494,-0.0832509509128201,0.02252218377798127,0.0505369833085345
