,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.10220634706495538,0.12233755902305608,0.019874101583170056,0.08318953573336915,0.1721479019878129,0.03348220186388107,-0.000897929525416179,-0.003467278630410363,-0.015593001270828287,0.07640308559941314,0.11354023289445112
HALLMARK_ALLOGRAFT_REJECTION,0.03213968663847923,0.0835802547076489,-0.02080216396530645,0.06430979947734639,0.1986879150897892,-0.025754744305033737,0.03072595935842606,0.09469410098226441,0.03803896366343913,0.035599565605084295,0.042661635083666216
HALLMARK_ANDROGEN_RESPONSE,0.06267306021509608,0.013400955252681883,0.06699502239010337,-0.021713533646113427,0.16698525184792973,-0.017503322666207684,0.01392809392664929,0.06960858465178758,-0.008134036895696103,-0.00994895497772926,0.07247614410857066
HALLMARK_ANGIOGENESIS,-0.050934609219600725,0.03519200783515811,0.04840258070950993,-0.03502837841062678,0.20437590638418643,-0.009471580045082402,0.02384388186083093,0.06739968428880753,-0.016036898339828777,-0.01571379992205805,-0.021353094446120664
HALLMARK_APICAL_JUNCTION,0.10430511330399901,0.09646329286035422,0.027041796135590507,0.055566097739625245,0.17813244559860011,-0.019087274005660505,0.01043377246937212,0.040681333190684996,-0.0024341472672379564,0.11353262002239688,0.084875191018852
HALLMARK_APICAL_SURFACE,0.13894992573096573,0.08567622667072874,0.014026181110648461,0.06180642410824008,-0.10683982598068754,0.04521059229656481,-0.06544215576126228,-0.03428584110489681,0.022189911954350595,0.08147617660326914,0.10545862198288648
HALLMARK_APOPTOSIS,-0.021290713824946513,-0.0375756487364129,0.0337080171778202,-0.05499797870472763,0.051378433071759745,-0.0401776649678442,0.050292094468798315,-0.06689582319969417,-0.061712873771956736,-0.018572631007174507,-0.020108130140549987
HALLMARK_BILE_ACID_METABOLISM,0.08215743453674422,0.11716309887316498,0.025880565606929258,0.06524644501603472,0.17448691912946787,-0.0010988980166579366,0.012465968613342598,0.03699719053967755,-0.03109476633904692,0.06973396555926349,0.11390978074092492
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.045143465170499476,0.12148721684013694,-0.009900669670072118,0.015872004224266285,0.10888826669757344,-0.013512608351310023,0.014037502621513997,0.014547819537676988,0.023395636898752674,0.10211709785369595,0.11041183365700018
HALLMARK_COAGULATION,0.053710263878571404,0.08881819156347846,0.0195078992295418,-0.03478010364967122,0.18982050453169194,-0.030215482331890246,0.03864445318360078,0.09197119955444266,0.03392960748570811,0.008576001993882754,0.0869978699318438
