,MGH258,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.03948514179963928,0.021664962363011426,0.17652257329716184,-0.007390633653050939,0.02911071813278708,0.057923881997682315,0.028329297407218883,0.014282173786803923,0.06804991217256426,0.00033703501187521545,0.14502497281841087,0.05723010664397681,0.06983094091793193,0.06693562742771002,0.078095593847362
HALLMARK_ALLOGRAFT_REJECTION,0.03478959562967578,0.06413513496323091,0.08822281001859404,0.03106812359079256,0.010346971113627826,0.11930796554854037,0.06474615825255389,-0.021146224452300307,0.0777090094708353,-0.003925803871080675,0.0754858239350952,0.07850571389121162,-0.01825025437368656,0.013328031832766835,-0.04019279072386082
HALLMARK_ANDROGEN_RESPONSE,-0.0258960551504386,0.036362640534663745,0.06774585125430395,0.03458103358758419,0.01834259694293508,0.1093360903589408,0.07586077783445334,0.010612150073978727,0.06055925417863691,0.02977496364617441,0.10021117774727335,0.05531950469063174,0.004576508033512771,-0.0381114105994681,0.06223106258785582
HALLMARK_ANGIOGENESIS,0.05166230131686694,0.0359766472927699,-0.029822530941265683,0.0031707409300953593,0.07543161223485852,0.12428141675957544,-0.07128849078285074,0.06649890625100306,0.05849590245789167,0.07772031803806524,-0.08923564742794891,0.048592998832250336,-0.04168882474744525,-0.1442023443767258,-0.08782857271518578
HALLMARK_APICAL_JUNCTION,-0.04287765724632021,0.012394019533275954,0.16567404109887035,-0.017885871758522364,0.10072970003602615,0.1372807887462459,-0.03567676749789439,0.03636538524860839,0.11222535792315438,0.0739178281125222,0.12188034838877906,0.11409137426682774,0.0013387496235771925,-0.008373373589683946,0.07467233283538341
HALLMARK_APICAL_SURFACE,0.03492096402864317,-0.06937301689215376,0.09470443400730538,-0.024189447231429705,-0.05203527960667164,-0.045333122070135484,0.07546654214157301,0.054286474841941046,-0.028208810900631275,0.034581593365294316,0.10968464550591257,0.05123322502351274,0.03996299242808808,-0.06782736838777186,0.06736083291834415
HALLMARK_APOPTOSIS,0.0030547461669668207,-0.03801049676094584,-0.05421292003001474,0.015541937957477506,-0.08174079009750403,0.07339350379117834,-0.057363295674487544,0.030182989380825056,0.04785094976520147,-0.043837244751743394,-0.08718396927386797,0.06751558706165826,0.0012219484365458035,-0.07740425388237031,0.05081561157009732
HALLMARK_BILE_ACID_METABOLISM,-0.013004141891334512,-0.00258049279503648,0.10750150865520579,-0.062133828979414864,0.015783791705424006,0.10365781902859221,-0.042107017498678054,0.018507102918199608,0.06300163415175178,-0.030509490727968713,0.1593670641239013,-0.08922345506904394,-0.02328185348751279,0.12609443565741577,0.0013621840094400943
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005033824311400456,-0.011524521968743977,0.13213450641400115,-0.012526123296030417,0.06224733348735993,0.06824362395930553,-0.06145604720248818,0.015384707361246672,0.10345788639475709,0.10341928609648504,0.13710306550299672,0.06450415141449133,0.025736491817695023,0.05826402210569944,0.14513678687679124
HALLMARK_COAGULATION,0.03926928593978407,0.017828313447141947,0.07266295880623554,0.03328149235172404,0.011097338716038132,0.13687783690883867,-0.012036924114424325,0.030984832753506945,0.09380587011054183,-0.009116274837422144,0.08654076580387929,0.10339050352374997,0.005953709664868246,-0.10247493530939603,0.008849282314386543
HALLMARK_COMPLEMENT,0.027358080539771172,0.0420482623850663,0.07466486947739981,-0.01650801408475943,-0.021268701562912582,0.10805783689384585,-0.05328194261464824,-0.034040363383619626,0.030381821339048654,-0.002744491011397254,0.0896371987184616,0.023044320396467973,0.024997226897809748,0.04136282734894107,0.03660399218849186
HALLMARK_DNA_REPAIR,0.006117486387450713,0.028439436271481246,0.158211674707013,0.026070293572764594,0.07031731784244587,0.10686369857066486,-0.0024336632301894144,0.054612058256945664,0.06572993431741712,0.051871445095176674,0.14145888049164154,0.07334666433457192,0.06461910974223029,0.09059727869257726,0.1320091219266217
HALLMARK_E2F_TARGETS,-0.01132081089724393,0.014402692103622624,0.1797353655678111,-0.010999550985086487,0.09414079862125671,0.10704151774380738,0.017062053365805522,0.028274777998701164,0.01378899871485948,0.026032192982503057,0.03860900564956816,0.06697727771472721,-0.0035332098530655703,0.112591611770812,-0.013440874183413899
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04123094788138073,0.033287973374654584,-0.15514647822040784,0.030935420277429466,0.06504921698532176,0.113894541342151,-0.06034254252974821,0.016332522886622024,0.056835774475043996,0.0888447935837847,-0.10191309365711426,0.09987981081219573,-0.006369477933637555,-0.14787854366762582,0.09789239325922158
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05949847638069935,0.023134055778141618,0.1300124525044061,-0.0055220147988167675,0.04085034382279945,0.06628187830268488,0.053957902651604064,0.017352015729092864,0.01902217729019885,-0.027118660789767702,0.061506648194383715,0.05580873468981831,0.06268756971891126,0.07961022733943122,0.08861962115285332
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.014025755666985325,-0.007540014846290302,0.08997452337386215,-0.030999063556400846,-0.030497580941832626,-0.02290155722783213,0.0228784661547233,0.007831697422671027,0.03431936228005229,0.10693309534265098,0.09110801982387524,0.027895761910140857,0.008635169216383342,0.022331221276980798,-0.0139325600415793
HALLMARK_FATTY_ACID_METABOLISM,-0.044732934258052096,0.00768652324833163,-0.07571544656286588,-0.02713528009876854,-0.01124782454724904,0.09800828169535518,-0.07165106787589885,-0.009939126794394442,0.023387295079940893,0.030722369623081683,-0.04054023670340075,-0.04205118514747491,-0.0509495460392936,0.03918832890609324,0.05093310068640084
HALLMARK_G2M_CHECKPOINT,-0.04298284388890212,0.017196139701230174,0.1177125580099744,-0.017276857178125167,0.09550227504307907,0.11654310140556884,-0.10975300256534286,0.005609408056529996,0.010704598717337333,0.0491325106609984,0.014959659979405647,0.10763467558191078,0.0030655477013661887,0.07956397400909646,-0.014881989305197388
HALLMARK_GLYCOLYSIS,0.008336517456550762,-0.0135107839485333,0.09680438063778145,0.0004467874864444148,0.07268069113180335,0.09579423247249677,0.023862188443144843,-0.0031759101189554016,-0.0024987886163358045,0.09979432538703663,0.03618468939264719,0.00199154347494963,0.013243931728745006,0.06482076106826452,0.08748927783837457
HALLMARK_HEDGEHOG_SIGNALING,-0.005958508136294999,0.03064328857778133,0.10295417588689794,0.010266002481131811,-0.06783563655550628,-0.09071838780977345,0.11107871230137015,0.034162763838258704,-0.02389552152626844,-0.015137412666680563,0.0344111259173319,0.004412195536142325,0.024957967775370817,0.007654007094285289,0.11740541405955486
HALLMARK_HEME_METABOLISM,0.007692938696296549,0.011034051854286407,0.09223126167339403,-0.005003450833782892,0.028902079498815444,0.14069545838962974,0.02311878009688526,0.03041405767231972,0.062053305706823464,0.07161102870459805,0.1328903137461374,0.07368811726878681,0.06523543500332508,0.07242081456109313,0.04061296146775451
HALLMARK_HYPOXIA,-0.006178254326095881,-0.029310547098391513,-0.159086927614419,-0.0016769303314606116,0.00709267140098606,-0.0646463447819759,-0.04930180354652755,-0.0004520985100837064,0.06934465861763098,0.12860958671901954,-0.11563378663965092,0.05262217056468167,-0.06312519377262327,0.02028078295586195,0.04286802127300029
HALLMARK_IL2_STAT5_SIGNALING,-0.014397142650196272,0.06142728114795145,0.10945433238461352,0.0025226627484660168,-0.010856011031676742,0.11171052886584679,0.03611893254869909,-0.007220423088344465,0.0770829520406137,0.021456211413606156,0.08605557974885986,-0.001826360105659055,-0.00795078461947091,0.035023284526428146,0.052812848757067675
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.015416162872549967,-0.002437757009151103,0.06672882634188324,0.023562396420817443,0.07106266732899513,0.09977862528025555,-0.03532369213757222,0.023178472875924245,0.05221106598251542,0.0663071403005533,0.01210284250707705,0.004066086841065609,-0.06338599139461332,-0.030867610979135544,0.04489795626965035
HALLMARK_INFLAMMATORY_RESPONSE,-0.06585163140540794,0.016385128942434376,0.0870201503903729,0.015140518577346333,-0.020858214224411246,0.09094922561814917,-0.075115141433432,0.0596087905267475,0.010606719460547384,0.0019769009406646904,-0.013190758339840503,0.07738451715394534,-0.024517154634463075,-0.04740641696343711,0.08268938977176032
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02397405159343588,0.030369404982132475,0.14515825244975133,0.06955375793524496,0.08508650659253185,0.13058228082885925,0.02102795111955547,0.0017155720550114883,0.09577271876472886,0.036723032413428,0.14901539688435145,0.04667653698761065,0.05612137119304969,0.07236038018039861,-0.03568876467821837
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02285286506904882,0.039486096584138146,-0.1340349189469236,0.05335162811191631,-0.0713681231360618,0.13162135419271329,-0.012185864339139683,-0.05800420746413175,0.07580128243400445,-0.008561907860448753,0.0015440177572984546,0.0774417070451546,-0.0040961312204447955,-0.06649370959900515,0.09010230216592671
HALLMARK_KRAS_SIGNALING_DN,-0.030624939970696086,0.02885025958063622,0.16556667414512521,-0.005487820303901837,-0.0022596023547428097,-0.020136620596451184,-0.009129444455817636,0.0021477627976671768,0.008136888432942283,0.039764140591968075,0.13410524141317604,0.062118605114109826,0.06814743637790138,0.11918044084218088,0.08126295106574107
HALLMARK_KRAS_SIGNALING_UP,0.03810282713695742,0.07581653940314957,0.018518668732864414,0.03547399376331109,-0.06344438469869479,-0.011192885272444292,0.05420143950928447,0.0054099800191494156,0.04395437928052402,-0.029962230018878305,0.08825484118070238,0.06418856206718994,-0.009290537056959322,-0.008338238316935712,0.06350350264860324
