,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.010621912699414288,-0.009755452245120285,0.05133950441804775,-0.05938913240298336,0.0074835889758636115,0.02055254419752643,0.04615540168069943,0.07915966360301245,0.015242483528281031,0.04322347696120396,0.0665463818755742,0.06960798132827978,-0.024203995593970927,-0.027399565894038466,-0.011787338550430385,-0.027123239091494274,0.07070165788246703
HALLMARK_ALLOGRAFT_REJECTION,-0.02616467462974028,0.024842032809790967,-0.02781822337408805,-0.035575324767464805,-0.03655926188061636,0.050345859862911985,0.08087610397751291,0.07392881125503228,-0.06362462561719633,0.03866385941123001,0.076872229979174,0.029814182249048058,0.039656508869881466,-0.037003518765688255,0.030639580089121272,-0.0175133362047976,0.04208647156174764
HALLMARK_ANDROGEN_RESPONSE,-0.002061046934517863,-0.006868204880903259,-0.0028232304093821266,-0.005699554209455585,-0.03630915707023407,0.024978777594514216,0.06490733178703938,0.08267245900827347,0.018389934809133018,0.034004954034285904,0.04002433871149403,0.09693220932305376,0.018099926358667598,0.0031329004623622107,0.031767457212079714,0.03390138648692856,0.08856410310407418
HALLMARK_ANGIOGENESIS,-0.016548901550131303,-0.05853995347331889,0.0075768435595448755,0.019790898529594425,0.06440360310275034,0.005789573586722805,0.08941289599414629,-0.06451245273638033,-0.04148782458218278,-0.04437902584968745,-0.023372176992336458,-0.03904511896061596,-0.0006046515199291529,0.02722084018673901,-0.019304081824004053,-0.0025633507371029215,0.05145309353938771
HALLMARK_APICAL_JUNCTION,-0.0158844477847488,-0.009055389831189148,0.04228922879057179,0.02029662938551762,0.006331489055398893,0.024837240283673397,0.05881843987089701,0.11391340911485487,0.024511280857359107,0.02408081611287198,0.05769422387755197,0.08911369575691801,-0.019857342915443832,0.023372348083902286,0.06770940691999525,0.011722419184143696,0.09253814357861824
HALLMARK_APICAL_SURFACE,0.011377313596725004,0.00722527110415575,-2.068287211751747e-05,0.02897349658893399,0.05117842661098919,0.0005050685755859768,-0.10422689548632827,0.06261071427033439,0.06691182116284189,0.03779619463429501,0.07582272951719066,0.08393508330802439,0.004552429600221153,-0.03753237473975147,0.037146602322900714,0.0030365407908041135,-0.019625966606742363
HALLMARK_APOPTOSIS,-0.03433821890148506,0.01065430772551395,0.01542705259613998,0.024888902063104124,-0.016672137228039112,0.052783483690470645,0.020263487166610212,0.01187954327345073,0.03178867355149777,0.03582894821548267,-0.08628767971237937,0.004626629281811302,-0.034740720467829285,0.010584596474137956,0.010618701040384287,-0.034886122675423216,0.03028935113183479
HALLMARK_BILE_ACID_METABOLISM,-0.039345416449625775,0.003857596565368182,0.023746150651769653,-0.007682444037725794,0.010667986328337457,-0.029846183123845783,0.043453378424819854,-0.002160762647135382,0.009102100988599147,-0.05255719952061866,-0.0018247885352748415,0.08402232256357858,0.016462930879813813,-0.00811104781754766,0.06922186824723721,0.011607570474583087,0.0499169280922224
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.024823538708876398,0.007703084703270446,0.005450832331974239,-0.014283945912630469,-0.004911491968178051,0.015173611965057862,0.07925337007204661,0.10666295213098113,0.08455853147444974,0.00041421281033820936,0.07851980731450914,0.08907183613483749,0.033032022088649124,0.02401124968959514,0.02820670710525803,-0.00506316841672804,0.03168748832978282
HALLMARK_COAGULATION,0.010582050902928955,-0.0036541125390370105,-0.00961202068510765,-0.00834740346115133,-0.00929236642739056,0.06203474264783,0.07032665651592766,0.0389836602252109,-0.009673860250455244,0.0998108700919924,0.021099485805989724,0.06123238228533555,0.06025627556578792,-0.03444137160993053,0.03861200025910694,-0.019396330710096395,0.06530117806412662
HALLMARK_COMPLEMENT,-0.03484003264746107,0.01740500610208068,0.003940331135060262,-0.05126479372625974,-0.03498733466270864,0.05442452017963333,0.06605382765367128,0.05714485553736701,-0.005370968207915665,0.017020159355943334,0.03328636094587212,0.03836569752595149,0.002567851046214925,-0.04101550540004711,0.06718958938615266,-0.0065350768321280955,0.01005053483799084
HALLMARK_DNA_REPAIR,-0.0162728713727006,0.008158821466572022,0.059602342437897644,0.009203330619843684,0.0003381598771779226,0.007566929920423683,0.07557087605148156,0.08688502027148097,0.10430922361892857,0.02611265250527375,0.0777073168820961,0.09952154014541247,0.02046228775442375,-0.016684829295569574,0.01609534799717577,0.025340669222426306,0.127401523706887
HALLMARK_E2F_TARGETS,-0.041765304640713104,0.02181289506042314,0.059398474034782406,-0.05408969251858817,0.024756012223612803,0.022793390232343596,0.08716765750898564,0.09019204633446375,0.1250974045477483,-0.005345596359954003,0.042461819332632676,0.09735296212813523,0.0024284609950406513,-0.013986763852491726,0.005375827740322013,0.048426123815507635,0.05994009594488986
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.023251643585590002,-0.00974291296679854,-0.039440324509022476,0.03325029096784479,0.000650549146183309,0.06878271669682341,0.06326155165440275,-0.023536110852226746,-0.030128257605268716,0.08475856649423491,0.03454920038749603,0.028700715096910426,0.03653533411371292,0.027123403727339616,-0.015494601046507694,-0.01102921385638044,0.12487928023006452
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.022909734881115695,-0.038830923071134844,-0.01854662877139398,-0.03244878283325448,0.0177671281130131,0.037064976171856785,0.05030089488001639,-0.05221855957665172,0.014218988715071957,0.09372772015679647,0.012690224690479644,0.07762282940324704,0.0035780085940525755,-0.025048081971544286,0.003756460542912413,-0.03459247154389697,0.09402079184701673
