,UKF248,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10945864620990844,0.0841549927711911,0.05293826434409656,0.17164094768445956,0.10647967188023089,0.07785952296194865,0.02071038131552565,0.09866811275004655
HALLMARK_ALLOGRAFT_REJECTION,0.13289204955555364,0.10641599105979721,0.08067571768956164,0.10179735062141967,0.08789475065793692,0.07904946214348839,0.0652492291934644,0.009044171913935457
HALLMARK_ANDROGEN_RESPONSE,0.11033644395115673,0.08050897060881228,0.0737120515998008,0.1126465327271186,0.09114923128994706,0.09391426689131492,0.08469124712709854,0.092878683798087
HALLMARK_ANGIOGENESIS,0.018049069151597104,-0.016818368224164982,0.08108800630559176,-0.07251832599132853,-0.1325142065221296,0.02152874461776126,0.11123250307402999,0.06560501036818951
HALLMARK_APICAL_JUNCTION,0.17666659092395556,0.12958926327774195,0.08622586815721373,0.13907410688564303,0.07744626182725728,0.05650305576515311,0.12593544307265167,0.11261591401238158
HALLMARK_APICAL_SURFACE,0.09649989156461572,0.12170626890205445,0.10227669436139089,0.08606313589163639,0.07972270254903904,-0.03809415287999949,0.10969359966967608,0.06570174859737146
HALLMARK_APOPTOSIS,0.08223970967503416,0.018491420494184344,-0.03609972907535507,-0.05873432970983766,-0.0390966408367711,0.0651314514350311,-0.039972633836895914,-0.004081879214239646
HALLMARK_BILE_ACID_METABOLISM,0.007083781327454889,0.020221934184411927,-0.0043614942950855416,0.13691733102238654,0.07104719293895484,0.09536905497447495,-0.028025228925337712,0.12633385418412996
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.1041324930288387,0.10747424607063344,0.0025334085290926746,0.1318670572510753,0.11567325485418961,0.044596811666955186,-0.05634008158819418,0.06624689471022774
HALLMARK_COAGULATION,0.20990825025478166,0.09976777343342269,0.00777875348857325,0.08940151036091899,0.0842012719678764,0.07186575707019031,0.10418363363741061,0.06567146215467612
HALLMARK_COMPLEMENT,0.018751670244274272,0.09135635124934376,0.024402620132187153,0.01761223587105159,0.07720905080085509,0.08863410730259677,-0.000953408810889722,0.04723190696049546
HALLMARK_DNA_REPAIR,0.05698324361071278,0.0911109748504885,0.05606966463028736,0.15855845025295348,0.11881318965102705,0.05921199545679582,0.020892392911118683,0.13038995592005212
HALLMARK_E2F_TARGETS,0.03276442319540816,0.12641146622478408,0.06403523226479663,0.0013944883311330263,0.048121025886335746,0.012739553769966548,0.03686788546144035,0.13690400994234084
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.19703096357202504,0.022307676706690194,0.09891737936227082,-0.07211132367234817,-0.0751954895878284,0.07917517001471353,0.15775642115404873,0.09426348285120671
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06445223602949211,-0.0536013738247236,-0.0069144313799836985,0.09839679540842979,0.05676465743777054,0.0854855358859897,-0.04623441562123995,0.10745122548216461
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03210410452690892,0.10050776214600803,-0.007793679309925426,0.0952822497860971,0.10591039370989913,0.005648229025481759,-0.05682620467744697,0.08078448822450461
HALLMARK_FATTY_ACID_METABOLISM,-0.018135800578434547,-0.0247291428082879,0.035898445413637674,-0.04952494977972876,-0.020257048808200395,0.007265017564580956,-0.07187258711775232,0.04337508420266935
HALLMARK_G2M_CHECKPOINT,0.015787317302702376,0.1083529057880171,0.01538874004719191,0.0011985919247447406,0.01752306133898128,0.0004197008623635064,0.026860275882361367,0.12447459134662786
HALLMARK_GLYCOLYSIS,-0.08651052895173908,-0.03650444311486973,0.07440170125851221,0.021982790350711125,0.027021922421479976,0.010801020202551612,-0.004735951217498599,0.08403509427326171
HALLMARK_HEDGEHOG_SIGNALING,-0.04264741948681683,0.05748835055634589,-0.004254447653425079,-0.050258959472555556,0.06108328745514516,0.023242267661967818,-0.01988500874435828,-0.014522948003751233
HALLMARK_HEME_METABOLISM,0.08034917617277192,0.0861131731770816,0.03346152897995908,0.15340719893716137,0.08492049763152947,0.0667076194782607,-0.025773829347047316,0.06777527594375979
HALLMARK_HYPOXIA,-0.09550562892262404,-0.08244227822313643,0.02051305160729831,-0.0913890363582962,-0.07855369210831929,-0.01928714637220381,-0.015593578218355249,0.06336787660450428
HALLMARK_IL2_STAT5_SIGNALING,0.10034271004669772,0.019344849584079293,0.02186581907037243,0.03104522479992321,0.0730898345508067,0.051920145134885104,0.018765617344669847,0.0949723413297032
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.10904585314668228,0.032168088364057705,0.007506967309604839,-0.005247631019968616,0.06397552791212056,0.023989688871656555,-0.030063281513605208,0.05089411000341598
HALLMARK_INFLAMMATORY_RESPONSE,0.09212195835053616,0.018952306772233685,-0.05153426500773254,-0.02021006797619357,-0.02324711615121917,-0.026625996700291685,-0.04035890536025842,-0.003324015931092368
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06578631715003641,0.1116800865586984,0.0592593794458018,0.16691636996798762,0.09523422041501324,0.0616939780866322,0.11474307411638122,0.13580480573621587
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06829557331976559,0.012893067904252584,0.035327653436433876,-0.01026002157763664,0.02082492535654436,0.12196270907504866,-0.001155474351458554,0.017997053314666795
HALLMARK_KRAS_SIGNALING_DN,-0.06412274316422692,0.038008398741800925,0.013574991534496126,0.10977900551442889,0.11789538411998209,0.08318844523947239,-0.05771783334022332,0.06738750007943518
HALLMARK_KRAS_SIGNALING_UP,0.06617534081642935,0.07867017640747671,0.038452665444633445,0.11401132872889705,0.07156524024345642,0.0634840319077397,0.04739903262104106,0.008317257866607914
HALLMARK_MITOTIC_SPINDLE,0.12065980286177072,0.09078238242990715,0.01227023535321943,0.08579412709586096,0.08815079330406093,0.04511737795704287,0.0702377901297186,0.11586513534093083
HALLMARK_MTORC1_SIGNALING,-0.07095830182104379,-0.0016667486068516748,0.02241244007857215,-0.10015452957117126,-0.03770480414351595,0.004916397634669051,0.050321993008580354,0.08679603664624469
HALLMARK_MYC_TARGETS_V1,0.05358952944414925,0.11467729148956286,0.07061777739295035,0.1906265831257812,0.13116472375544858,0.012127255024482003,0.06270047814794522,0.1213681588178736
HALLMARK_MYC_TARGETS_V2,0.03919611761100159,0.05546177236987057,0.026152175048132578,0.03256247471956808,0.08511933809265085,0.03907545347466452,0.03695781112045934,0.06108784361744056
HALLMARK_MYOGENESIS,0.1952021088254883,0.0955441785326751,0.08367340721725901,0.16181353877010707,0.11388236353746062,0.10578414544608077,0.13210349028755072,0.0724052456492336
HALLMARK_NOTCH_SIGNALING,0.10333565331045114,0.10830162662236008,0.05748562710835545,0.1438969393279961,0.0768936988832873,0.027905354086691272,0.050258642553448904,0.13060206450334785
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.005802563657639428,0.11213656059202672,0.04906751677072224,0.17850373496075383,0.12378115409381067,0.1015297270663751,0.031327009773654955,0.11884927637844708
HALLMARK_P53_PATHWAY,0.006599449492310682,0.03657437767294244,0.06255098266608938,0.14377722801402767,0.09143066134947288,0.03127308765566668,-0.014977825842598293,0.12208984690156978
HALLMARK_PANCREAS_BETA_CELLS,0.029699440088577434,0.1040361936733708,0.005807473743963346,0.1727544055495578,0.11341142413371225,0.002140274637083822,-0.023735497565013933,0.02306860339545921
HALLMARK_PEROXISOME,0.03417031269075972,0.07403478584427609,0.010247842771555486,0.12340494075573089,0.08257550959059418,0.023946042048161642,0.010520664128517867,-0.03887898146091832
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08272944864444044,0.09205845727861472,0.06747812392773982,0.15987980974714058,0.12712651120482243,0.05133936163725569,0.08680840503680674,0.0882646728698128
HALLMARK_PROTEIN_SECRETION,0.03403208179096861,0.1507589834118214,0.03206895712223776,0.12207342414636074,0.08614458455697288,0.06387711888892764,0.017310695677758073,0.06775543896441223
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.03721442108441009,0.09126689226875824,-0.13585528886619544,0.12904140701835504,0.13501714414526472,0.04581539735955576,-0.008863967484685015,-0.007982493132659994
HALLMARK_SPERMATOGENESIS,0.0023726029789510644,0.13558298622229856,-1.2333476660082902e-05,0.1538228661291707,0.10713631968251909,0.04826501258371001,0.01845958307765408,0.06674073225794509
HALLMARK_TGF_BETA_SIGNALING,0.1771509387224287,0.0916173733849107,-0.0034549738408831267,0.15414868479308477,0.08727302241539779,0.04376969327200152,0.1217662185636128,0.11165557605343442
