,UKF243,UKF248,UKF251,UKF255,UKF266,UKF269,UKF275,UKF334,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.09184129485072207,-0.024216818483752418,0.014560407590622713,0.07637219183716491,0.05268656952391083,0.04185322377409731,0.07661796491463174,0.041554719005409184,0.15442372122566148,0.07979453700080416
HALLMARK_ALLOGRAFT_REJECTION,-0.039564116127724674,-0.03536101187970278,0.044683702316327824,-0.023823265400940444,0.05362660322663255,0.0741951800428902,0.09381807297805528,0.016570044414445196,0.09322981891903585,-0.012261230577638215
HALLMARK_ANDROGEN_RESPONSE,0.09799584408748052,-0.024986605013982886,0.031389043810186104,0.01093086152695588,0.08152149099449991,0.06857126795889885,0.10310255034738831,0.06036141769245688,0.12531579122348602,0.034081525528657036
HALLMARK_ANGIOGENESIS,0.020829808293670312,-0.008008889023319588,-0.006159835446275025,-0.03477384595503172,0.03274132649101532,0.09390196614006154,-0.02898772121034616,0.10206417040168454,-0.06943235042493977,-0.08998718217772873
HALLMARK_APICAL_JUNCTION,0.10223606563239429,-0.05376130203445338,0.06289540216652961,0.07424515403952615,0.05715107769660563,0.04780738067126925,0.005942930493504018,0.08327859179984871,0.13387141890542273,0.04846975225669134
HALLMARK_APICAL_SURFACE,0.10992795363992634,-0.0606501152746585,0.04466547099342255,0.03571431139945856,0.028089857069291832,-0.04053756658394709,0.05796318780872619,0.025861135704840617,0.09359146651193082,-0.025410084215120993
HALLMARK_APOPTOSIS,-0.0021344084543806303,-0.005413056118438962,0.02070682013021081,0.022419819020573203,-0.0012350391881279222,-0.0014597669091969611,0.02233381754193712,-0.0576382290306398,-0.06876918987424481,-0.021705441877867323
HALLMARK_BILE_ACID_METABOLISM,0.07734636924138676,0.04222218207715646,0.024141608981398395,-0.018038641997469608,0.06405277798530092,0.08944610695285721,0.013971502253577768,0.06327567736827522,0.1291337558146931,0.03430761584089277
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1132726686947802,-0.0571291769161955,0.036871127186482944,0.058984127244138165,0.09429604115014616,0.06768012545997912,0.014613241547279767,0.05941966067358716,0.14654679317774108,0.04364375193287857
HALLMARK_COAGULATION,0.05128122899651903,-0.0377294305491608,-0.007063255720507542,-0.03364827654970598,0.016870693985990833,0.07099861244032515,0.12600442889453092,0.0307396731294393,0.09078039937349983,0.006301944976037163
HALLMARK_COMPLEMENT,0.01569617511934654,-0.03554308137042588,0.0013372961558959387,0.03099282478868863,0.06425111646353368,0.04763436565411014,-0.0056203965726091204,0.009475636008619675,0.0809351335262604,0.049865866938783907
